"lang"
{
"Language"	"spanish"
"DOTA_Item_Desc_HyperX_D2L_Season_4__ADMIN"	"¡La D2L vuelve para la cuarta temporada con más dinero y más equipos! ¡Sé testigo de cómo los dieciséis mejores equipos de Dota 2 del mundo luchan para llevarse más de 50.000 dólares y un ticket para para las finales en directo en el Caesar's Palace en Las Vegas!"
"[english]DOTA_Item_Desc_HyperX_D2L_Season_4__ADMIN"	"The D2L returns for its fourth season with more money and more teams! Witness sixteen of the world's best Dota 2 teams battle it out for over $50,000 and a ticket to the Live Finals at Caesar'Âs Palace in Las Vegas!"
"DOTA_Item_Desc_Shield_of_Burning_Turmoil"	"Congelado en el oscuro abismo entre los mundos, su núcleo todavía se mueve y arde."
"[english]DOTA_Item_Desc_Shield_of_Burning_Turmoil"	"Cooled in the black nether between worlds, its core still bends and burns."
"DOTA_Item_Desc_Spaulder_of_Burning_Turmoil"	"En la agitación astral, el calor retuerce y la materia se arremolina."
"[english]DOTA_Item_Desc_Spaulder_of_Burning_Turmoil"	"Within the astral turmoil, heat bends and matter swirls."
"DOTA_Item_Desc_SteelSeries_Dota_2_League_Code_A"	"Los equipos emergentes de Asia se reúnen para competir por el mejor puesto en la SteelSeries Dota 2 League para ganar premios y tener la posibilidad de retar a los mejores equipos. ¡Incluye el aspecto de HUD Bermellón!"
"[english]DOTA_Item_Desc_SteelSeries_Dota_2_League_Code_A"	"Rising teams across Asia gather together to compete for top ranks in SteelSeries Dota 2 League for prizes plus a chance to challenge elite teams. Includes the Vermilion HUD skin!"
"DOTA_Item_ESP_Dota_2_Cup"	"ESP Dota 2 Cup"
"[english]DOTA_Item_ESP_Dota_2_Cup"	"ESP Dota 2 Cup"
"DOTA_Item_Enmity"	"Enemistad"
"[english]DOTA_Item_Enmity"	"Enmity"
"DOTA_Item_Horns_of_Burning_Turmoil"	"Cuernos de la Agitación Ardiente"
"[english]DOTA_Item_Horns_of_Burning_Turmoil"	"Horns of Burning Turmoil"
"DOTA_Item_HyperX_D2L_Season_4"	"HyperX D2L Temporada 4"
"[english]DOTA_Item_HyperX_D2L_Season_4"	"HyperX D2L Season 4"
"DOTA_Item_HyperX_D2L_Season_4__ADMIN"	"ADMIN de HyperX D2L Temporada 4"
"[english]DOTA_Item_HyperX_D2L_Season_4__ADMIN"	"HyperX D2L Season 4 - ADMIN"
"DOTA_Item_Mantle_of_Burning_Turmoil"	"Manto de la Agitación Ardiente"
"[english]DOTA_Item_Mantle_of_Burning_Turmoil"	"Mantle of Burning Turmoil"
"DOTA_Item_Shield_of_Burning_Turmoil"	"Escudo de la Agitación Ardiente"
"[english]DOTA_Item_Shield_of_Burning_Turmoil"	"Shield of Burning Turmoil"
"DOTA_Item_SteelSeries_Dota_2_League_Code_A"	"SteelSeries Dota 2 League: Code A"
"[english]DOTA_Item_SteelSeries_Dota_2_League_Code_A"	"SteelSeries Dota 2 League: Code A"
"DOTA_Item_SteelSeries_Dota_2_League_Code_A__ADMIN"	"ADMIN de SteelSeries Dota 2 League: Code A"
"[english]DOTA_Item_SteelSeries_Dota_2_League_Code_A__ADMIN"	"SteelSeries Dota 2 League: Code A - ADMIN"
"DOTA_Set_Arms_of_Burning_Turmoil"	"Armamentos de la Agitación Ardiente"
"[english]DOTA_Set_Arms_of_Burning_Turmoil"	"Arms of Burning Turmoil"
"DOTA_Item_Desc_Copy_of_Dota_2_by_Ozone_Gaming"	"8 equipos brasileños lucharán por gloria y 4.000 reales brasileños en equipamiento de Ozone Gaming."
"[english]DOTA_Item_Desc_Copy_of_Dota_2_by_Ozone_Gaming"	"8 Brazilian teams battle for glory and R$4,000.00 in gaming equipment from Ozone Gaming."
"DOTA_Item_Desc_Copy_of_Fragbite_Masters"	"Treinta y dos equipos compiten en el Fragbite Masters, un torneo online de Dota 2 con un total de 30.900 dólares en premios."
"[english]DOTA_Item_Desc_Copy_of_Fragbite_Masters"	"32 teams compete in the Fragbite Masters which is an online tournament with a $30,900 prize pool for Dota 2."
"DOTA_Item_Desc_Copy_of_Hungarian_Premier_League"	"¡32 equipos clasificados y 4 invitados compiten para conseguir un sitio en los playoffs e intentar asegurar su victoria en la quinta temporada de la Hungarian Premier League!"
"[english]DOTA_Item_Desc_Copy_of_Hungarian_Premier_League"	"32 qualifying teams and 4 invited teams compete in to earn a spot in the playoffs and try to claim victory in the fifth season of the Hungarian Premier League!"
"DOTA_Item_Desc_Copy_of_SteelSeries_Malaysia_Cup__October"	"Este objeto nuevo no tiene descripción."
"[english]DOTA_Item_Desc_Copy_of_SteelSeries_Malaysia_Cup__October"	"This new item has no description."
"DOTA_Item_Desc_Copy_of_Techlabs_Cup_Grand_Final"	"La gran final de la Techlabs Cup se celebra los días 16 y 17 de noviembre en Moscú, donde los equipos compiten por un premio total de 25.000 dólares."
"[english]DOTA_Item_Desc_Copy_of_Techlabs_Cup_Grand_Final"	"Techlabs Cup Grand Final in Moscow on November 16-17 where teams compete for a total prize pool of $25,000!"
"DOTA_Item_Desc_Dota_2_by_Ozone_Gaming"	"8 equipos brasileños lucharán por gloria y 4.000 reales brasileños en equipamiento de Ozone Gaming."
"[english]DOTA_Item_Desc_Dota_2_by_Ozone_Gaming"	"8 Brazilian teams battle for glory and R$4,000.00 in gaming equipment from Ozone Gaming."
"DOTA_Item_Desc_European_Elite_League"	"Los jugadores con más talento de Europa compiten en el formato clásico de liga durante ocho semanas, culminando en un torneo all-star al mejor de tres de doble eliminación con cuatro equipos por un fondo para premios de 1.500 euros."
"[english]DOTA_Item_Desc_European_Elite_League"	"The most talented players in Europe compete in the classic league format for eight weeks, culminating in a 4-team double elimination best-of-three all-star tournament for a 1,500 Euro prize pool. "
"DOTA_Item_Desc_European_Elite_League__ADMIN"	"Los jugadores con más talento de Europa compiten en el formato clásico de liga durante ocho semanas, culminando en un torneo all-star al mejor de tres de doble eliminación con cuatro equipos por un fondo para premios de 1.500 euros."
"[english]DOTA_Item_Desc_European_Elite_League__ADMIN"	"The most talented players in Europe compete in the classic league format for eight weeks, culminating in a 4-team double elimination best-of-three all-star tournament for a 1,500 Euro prize pool. "
"DOTA_Item_Desc_Fragbite_Masters"	"Treinta y dos equipos compiten en el Fragbite Masters, un torneo online de Dota 2 con un total de 30.900 dólares en premios."
"[english]DOTA_Item_Desc_Fragbite_Masters"	"32 teams compete in the Fragbite Masters which is an online tournament with a $30,900 prize pool for Dota 2."
"DOTA_Item_Desc_Hungary_Premier_League"	"¡32 equipos clasificados y 4 invitados compiten para conseguir un sitio en los playoffs e intentar asegurar su victoria en la quinta temporada de la Hungarian Premier League!"
"[english]DOTA_Item_Desc_Hungary_Premier_League"	"32 qualifying teams and 4 invited teams compete in to earn a spot in the playoffs and try to claim victory in the fifth season of the Hungarian Premier League!"
"DOTA_Item_Desc_Techlabs_Cup_Grand_Final"	"La gran final de la Techlabs Cup tiene lugar los días 16 y 17 de noviembre en Moscú, donde los equipos compiten por un premio total de 25.000 dólares."
"[english]DOTA_Item_Desc_Techlabs_Cup_Grand_Final"	"Techlabs Cup Grand Final in Moscow on November 16-17 where teams compete for a total prize pool of $25,000!"
"DOTA_Item_Dota_2_by_Ozone_Gaming"	"Dota 2 by Ozone Gaming"
"[english]DOTA_Item_Dota_2_by_Ozone_Gaming"	"Dota 2 by Ozone Gaming"
"DOTA_Item_Dota_2_by_Ozone_Gaming__ADMIN"	"ADMIN de Dota 2 by Ozone Gaming"
"[english]DOTA_Item_Dota_2_by_Ozone_Gaming__ADMIN"	"Dota 2 by Ozone Gaming - ADMIN"
"DOTA_Item_European_Elite_League"	"European Elite League"
"[english]DOTA_Item_European_Elite_League"	"European Elite League"
"DOTA_Item_European_Elite_League__ADMIN"	"ADMIN de European Elite League"
"[english]DOTA_Item_European_Elite_League__ADMIN"	"European Elite League - ADMIN"
"DOTA_Item_Fragbite_Masters"	"Fragbite Masters"
"[english]DOTA_Item_Fragbite_Masters"	"Fragbite Masters"
"DOTA_Item_Fragbite_Masters__ADMIN"	"ADMIN de Fragbite Masters"
"[english]DOTA_Item_Fragbite_Masters__ADMIN"	"Fragbite Masters - ADMIN"
"DOTA_Item_Hungarian_Premier_League"	"Hungarian Premier League"
"[english]DOTA_Item_Hungarian_Premier_League"	"Hungarian Premier League"
"DOTA_Item_Hungarian_Premier_League__ADMIN"	"ADMIN de Hungarian Premier League"
"[english]DOTA_Item_Hungarian_Premier_League__ADMIN"	"Hungarian Premier League - ADMIN"
"DOTA_Item_SteelSeries_Malaysia_Cup__October"	"SteelSeries Malaysia Cup - Octubre"
"[english]DOTA_Item_SteelSeries_Malaysia_Cup__October"	"SteelSeries Malaysia Cup - October"
"DOTA_Item_SteelSeries_Malaysia_Cup__October__ADMIN"	"ADMIN de SteelSeries Malaysia Cup - Octubre"
"[english]DOTA_Item_SteelSeries_Malaysia_Cup__October__ADMIN"	"SteelSeries Malaysia Cup - October - ADMIN"
"DOTA_Item_Techlabs_Cup_Grand_Final"	"Gran final de la Techlabs Cup"
"[english]DOTA_Item_Techlabs_Cup_Grand_Final"	"Techlabs Cup Grand Final"
"DOTA_Item_Techlabs_Cup_Grand_Final__ADMIN"	"ADMIN de la Gran final de la Techlabs Cup"
"[english]DOTA_Item_Techlabs_Cup_Grand_Final__ADMIN"	"Techlabs Cup Grand Final - ADMIN"
"DOTA_Item_DotaTalk_SteelSeries_Oceania_Cup		"	"DotaTalk"
"[english]DOTA_Item_DotaTalk_SteelSeries_Oceania_Cup		"	"DotaTalk"
"SteelSeries"	"Sureste"
"[english]SteelSeries"	"Southeast"
"DOTA_Item_Armor_of_Kogu"	"Armadura de Kogu"
"[english]DOTA_Item_Armor_of_Kogu"	"Armor of Kogu"
"DOTA_Item_Bracers_of_Kogu"	"Brazaletes de Kogu"
"[english]DOTA_Item_Bracers_of_Kogu"	"Bracers of Kogu"
"DOTA_Item_Celestial_Observatory"	"Observatorio Celestial"
"[english]DOTA_Item_Celestial_Observatory"	"Celestial Observatory"
"DOTA_Item_Desc_Celestial_Observatory"	"Los antiguos guardianes han vigilado casi tanto tiempo como las propias estrellas."
"[english]DOTA_Item_Desc_Celestial_Observatory"	"This ancient ward has stood watch nearly as long as the stars themselves."
"DOTA_Item_Leg_Gaurds_of_Kogu"	"Protectores de Pierna de Kogu"
"[english]DOTA_Item_Leg_Gaurds_of_Kogu"	"Leg Gaurds of Kogu"
"DOTA_Item_Scowl_of_Kogu"	"Ceño de Kogu"
"[english]DOTA_Item_Scowl_of_Kogu"	"Scowl of Kogu"
"DOTA_Item_The_Discipline_of_Kogu"	"La Disciplina de Kogu"
"[english]DOTA_Item_The_Discipline_of_Kogu"	"The Discipline of Kogu"
"DOTA_WearableType_Leg_Protection"	"Protectores de Pierna"
"[english]DOTA_WearableType_Leg_Protection"	"Leg Protection"
"DOTA_Item_Adornment_of_the_Clergy_Ascetic"	"Adornos del Abstemio del Clero"
"[english]DOTA_Item_Adornment_of_the_Clergy_Ascetic"	"Adornment of the Clergy Ascetic"
"DOTA_Item_Arcane_Drapings"	"Cortinajes Arcanos"
"[english]DOTA_Item_Arcane_Drapings"	"Arcane Drapings"
"DOTA_Item_Arcane_Fist"	"Puño Arcano"
"[english]DOTA_Item_Arcane_Fist"	"Arcane Fist"
"DOTA_Item_Arcane_Shield"	"Escudo Arcano"
"[english]DOTA_Item_Arcane_Shield"	"Arcane Shield"
"DOTA_Item_Arcane_Sight"	"Visión Arcana"
"[english]DOTA_Item_Arcane_Sight"	"Arcane Sight"
"DOTA_Item_Ardor_of_the_Scarlet_Raven_Set"	"Set Ardor del Cuervo Escarlata"
"[english]DOTA_Item_Ardor_of_the_Scarlet_Raven_Set"	"Ardor of the Scarlet Raven Set"
"DOTA_Item_Arms_of_the_Gwimyeon_Warrior"	"Armamentos del Guerrero Gwimyeon"
"[english]DOTA_Item_Arms_of_the_Gwimyeon_Warrior"	"Arms of the Gwimyeon Warrior"
"DOTA_Item_Belt_of_the_Scarlet_Raven"	"Cinturón del Cuervo Escarlata"
"[english]DOTA_Item_Belt_of_the_Scarlet_Raven"	"Belt of the Scarlet Raven"
"DOTA_Item_Blade_of_the_Silent_Guardian"	"Hoja del Guardián Silente"
"[english]DOTA_Item_Blade_of_the_Silent_Guardian"	"Blade of the Silent Guardian"
"DOTA_Item_Bracers_of_the_Clergy_Ascetic"	"Brazaletes del Abstemio del Clero"
"[english]DOTA_Item_Bracers_of_the_Clergy_Ascetic"	"Bracers of the Clergy Ascetic"
"DOTA_Item_Bracers_of_the_Gwimyeon_Warrior"	"Brazaletes del Guerrero Gwimyeon"
"[english]DOTA_Item_Bracers_of_the_Gwimyeon_Warrior"	"Bracers of the Gwimyeon Warrior"
"DOTA_Item_Bracers_of_the_Silent_Guardian"	"Brazaletes del Guardián Silente"
"[english]DOTA_Item_Bracers_of_the_Silent_Guardian"	"Bracers of the Silent Guardian"
"DOTA_Item_Burden_of_the_Highborn"	"Carga del Descendiente de la Nobleza"
"[english]DOTA_Item_Burden_of_the_Highborn"	"Burden of the Highborn"
"DOTA_Item_Cloth_of_the_Clergy_Ascetic"	"Ropajes del Abstemio del Clero"
"[english]DOTA_Item_Cloth_of_the_Clergy_Ascetic"	"Cloth of the Clergy Ascetic"
"DOTA_Item_Coat_of_the_Scarlet_Raven"	"Manto del Cuervo Escarlata"
"[english]DOTA_Item_Coat_of_the_Scarlet_Raven"	"Coat of the Scarlet Raven"
"DOTA_Item_Curse_of_the_Highborn"	"Maldición del Descendiente de la Nobleza"
"[english]DOTA_Item_Curse_of_the_Highborn"	"Curse of the Highborn"
"DOTA_Item_Desc_Adornment_of_the_Clergy_Ascetic"	"Parece paradójico que a un abstemio le interesasen los adornos, pero Anti-Mage nunca ha seguido las tendencias."
"[english]DOTA_Item_Desc_Adornment_of_the_Clergy_Ascetic"	"It seems paradoxical that an ascetic would seek adornment, but Antimage has never followed trends.
	"
"DOTA_Item_Desc_Arcane_Drapings"	"Una capa andrajosa y descolorida, pero que resplandece llena de vida, mostrando su verdadera forma, cuando Invoker se la pone sobre los hombros."
"[english]DOTA_Item_Desc_Arcane_Drapings"	"A tattered, faded cape--it burst to brilliant life, showing its true form once Invoker put it on.
	"
"DOTA_Item_Desc_Arcane_Fist"	"La mano del poder de la justicia nunca apretará su puño sin una buena causa."
"[english]DOTA_Item_Desc_Arcane_Fist"	"The hand of righteous power will never clench into a fist without good cause.
	"
"DOTA_Item_Desc_Arcane_Shield"	"Estas imponentes hombreras, cargadas con la luz del sol y el más brillante resplandor de la mente de Invoker, tienen todo el aspecto de haber sido creadas por los mismos poderes que forjaron el astro rey."
"[english]DOTA_Item_Desc_Arcane_Shield"	"Charged with sunlight, and with the brighter glare of Invoker's mind, these proud shoulders show every sign they were fashioned by the same powers that forged the sun.
	"
"DOTA_Item_Desc_Arcane_Sight"	"Decorada con el blasón del Vástago del Sol, Invoker muestra su dominio de Exort como una corona."
"[english]DOTA_Item_Desc_Arcane_Sight"	"Emblazoned with the crest of the Scion of the Sun, Invoker wears his mastery of Exort like a crown.
	"
"DOTA_Item_Desc_Ardor_of_the_Scarlet_Raven_Set"	"Incluye todos los objetos del set 'Ardor del Cuervo Escarlata' para Bloodseeker:"
"[english]DOTA_Item_Desc_Ardor_of_the_Scarlet_Raven_Set"	"Includes all of the items in the 'Ardor of the Scarlet Raven' set for Bloodseeker:"
"DOTA_Item_Desc_Arms_of_the_Bladebreaker_Dagger_Pack"	"Según la Orden Quebrantahojas, sólo aquellos que deban morirán. Las muescas en la empuñadura están diseñadas para atrapar y desviar las espadas enemigas con la esperanza de que un oponente desarmado huya en vez de luchar.

Contiene ambas Dagas de los Quebrantahojas para Riki:"
"[english]DOTA_Item_Desc_Arms_of_the_Bladebreaker_Dagger_Pack"	"According to the Bladebreaker Order, only those that must will die. The notches atop the hilt are meant to capture and turn enemy swords in the hopes that the disarmed opponent might flee instead of fight.
	
	Contains both of the Bladebreaker Daggers for Riki:"
"DOTA_Item_Desc_Arms_of_the_Gwimyeon_Warrior"	"Incluye todos los objetos del set 'Armamentos del Guerrero Gwimyeon' para Juggernaut:"
"[english]DOTA_Item_Desc_Arms_of_the_Gwimyeon_Warrior"	"Includes all of the items in the 'Arms of the Gwimyeon Warrior' set for Juggernaut:"
"DOTA_Item_Desc_Belt_of_the_Scarlet_Raven"	"Cuando el Emplumado vuela, los Gemelos Despellejados sonríen."
"[english]DOTA_Item_Desc_Belt_of_the_Scarlet_Raven"	"When the Feathered One flies, the Flayed Twins smile.
	"
"DOTA_Item_Desc_Blade_of_the_Silent_Guardian"	"Nunca lo escucharán llegar."
"[english]DOTA_Item_Desc_Blade_of_the_Silent_Guardian"	"They'll never hear it coming."
"DOTA_Item_Desc_Bracers_of_the_Clergy_Ascetic"	"Un constante recordatorio del mundo que dejó atrás cuando emprendió la senda del abstemio."
"[english]DOTA_Item_Desc_Bracers_of_the_Clergy_Ascetic"	"A constant reminder of the world he left behind when he struck off on the ascetic's path."
"DOTA_Item_Desc_Bracers_of_the_Gwimyeon_Warrior"	"Uno nunca debe descuidar la protección de la mano con que maneja la espada."
"[english]DOTA_Item_Desc_Bracers_of_the_Gwimyeon_Warrior"	"One must never neglect the protection of one's swordhand."
"DOTA_Item_Desc_Bracers_of_the_Silent_Guardian"	"Estos brazaletes protegen a su portador de los estragos de la batalla."
"[english]DOTA_Item_Desc_Bracers_of_the_Silent_Guardian"	"These bracers protect their wearer from the ravages battle."
"DOTA_Item_Desc_Burden_of_the_Highborn"	"Restaurar el dominio de su familia y gobernar a aquellos que viven en su reino: estas son las cargas que pesan sobre Riki."
"[english]DOTA_Item_Desc_Burden_of_the_Highborn"	"To restore his family's rule, and to govern those of his kingdom; these are the burdens Riki strives toward."
"DOTA_Item_Desc_Cloth_of_the_Clergy_Ascetic"	"¿Qué clase de clero aprobó estas horripilantes envolturas y pensó que eran adecuadas para un estilo de vida abstemio? Nadie sobrevivió para justificar su decisión."
"[english]DOTA_Item_Desc_Cloth_of_the_Clergy_Ascetic"	"What clergy approved this lurid wrap and thought it suitable for an ascetic lifestyle? None survive to justify their decision."
"DOTA_Item_Desc_Coat_of_the_Scarlet_Raven"	"Huye de este cuervo o muere ahí mismo. Al fin y al cabo es lo mismo."
"[english]DOTA_Item_Desc_Coat_of_the_Scarlet_Raven"	"Fly from this raven or die where you stand. In the end, it's all the same.
	"
"DOTA_Item_Desc_Curse_of_the_Highborn"	"Los restos partidos y arañados de la corona de la reina están cosidos en la tela."
"[english]DOTA_Item_Desc_Curse_of_the_Highborn"	"The split and scarred remains of the queen's crown is sewn into the fabric."
"DOTA_Item_Desc_Eki_Bukaw_Bracers"	"Forjados por tus ancestros, estos brazaletes de Eki Bukaw no tienen igual en todas las tierras en disputa."
"[english]DOTA_Item_Desc_Eki_Bukaw_Bracers"	"Forged by your ancestors, these bracers of Eki Bukaw have no like in all the contested lands. "
"DOTA_Item_Desc_Eki_Bukaw_Wand"	"Se pensaba que la varita de Eki Bukaw no era más que una leyenda. Pero ahora tú puedes empuñarla y con ella, un gran poder."
"[english]DOTA_Item_Desc_Eki_Bukaw_Wand"	"The wand of Eki Bukaw was once thought to be only legend.  But now it is yours to wield, and with it, great power."
"DOTA_Item_Desc_Eki_Bukaw_Wand_Pack"	"Este pack incluye la Varita de Eki Bukaw tanto principal como secundaria."
"[english]DOTA_Item_Desc_Eki_Bukaw_Wand_Pack"	"This bundle contains both the main and off-hand Eki Bukaw Wand."
"DOTA_Item_Desc_Eki_Bukaw_Wand__OffHand"	"Se pensaba que la varita de Eki Bukaw no era más que una leyenda. Pero ahora tú puedes empuñarla y con ella, un gran poder."
"[english]DOTA_Item_Desc_Eki_Bukaw_Wand__OffHand"	"The wand of Eki Bukaw was once thought to be only legend.  But now it is yours to wield, and with it, great power."
"DOTA_Item_Desc_Eki_Spiritual_Implements_Set"	"Incluye todos los objetos del set 'Instrumentos Espirituales Eki' para Shadow Shaman:"
"[english]DOTA_Item_Desc_Eki_Spiritual_Implements_Set"	"Includes all of the items in the 'Eki Spiritual Implements' set for Shadow Shaman:"
"DOTA_Item_Desc_Faulds_of_the_Gwimyeon_Warrior"	"La velocidad es siempre un aliado para un guerrero."
"[english]DOTA_Item_Desc_Faulds_of_the_Gwimyeon_Warrior"	"Speed is always the warrior's ally."
"DOTA_Item_Desc_Fiery_Ward_of_Eki_Bukaw"	"Con este guardián llameante, no hay secretos a salvo, ningún lugar oculto, ninguna debilidad sin exponer."
"[english]DOTA_Item_Desc_Fiery_Ward_of_Eki_Bukaw"	"With this fiery ward, no secrets are safe, no location hidden, no weakness unexposed."
"DOTA_Item_Desc_Gauntlets_of_the_Scarlet_Raven"	"Confinado por el Pacto de Sangre, pero libre para volar."
"[english]DOTA_Item_Desc_Gauntlets_of_the_Scarlet_Raven"	"Bound by the Blood Oath, yet free to fly.
	"
"DOTA_Item_Desc_Guard_of_the_Clergy_Ascetic"	"La hombrera más virtuosa de Anti-Mage: ¡Mucho más virtuosa que tú!!"
"[english]DOTA_Item_Desc_Guard_of_the_Clergy_Ascetic"	"The rightmost shoulder of Antimage: Righter by far than thou!
	"
"DOTA_Item_Desc_Guardian_of_Silence_Set"	"Incluye todos los objetos del set 'Guardián del Silencio' para Silencer:"
"[english]DOTA_Item_Desc_Guardian_of_Silence_Set"	"Includes all of the items in the 'Guardian of Silence' set for Silencer:"
"DOTA_Item_Desc_Gwimyeon_"	"El rostro más feroz a menudo gana las más feroces batallas."
"[english]DOTA_Item_Desc_Gwimyeon_"	"The fiercest face often wins the fiercest battles."
"DOTA_Item_Desc_Helm_of_the_Silent_Guardian"	"Una mente silenciosa y protegida conlleva a una hoja rápida."
"[english]DOTA_Item_Desc_Helm_of_the_Silent_Guardian"	"A quiet, protected mind leads to a quick blade."
"DOTA_Item_Desc_Highborn_Reckoning_Set"	"Incluye todos los objetos del set 'Venganza del Descendiente de la Nobleza' para Riki:"
"[english]DOTA_Item_Desc_Highborn_Reckoning_Set"	"Includes all of the items in the 'Highborn Reckoning' set for Riki:"
"DOTA_Item_Desc_Hood_of_the_Scarlet_Raven"	"Alimentados de la todavía palpitante carne de corazón, los ojos inhumanos del cuervo brillan con un apetito escarlata."
"[english]DOTA_Item_Desc_Hood_of_the_Scarlet_Raven"	"Fed on quivering heart-meat, the raven's inhuman eyes hum with scarlet hunger.
	"
"DOTA_Item_Desc_Juljae_"	"Siempre hay que entrenar, siempre hay que estudiar, siempre hay que luchar para abrirse camino hacia la victoria."
"[english]DOTA_Item_Desc_Juljae_"	"One must always train, must always study, must always struggle in order to forge a path to victory."
"DOTA_Item_Desc_Mnemonus_Arcanus_Set"	"Incluye todos los objetos del set 'Mnemonus Arcanus' para Invoker:"
"[english]DOTA_Item_Desc_Mnemonus_Arcanus_Set"	"Includes all of the items in the 'Mnemonus Arcanus' set for Invoker:"
"DOTA_Item_Desc_Necklace_of_Scarlet_Raven"	"El ave sagrada revolotea sobre el altar de los Gemelos Despellejados."
"[english]DOTA_Item_Desc_Necklace_of_Scarlet_Raven"	"The sacred bird wheels above the altar of the Flayed Twins.
	"
"DOTA_Item_Desc_Pauldron_of_the_Silent_Guardian"	"Elaborados por antiguos artesanos, estos cubrehombros protegen a Silencer de aquellos que intenten hacerle daño."
"[english]DOTA_Item_Desc_Pauldron_of_the_Silent_Guardian"	"Crafted by ancient artisans, these pauldrons protect Silencer from those who would do him harm."
"DOTA_Item_Desc_Pauldrons_of_the_Gwimyeon_Warrior"	"Para dominar perfectamente a un enemigo, uno debe superar ambos tallos y raíces."
"[english]DOTA_Item_Desc_Pauldrons_of_the_Gwimyeon_Warrior"	"To truly conquer a foe, one must best both stem and root."
"DOTA_Item_Desc_Records_of_the_Eki_Bukaw"	"Dentro de estos sagrados registros están inscritos todos los secretos del vasto pasado."
"[english]DOTA_Item_Desc_Records_of_the_Eki_Bukaw"	"Within these sacred records are inscribed all the secrets of the great gone by."
"DOTA_Item_Desc_Reprieve_of_the_Clergy_Ascetic"	"Deseos terrenales, las pasiones y las posesiones son cargas de las que Anti-Mage fácilmente te puede liberar."
"[english]DOTA_Item_Desc_Reprieve_of_the_Clergy_Ascetic"	"Earthly desires, passions and possessions are burdens from which Antimage can readily liberate you.
	"
"DOTA_Item_Desc_Reprieve_of_the_Clergy_Ascetic_Pack"	"El pack incluye el Indulto del Abstemio del Clero tanto principal como secundario."
"[english]DOTA_Item_Desc_Reprieve_of_the_Clergy_Ascetic_Pack"	"Pack includes both the main and off-hand Reprieve of the Clergy Ascetic."
"DOTA_Item_Desc_Reprieve_of_the_Clergy_Ascetic__OffHand"	"Deseos terrenales, las pasiones y las posesiones son cargas de las que Anti-Mage fácilmente te puede liberar."
"[english]DOTA_Item_Desc_Reprieve_of_the_Clergy_Ascetic__OffHand"	"Earthly desires, passions and possessions are burdens from which Antimage can readily liberate you.
	"
"DOTA_Item_Desc_Sack_of_Scrolls"	"Con este objeto sagrado, tienes la próxima batalla en el bolsillo. Además de unos pergaminos. "
"[english]DOTA_Item_Desc_Sack_of_Scrolls"	"With this sacred item, your next battle is in the bag.  Also, some scrolls.  "
"DOTA_Item_Desc_Shield_of_the_Silent_Guardian"	"A veces la falta de la magia es la magia más grande de todas. Pero para aquellas ocasiones en que no lo es, este escudo puede ayudar."
"[english]DOTA_Item_Desc_Shield_of_the_Silent_Guardian"	"Sometimes a lack of magic is the greatest magic of all.  But for those times when it isn't, this shield might help."
"DOTA_Item_Desc_Shift_of_the_Silent_Guardian"	"Envuelto en el silencio, y también en este elegante atuendo."
"[english]DOTA_Item_Desc_Shift_of_the_Silent_Guardian"	"Cloaked in Silence, and also in this stylish shift. "
"DOTA_Item_Desc_SteelSeries_Dota_2_League_Code_A__ADMIN"	"Los equipos emergentes de Asia se reúnen para competir por el mejor puesto en la SteelSeries Dota 2 League para ganar premios y tener la posibilidad de retar a los mejores equipos."
"[english]DOTA_Item_Desc_SteelSeries_Dota_2_League_Code_A__ADMIN"	"Rising teams across Asia gather together to compete for top ranks in SteelSeries Dota 2 League for prizes plus a chance to challenge elite teams."
"DOTA_Item_Desc_Steelweb_Countenance"	"Para aquella cuyo apetito es insaciable fue forjada esta máscara, para proteger sus múltiples ojos de todo daño."
"[english]DOTA_Item_Desc_Steelweb_Countenance"	"For she of boundless hunger was forged this mask, that her many eyes may never come to harm."
"DOTA_Item_Desc_Steelweb_Cuirass"	"No queda nada de aquellos que veneraron a la reina arácnida del Monte Pyrotheos, excepto abalorios y armamentos perdidos hace tiempo en la red interminable."
"[english]DOTA_Item_Desc_Steelweb_Cuirass"	"Nothing now remains of those who once worshipped the spider queen of Mount Pyrotheos, save trinkets and arms long lost within the endless web."
"DOTA_Item_Desc_Steelweb_Sheaths"	"Hay aquellos que venerarían a Broodmother y los suyos, y les cubrirían de regalos antes de arrojarse a sí mismos a las redes para ser devorados."
"[english]DOTA_Item_Desc_Steelweb_Sheaths"	"There are those who would worship the Broodmother and her ilk, and cover them with gifts before throwing themselves to the webs to be devoured."
"DOTA_Item_Desc_Steelweb_Shell"	"Aquellos que veneraban a las arañas del Monte Pyrotheos se dieron cuenta de que el calor ardiente bajo la caldera era perfecto para forjar armdura para su insaciable reina."
"[english]DOTA_Item_Desc_Steelweb_Shell"	"Those who worshipped the spiders of Mount Pyrotheos found the snarling heat below the caldera perfectly suited to forging armor for their insatiable queen."
"DOTA_Item_Desc_Steelweb_of_Pytheos_Set"	"Incluye todos los objetos del set 'Red de Acero de Pytheos' para Broodmother:"
"[english]DOTA_Item_Desc_Steelweb_of_Pytheos_Set"	"Includes all of the items in the 'Steelweb of Pytheos' set for Broodmother:"
"DOTA_Item_Desc_Tahlin_Occult_Daggers"	"No hay peor muerto que el que no puede ver.

Contiene ambas Dagas del Secreto de Tahlin para Riki:"
