"lang"
{
"Language"	"korean"
"[english]DOTA_CIGO_BasicTT"	"These arrows indicate whether you’re earning gold more quickly or more slowly than your historical average rate."
"DOTA_CIGO_BasicTTNoData"	"좋아하는 영웅으로 몇 차례 게임을 하고 나면, 이 화살표가 기존 기록의 평균 수치보다 골드를 더 빨리 모으는지 또는 더 느리게 모으는지를 표시해줄 것입니다."
"[english]DOTA_CIGO_BasicTTNoData"	"Once you’ve played a few games with your Favorite Hero, these arrows will show whether you’re earning gold more quickly or more slowly than your average rate."
"DOTA_CouldntContactRedeemServer"	"코드를 등록할 수 없습니다."
"[english]DOTA_CouldntContactRedeemServer"	"Couldn't redeem code"
"DOTA_RedeemCodeTitle"	"선수 서명 코드 등록"
"[english]DOTA_RedeemCodeTitle"	"Redeem Code"
"DOTA_RedeemCodeTitle2"	"선수 서명 코드 등록"
"[english]DOTA_RedeemCodeTitle2"	"REDEEM CODE"
"DOTA_CodeActivatedSuccessfully"	"성공적으로 코드를 등록했습니다."
"[english]DOTA_CodeActivatedSuccessfully"	"Code Activated Successfully"
"DOTA_CodeNotFound"	"유효하지 않은 코드입니다."
"[english]DOTA_CodeNotFound"	"Invalid Code"
"DOTA_CodeAlreadyUsed"	"이미 등록된 코드입니다."
"[english]DOTA_CodeAlreadyUsed"	"Code already claimed"
"DOTA_CodeSuccess"	"성공!"
"[english]DOTA_CodeSuccess"	"Success!"
"DOTA_CourierValue"	"짐 가치:"
"[english]DOTA_CourierValue"	"Cargo Worth:"
"DOTA_Advertisement_Compendium_Button"	"지금 구매 - %s1"
"[english]DOTA_Advertisement_Compendium_Button"	"BUY NOW - %s1"
"DOTA_Advertisement_Compendium_Header"	"11가지 새로운 불멸 아이템"
"[english]DOTA_Advertisement_Compendium_Header"	"Eleven New Immortals"
"DOTA_Advertisement_Compendium_SubHeader"	"기록서 구매 시 이용 가능"
"[english]DOTA_Advertisement_Compendium_SubHeader"	"Available now with the Compendium"
"DOTA_Advertisement_SummerTreasures_Header"	"도타 2 여름 할인"
"[english]DOTA_Advertisement_SummerTreasures_Header"	"DOTA 2 SUMMER SALE"
"DOTA_Advertisement_SummerTreasures_SubHeader"	"11일 동안, 11가지 보물"
"[english]DOTA_Advertisement_SummerTreasures_SubHeader"	"11 DAYS, 11 TREASURES"
"DOTA_Advertisement_SummerTreasures_TodayPrice"	"오늘 %s1"
"[english]DOTA_Advertisement_SummerTreasures_TodayPrice"	"Today %s1"
"DOTA_Advertisement_SummerTreasures_RegPrice"	"정가: %s1"
"[english]DOTA_Advertisement_SummerTreasures_RegPrice"	"Reg %s1"
"DOTA_Advertisement_SummerTreasures_Day"	"11일 중 %s1일째"
"[english]DOTA_Advertisement_SummerTreasures_Day"	"Day %s1 of 11"
"DOTA_Advertisement_SummerTreasures_Button"	"내용물 보기"
"[english]DOTA_Advertisement_SummerTreasures_Button"	"Peek Inside"
"Comp_600_PRSEL_favorite_hero_wins_description"	"좋아하는 영웅 도전에서 승리한 경기 수"
"[english]Comp_600_PRSEL_favorite_hero_wins_description"	"Number of wins in the Favorite Hero Challenge."
"Comp_600_PG_page_favoriteheroelementlistdescription_text"	"좋아하는 영웅을 선택하면, 해당 영웅을 더 잘 플레이하도록 실력을 향상시키는 도구가 게임 안에 제공됩니다."
"[english]Comp_600_PG_page_favoriteheroelementlistdescription_text"	"Select your favorite hero, and we'll give you an in-game tool to improve your skills with them."
"Comp_600_PG_page_favoriteheroelementlistfavorite_hero_unsetelementlistlockbutton_text"	"영웅 선택 확정"
"[english]Comp_600_PG_page_favoriteheroelementlistfavorite_hero_unsetelementlistlockbutton_text"	"CONFIRM HERO CHOICE"
"Comp_600_PG_page_favoriteheroelementlistfavorite_hero_unsetelementlistconfirm_desc_text"	"영웅 선택을 확정해야 게임 안에서 분석 도구를 사용하실 수 있습니다."
"[english]Comp_600_PG_page_favoriteheroelementlistfavorite_hero_unsetelementlistconfirm_desc_text"	"You must Confirm your hero selection before the in-game tool can be used."
"Comp_600_PG_page_favoriteheroelementlistfavorite_hero_setelementlisttool_desc_text"	"분석 도구 자체에는 몇 가지 설정이 되어 있습니다. 아울러, 5가지 아이템을 선택하면 해당 아이템의 평균 구매 횟수가 게임 안의 시간표에 표시됩니다."
"[english]Comp_600_PG_page_favoriteheroelementlistfavorite_hero_setelementlisttool_desc_text"	"The in-game tool has a number of settings that can be accessed inside the tool itself. In addition, here you can select up to 5 items to have their average purchase time displayed in the in-game timeline."
"DOTA_Hero_Selection_Grid_Edit"	"영웅 보기 맞춤 설정"
"[english]DOTA_Hero_Selection_Grid_Edit"	"CUSTOMIZE GRID"
"DOTA_Hero_Selection_Losing_Gold"	"1초에 1골드씩 보유 골드가 줄어듭니다."
"[english]DOTA_Hero_Selection_Losing_Gold"	"You are losing 1 gold per second"
"DOTA_Hero_Selection_Losing_Gold_desc"	"선택 시간이 종료되었으나 아직 영웅을 선택하지 않으셨습니다."
"[english]DOTA_Hero_Selection_Losing_Gold_desc"	"The Pick phase is over and you still haven't selected your Hero."
"DOTA_CIGO_Rejoined"	"재접속으로 통계 불가능"
"[english]DOTA_CIGO_Rejoined"	"STATS DISABLED DUE TO RECONNECTION"
"DOTA_Advertisement_Compendium_PointsHeader"	"꼬마 퍼지 및 추가 선물"
"[english]DOTA_Advertisement_Compendium_PointsHeader"	"Mini-Pudge and More"
"DOTA_Advertisement_Compendium_PointsSubHeader"	"이모티콘, 날씨 효과, 꼬마 퍼지 외 추가 선물 증정!"
"[english]DOTA_Advertisement_Compendium_PointsSubHeader"	"Emoticons, Weather Effects, Mini-Pudge, and more!"
"DOTA_Advertisement_Compendium_PointsButton"	"%s1 - %s2"
"[english]DOTA_Advertisement_Compendium_PointsButton"	"%s1 - %s2"
"Comp_600_PRSEL_playin_selection_choices_1"	"Liquid"
"[english]Comp_600_PRSEL_playin_selection_choices_1"	"Liquid"
"Comp_600_PRSEL_playin_selection_choices_2"	"MVP Phoenix"
"[english]Comp_600_PRSEL_playin_selection_choices_2"	"MVP Phoenix"
"Comp_600_PRSEL_playin_selection_choices_3"	"CIS Game"
"[english]Comp_600_PRSEL_playin_selection_choices_3"	"CIS Game"
"Comp_600_PRSEL_playin_selection_choices_4"	"Virtus.Pro"
"[english]Comp_600_PRSEL_playin_selection_choices_4"	"Virtus.Pro"
"Comp_600_PG_page_TOC2elementlistpage_single_game_predictions_new_defines_2"	"게임 예측"
"[english]Comp_600_PG_page_TOC2elementlistpage_single_game_predictions_new_defines_2"	"GAME PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistpage_single_match_hero_predictions_new_defines_2"	"영웅 예측"
"[english]Comp_600_PG_page_TOC2elementlistpage_single_match_hero_predictions_new_defines_2"	"HERO PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistsubheader_playoff_predictions_defines_1"	"플레이오프 예측"
"[english]Comp_600_PG_page_TOC2elementlistsubheader_playoff_predictions_defines_1"	"PLAYOFF PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistpage_playoffs_wildcard_predictions_defines_2"	"와일드카드 예측"
"[english]Comp_600_PG_page_TOC2elementlistpage_playoffs_wildcard_predictions_defines_2"	"WILDCARD PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistpage_playoffs_other_predictions_defines_2"	"추가 예측"
"[english]Comp_600_PG_page_TOC2elementlistpage_playoffs_other_predictions_defines_2"	"MISC PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistsubheader_mainevent_predictions_defines_1"	"본선 예측"
"[english]Comp_600_PG_page_TOC2elementlistsubheader_mainevent_predictions_defines_1"	"MAIN EVENT PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistpage_mainevent_team_predictions_defines_2"	"팀 예측"
"[english]Comp_600_PG_page_TOC2elementlistpage_mainevent_team_predictions_defines_2"	"TEAM PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistpage_mainevent_player_predictions_defines_2"	"선수 예측"
"[english]Comp_600_PG_page_TOC2elementlistpage_mainevent_player_predictions_defines_2"	"PLAYER PREDICTIONS"
"Comp_600_PG_page_TOC2elementlistpage_mainevent_top6_predictions_defines_2"	"상위 6팀 예측"
"[english]Comp_600_PG_page_TOC2elementlistpage_mainevent_top6_predictions_defines_2"	"TOP SIX PREDICTION"
"Comp_600_PG_page_level2textr11embed_title_text"	"한 팀 수집"
"[english]Comp_600_PG_page_level2textr11embed_title_text"	"Collect a Team"
"Comp_600_PG_page_level2textr11embed_desc_text"	"한 팀에 속한 선수 다섯 명의 선수 카드를 모두 모으세요. 게임을 하거나 일일 도전을 완료하면 일정 확률로 카드 팩을 얻을 수 있습니다."
"[english]Comp_600_PG_page_level2textr11embed_desc_text"	"Collect the Player Cards for all 5 members of a team. You have a chance to get a card pack by playing games and when completing the daily challenge."
"Comp_600_PG_page_level2textr11embed_ptsA_text"	"%action_13%"
"[english]Comp_600_PG_page_level2textr11embed_ptsA_text"	"%action_13%"
"Comp_600_PG_page_level2textr11embed_ptsB_text"	"/ %actionmax_13%점"
"[english]Comp_600_PG_page_level2textr11embed_ptsB_text"	"/ %actionmax_13% PTS"
"Comp_600_PG_page_level2textr12embed_title_text"	"모든 선수 카드 수집"
"[english]Comp_600_PG_page_level2textr12embed_title_text"	"Collect All Player Cards"
"Comp_600_PG_page_level2textr12embed_desc_text"	"The International에 참가한 19팀의 모든 선수 카드를 모으세요."
"[english]Comp_600_PG_page_level2textr12embed_desc_text"	"Collect the Player Cards of every player in the 19 teams coming to The International."
"Comp_600_PG_page_level2textr12embed_ptsA_text"	"%action_14%"
"[english]Comp_600_PG_page_level2textr12embed_ptsA_text"	"%action_14%"
"Comp_600_PG_page_level2textr12embed_ptsB_text"	"/ %actionmax_14%점"
"[english]Comp_600_PG_page_level2textr12embed_ptsB_text"	"/ %actionmax_14% PTS"
"Comp_600_PG_page_level3textr19embed_title_text"	"남은 예측 마저 하기"
"[english]Comp_600_PG_page_level3textr19embed_title_text"	"Make your remaining predictions"
"Comp_600_PG_page_level3textr19embed_desc_text"	"플레이오프와 본선 경기 결과를 예측해 보세요."
"[english]Comp_600_PG_page_level3textr19embed_desc_text"	"Fill in the predictions for the Playoffs and Main Event."
"Comp_600_PG_page_level3textr19embed_ptsA_text"	"%action_88%"
"[english]Comp_600_PG_page_level3textr19embed_ptsA_text"	"%action_88%"
"Comp_600_PG_page_level3textr19embed_ptsB_text"	"/ %actionmax_88%점"
"[english]Comp_600_PG_page_level3textr19embed_ptsB_text"	"/ %actionmax_88% PTS"
"Comp_600_PG_page_level3textr20embed_title_text"	"이번에는 예측이 맞아 떨어질까요?"
"[english]Comp_600_PG_page_level3textr20embed_title_text"	"Were you correct this time?"
"Comp_600_PG_page_level3textr20embed_desc_text"	"막바지에 다다랐을 때, 전부 예측한 대로 되었을까요?"
"[english]Comp_600_PG_page_level3textr20embed_desc_text"	"When the dust settles, will you have predicted them all correctly?"
"Comp_600_PG_page_level3textr20embed_ptsA_text"	"%action_89%"
"[english]Comp_600_PG_page_level3textr20embed_ptsA_text"	"%action_89%"
"Comp_600_PG_page_level3textr20embed_ptsB_text"	"/ %actionmax_89%점"
"[english]Comp_600_PG_page_level3textr20embed_ptsB_text"	"/ %actionmax_89% PTS"
"Comp_600_PG_page_level3textr21embed_title_text"	"좋아하는 영웅으로 10승을 해 보세요."
"[english]Comp_600_PG_page_level3textr21embed_title_text"	"Win 10 Games with your Favorite Hero."
"Comp_600_PG_page_level3textr21embed_desc_text"	"좋아하는 영웅을 선택한 다음에, 해당 영웅으로 10승을 거둬 보세요."
"[english]Comp_600_PG_page_level3textr21embed_desc_text"	"After selecting a Favorite Hero, win 10 games with them."
"Comp_600_PG_page_level3textr21embed_ptsA_text"	"%action_87%"
"[english]Comp_600_PG_page_level3textr21embed_ptsA_text"	"%action_87%"
"Comp_600_PG_page_level3textr21embed_ptsB_text"	"/ %actionmax_87%점"
"[english]Comp_600_PG_page_level3textr21embed_ptsB_text"	"/ %actionmax_87% PTS"
"Comp_600_PG_page_playintexttitle_text"	"와일드카드 토너먼트"
"[english]Comp_600_PG_page_playintexttitle_text"	"WILD CARD TOURNAMENT"
"Comp_600_PG_page_playintextdescription_text"	"2014년 7월 8일"
"[english]Comp_600_PG_page_playintextdescription_text"	"July 8, 2014."
"Comp_600_PG_page_playintextdescription2_text"	"플레이오프 1단계에서는 예선전 준우승팀이 싱글 일리미네이션제로 경기를 펼칩니다. 승리팀은 2단계에 진출하며 나머지 팀은 탈락합니다."
"[english]Comp_600_PG_page_playintextdescription2_text"	"Phase 1 of the Playoffs is a single elimination tournament made up of the second place teams from the Qualifiers. The winner earns a place in Phase 2, the others are eliminated from the International."
"Comp_600_PG_page_playintextwinner_text"	"승자"
"[english]Comp_600_PG_page_playintextwinner_text"	"WINNER"
"Comp_600_PG_page_playinbuttonsselectteam_text"	"팀 선택"
"[english]Comp_600_PG_page_playinbuttonsselectteam_text"	"SELECT TEAM"
"Comp_600_PG_page_playoffs_predictions1texttitle_text"	"플레이오프 예측"
"[english]Comp_600_PG_page_playoffs_predictions1texttitle_text"	"PLAYOFFS PREDICTIONS"
"Comp_600_PG_page_playoffs_predictions1textsection1_text"	"영웅 한정 예측"
"[english]Comp_600_PG_page_playoffs_predictions1textsection1_text"	"HERO SPECIFIC PREDICTIONS"
"Comp_600_PG_page_playoffs_predictions1textwarning2_text"	"4일 동안 120경기 이상이 펼쳐집니다. 행운을 빕니다!"
"[english]Comp_600_PG_page_playoffs_predictions1textwarning2_text"	"A minimum of 120 games will be played over four days. Good Luck!"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostpicked_description"	"가장 많이 선택된 영웅"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostpicked_description"	"MOST PICKED HERO"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostbanned_description"	"가장 많이 금지된 영웅"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostbanned_description"	"MOST BANNED HERO"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_description"	"선택 또는 금지되지 않은 영웅 수"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_description"	"HEROES NEVER PICKED OR BANNED"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_1"	"0~3"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_1"	"0 - 3"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_4"	"10~12"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_4"	"10 - 12"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_7"	"19~21"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_7"	"19 - 21"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_8"	"22~24"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_8"	"22 - 24"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_9"	"25~27"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_9"	"25 - 27"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_10"	"28~30"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_10"	"28 - 30"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_11"	"30 이상"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostignored_choices_11"	"More than 30"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostkills_description"	"평균 처치 수가 가장 높은 영웅"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostkills_description"	"HERO WITH THE MOST AVERAGE KILLS"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostdeaths_description"	"평균 사망 횟수가 가장 높은 영웅"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostdeaths_description"	"HERO WITH THE MOST AVERAGE DEATHS"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostlasthits_description"	"평균 마지막 타격 수가 가장 높은 영웅"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostlasthits_description"	"HERO WITH THE MOST AVERAGE LAST HITS"
"Comp_600_PG_page_playoffs_predictions1selectionshero_mostassists_description"	"평균 도움 횟수가 가장 높은 영웅"
"[english]Comp_600_PG_page_playoffs_predictions1selectionshero_mostassists_description"	"HERO WITH THE MOST AVERAGE ASSISTS"
"Comp_600_PG_page_playoffs_predictions2selectionshero_mosttowerdmg_description"	"포탑에 가장 큰 피해를 준 영웅"
"[english]Comp_600_PG_page_playoffs_predictions2selectionshero_mosttowerdmg_description"	"HERO WITH THE MOST TOWER DAMAGE"
"Comp_600_PG_page_playoffs_predictions2selectionshero_mostavggpm_description"	"평균 분당 획득 골드(GPM)가 가장 높은 영웅"
"[english]Comp_600_PG_page_playoffs_predictions2selectionshero_mostavggpm_description"	"HERO WITH THE HIGHEST AVERAGE GPM"
"Comp_600_PG_page_playoffs_predictions2selectionshero_lowavggpm_description"	"평균 분당 획득 골드(GPM)가 가장 낮은 영웅"
"[english]Comp_600_PG_page_playoffs_predictions2selectionshero_lowavggpm_description"	"HERO WITH THE LOWEST AVERAGE GPM"
"Comp_600_PG_page_playoffs_predictions2selectionshero_mostwins_description"	"가장 많이 승리한 영웅"
"[english]Comp_600_PG_page_playoffs_predictions2selectionshero_mostwins_description"	"HERO WITH THE MOST WINS"
"Comp_600_PG_page_playoffs_predictions2selectionshero_mostlosses_description"	"가장 많이 패배한 영웅"
"[english]Comp_600_PG_page_playoffs_predictions2selectionshero_mostlosses_description"	"HERO WITH THE MOST LOSSES"
"Comp_600_PG_page_playoffs_predictions3textsection1_text"	"기타 예측"
"[english]Comp_600_PG_page_playoffs_predictions3textsection1_text"	"OTHER PREDICTIONS"
"Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_description"	"가장 짧은 경기 시간"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_description"	"HOW SHORT WILL THE SHORTEST GAME BE"
"Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_1"	"0~5분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_1"	"0 - 5 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_2"	"5~10분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_2"	"5 - 10 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_3"	"10~15분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_3"	"10 - 15 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_4"	"15~20분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_4"	"15 - 20 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_5"	"20~25분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_5"	"20 - 25 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_6"	"25분 이상"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_shortestgame_choices_6"	"25+ Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_description"	"가장 긴 경기 시간"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_description"	"HOW LONG WILL THE LONGEST GAME BE"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_1"	"60분 이하"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_1"	"Less than 60 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_2"	"60~65분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_2"	"60 - 65 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_3"	"65~70분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_3"	"65 - 70 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_4"	"70~75분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_4"	"70 - 75 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_5"	"75~80분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_5"	"75 - 80 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_6"	"80~85분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_6"	"80 - 85 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_7"	"85~90분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_7"	"85 - 90 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_8"	"90~95분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_8"	"90 - 95 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_9"	"95~100분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_9"	"95 - 100 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_10"	"100~105분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_10"	"100 - 105 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_11"	"105~110분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_11"	"105 - 110 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_12"	"110~115분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_12"	"110 - 115 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_13"	"115~120분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_13"	"115 - 120 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_14"	"120분 이상"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_longestgame_choices_14"	"More than 120 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_description"	"가장 늦게 선취점을 획득한 시간"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_description"	"WHEN WILL THE LATEST FIRST BLOOD OCCUR"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_1"	"0~2분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_1"	"0 - 2 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_2"	"2~4분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_2"	"2 - 4 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_3"	"4~6분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_3"	"4 - 6 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_4"	"6~8분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_4"	"6 - 8 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_5"	"8~10분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_5"	"8 - 10 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_6"	"10~12분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_6"	"10 - 12 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_7"	"12~14분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_7"	"12 - 14 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_8"	"14~16분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_8"	"14 - 16 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_9"	"16~18분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_9"	"16 - 18 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_10"	"18~20분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_10"	"18 - 20 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_11"	"20분 이후"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_latest1stblood_choices_11"	"Later than 20 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_description"	"로샨을 가장 빨리 처치한 시간"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_description"	"WHEN WILL THE EARLIEST ROSHAN OCCUR"
"Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_choices_1"	"0분 이전"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_choices_1"	"Before 0 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_choices_2"	"0~7분"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_choices_2"	"0 - 7 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_choices_3"	"7분 이후"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_earliestroshan_choices_3"	"After 7 Minutes"
"Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_description"	"영웅이 중립 크립에게 죽은 횟수"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_description"	"HOW MANY KILLS WILL NEUTRAL CREEPS GET"
"Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_2"	"3~4"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_2"	"3 - 4"
"Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_3"	"5~6"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_3"	"5 - 6"
"Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_4"	"7~8"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_4"	"7 - 8"
"Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_5"	"9~10"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_5"	"9 - 10"
"Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_6"	"10회 이상"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_neutralkills_choices_6"	"More than 10"
"Comp_600_PG_page_playoffs_predictions3selectionsother_aegissnatches_description"	"다른 팀이 아이기스를 가로챈 횟수"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_aegissnatches_description"	"TIMES THE AEGIS IS STOLEN BY THE OTHER TEAM"
"Comp_600_PG_page_playoffs_predictions3selectionsother_courierkills_description"	"짐꾼이 죽은 횟수"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_courierkills_description"	"HOW MANY COURIERS WILL BE KILLED"
"Comp_600_PG_page_playoffs_predictions3selectionsother_courierkills_choices_1"	"0~10"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_courierkills_choices_1"	"0 - 10"
"Comp_600_PG_page_playoffs_predictions3selectionsother_courierkills_choices_2"	"11~20"
"[english]Comp_600_PG_page_playoffs_predictions3selectionsother_courierkills_choices_2"	"11 - 20"
"Comp_600_PG_page_playoffs_predictions3selectionsother_courierkills_choices_3"	"21~30"
