"lang"
{
"Language"	"portuguese"
"DOTA_Item_Treasure_Key_of_Earth_Essence"	"Chave do Tesouro da Essência da Terra"
"[english]DOTA_Item_Treasure_Key_of_Earth_Essence"	"Treasure Key of Earth Essence"
"DOTA_Item_Treasure_Key_of_Ember_Essence"	"Chave do Tesouro da Essência Calorosa"
"[english]DOTA_Item_Treasure_Key_of_Ember_Essence"	"Treasure Key of Ember Essence"
"DOTA_Item_Treasure_of_Earth_Essence"	"Tesouro da Essência da Terra"
"[english]DOTA_Item_Treasure_of_Earth_Essence"	"Treasure of Earth Essence"
"DOTA_Item_Treasure_of_Ember_Essence"	"Tesouro da Essência Calorosa"
"[english]DOTA_Item_Treasure_of_Ember_Essence"	"Treasure of Ember Essence"
"DOTA_Item_Treasure_of_Heroic_Bounty"	"Tesouro das Recompensas Heroicas"
"[english]DOTA_Item_Treasure_of_Heroic_Bounty"	"Treasure of Heroic Bounty"
"DOTA_Item_Trine_Announcer_Pack"	"Pack de Locutores: Trine"
"[english]DOTA_Item_Trine_Announcer_Pack"	"Trine Announcer Pack"
"DOTA_Item_Tsunami_Blade"	"Lâmina Tsunami"
"[english]DOTA_Item_Tsunami_Blade"	"Tsunami Blade"
"DOTA_Item_Vanguard_Shield"	"Escudo da Vanguarda"
"[english]DOTA_Item_Vanguard_Shield"	"Vanguard Shield"
"DOTA_Item_Vermilion"	"Vermelhão"
"[english]DOTA_Item_Vermilion"	"Vermilion"
"DOTA_Item_Vestments_of_the_Ten_Plagues_Beard"	"Barba das Dez Pragas"
"[english]DOTA_Item_Vestments_of_the_Ten_Plagues_Beard"	"Vestments of the Ten Plagues Beard"
"DOTA_Item_Vestments_of_the_Ten_Plagues_Helm"	"Elmo das Dez Pragas"
"[english]DOTA_Item_Vestments_of_the_Ten_Plagues_Helm"	"Vestments of the Ten Plagues Helm"
"DOTA_Item_Vestments_of_the_Ten_Plagues_Scythe"	"Foice das Dez Pragas"
"[english]DOTA_Item_Vestments_of_the_Ten_Plagues_Scythe"	"Vestments of the Ten Plagues Scythe"
"DOTA_Item_Vestments_of_the_Ten_Plagues_Set"	"Conjunto - Vestes das Dez Pragas"
"[english]DOTA_Item_Vestments_of_the_Ten_Plagues_Set"	"Vestments of the Ten Plagues Set"
"DOTA_Item_Vestments_of_the_Ten_Plagues_Shoulders"	"Ombreiras das Dez Pragas"
"[english]DOTA_Item_Vestments_of_the_Ten_Plagues_Shoulders"	"Vestments of the Ten Plagues Shoulders"
"DOTA_Item_Vingspan"	"Vingspan"
"[english]DOTA_Item_Vingspan"	"Vingspan"
"DOTA_Item_Warriors_Retribution_Set"	"Conjunto - Retribuição do Guerreiro"
"[english]DOTA_Item_Warriors_Retribution_Set"	"Warrior's Retribution Set"
"DOTA_Item_Windweave_Headband"	"Faixa do Vento"
"[english]DOTA_Item_Windweave_Headband"	"Windweave Headband"
"DOTA_Item_Wings_of_Blight"	"Asas da Depravação"
"[english]DOTA_Item_Wings_of_Blight"	"Wings of Blight"
"DOTA_Item_Wings_of_Lunacy_Bringer"	"Asas Portadoras da Insanidade"
"[english]DOTA_Item_Wings_of_Lunacy_Bringer"	"Wings of Lunacy Bringer"
"DOTA_Item_Winter_Solstice_Fashion"	"Moda do Solstício de Inverno"
"[english]DOTA_Item_Winter_Solstice_Fashion"	"Winter Solstice Fashion"
"DOTA_Item_Wrap_of_the_Shifting_Sorcerer"	"Venda do Feiticeiro Metamórfico"
"[english]DOTA_Item_Wrap_of_the_Shifting_Sorcerer"	"Wrap of the Shifting Sorcerer"
"DOTA_Item_Wraps_of_the_Glacier_Duster"	"Braçadeiras do Estilo Glacial"
"[english]DOTA_Item_Wraps_of_the_Glacier_Duster"	"Wraps of the Glacier Duster"
"DOTA_Item_power_surge"	"Alta Tensão"
"[english]DOTA_Item_power_surge"	"power_surge"
"DOTA_Set_Adornments_of_Blight"	"Adornos da Depravação"
"[english]DOTA_Set_Adornments_of_Blight"	"Adornments of Blight"
"DOTA_Set_Artillery_of_the_Crested_Cannoneer"	"Artilharia do Ilustre Canhoneiro"
"[english]DOTA_Set_Artillery_of_the_Crested_Cannoneer"	"Artillery of the Crested Cannoneer"
"DOTA_Set_Augurs_Curse"	"Maldição da Auguratriz"
"[english]DOTA_Set_Augurs_Curse"	"Augur's Curse"
"DOTA_Set_Death_Charge"	"Investida Mortal"
"[english]DOTA_Set_Death_Charge"	"Death Charge"
"DOTA_Set_Dread_of_the_Gleaming_Seal_Set"	"Conjunto - O Destino Selado"
"[english]DOTA_Set_Dread_of_the_Gleaming_Seal_Set"	"Dread of the Gleaming Seal Set"
"DOTA_Set_Forest_Hermit"	"Eremita da Floresta"
"[english]DOTA_Set_Forest_Hermit"	"Forest Hermit"
"DOTA_Set_Formed_Alloy_Set"	"Conjunto - Liga Metálica"
"[english]DOTA_Set_Formed_Alloy_Set"	"Formed Alloy Set"
"DOTA_Set_Glacial_Duster_Set"	"Conjunto - Estilo Glacial"
"[english]DOTA_Set_Glacial_Duster_Set"	"Glacial Duster Set"
"DOTA_Set_Master_Weaver"	"Mestre Weaver"
"[english]DOTA_Set_Master_Weaver"	"Master Weaver"
"DOTA_Set_Spoils_from_the_Shifting_Sorcerer"	"O Feiticeiro Metamórfico"
"[english]DOTA_Set_Spoils_from_the_Shifting_Sorcerer"	"Spoils from the Shifting Sorcerer"
"DOTA_Set_Vestments_of_the_Ten_Plagues"	"Vestes das Dez Pragas"
"[english]DOTA_Set_Vestments_of_the_Ten_Plagues"	"Vestments of the Ten Plagues"
"DOTA_Set_Warriors_Retribution"	"Retribuição do Guerreiro"
"[english]DOTA_Set_Warriors_Retribution"	"Warrior's Retribution"
"DOTA_WearableType_Battleaxe"	"Machado de Guerra"
"[english]DOTA_WearableType_Battleaxe"	"Battleaxe"
"DOTA_WearableType_Cruel_Pro_Gear_Bundle"	"Conjunto dos Pros Cruel"
"[english]DOTA_WearableType_Cruel_Pro_Gear_Bundle"	"Cruel Pro Gear Bundle"
"DOTA_WearableType_Ethereal_Gem"	"Joia Etérea"
"[english]DOTA_WearableType_Ethereal_Gem"	"Ethereal Gem"
"DOTA_WearableType_Fin"	"Barbatana"
"[english]DOTA_WearableType_Fin"	"Fin"
"DOTA_WearableType_Frosty_Pro_Gear_Bundle"	"Conjunto dos Pros Gelado"
"[english]DOTA_WearableType_Frosty_Pro_Gear_Bundle"	"Frosty Pro Gear Bundle"
"DOTA_WearableType_Gift_Pack"	"Pacote Presente"
"[english]DOTA_WearableType_Gift_Pack"	"Gift Pack"
"DOTA_WearableType_Gleaming_Pro_Gear_Bundle"	"Conjunto dos Pros Fatídico"
"[english]DOTA_WearableType_Gleaming_Pro_Gear_Bundle"	"Gleaming Pro Gear Bundle"
"DOTA_WearableType_Headwraps"	"Ligaduras"
"[english]DOTA_WearableType_Headwraps"	"Headwraps"
"DOTA_WearableType_Honored_Apron"	"Bata Honrada"
"[english]DOTA_WearableType_Honored_Apron"	"Honored Apron"
"DOTA_WearableType_Honored_Belt"	"Cinto Honrado"
"[english]DOTA_WearableType_Honored_Belt"	"Honored Belt"
"DOTA_WearableType_Honored_Black_Powder_Menace"	"Bataria Honrada"
"[english]DOTA_WearableType_Honored_Black_Powder_Menace"	"Honored Black Powder Menace"
"DOTA_WearableType_Honored_Blade"	"Lâmina Honrada"
"[english]DOTA_WearableType_Honored_Blade"	"Honored Blade"
"DOTA_WearableType_Honored_Boots"	"Botas Honradas"
"[english]DOTA_WearableType_Honored_Boots"	"Honored Boots"
"DOTA_WearableType_Honored_Bracers"	"Braçadeiras Honradas"
"[english]DOTA_WearableType_Honored_Bracers"	"Honored Bracers"
"DOTA_WearableType_Honored_Brooch"	"Penteado Honrado"
"[english]DOTA_WearableType_Honored_Brooch"	"Honored Brooch"
"DOTA_WearableType_Honored_Cape"	"Capa Honrada"
"[english]DOTA_WearableType_Honored_Cape"	"Honored Cape"
"DOTA_WearableType_Honored_Charm"	"Amuleto Honrado"
"[english]DOTA_WearableType_Honored_Charm"	"Honored Charm"
"DOTA_WearableType_Honored_Flail"	"Mangual Honrado"
"[english]DOTA_WearableType_Honored_Flail"	"Honored Flail"
"DOTA_WearableType_Honored_Flask"	"Frasco Honrado"
"[english]DOTA_WearableType_Honored_Flask"	"Honored Flask"
"DOTA_WearableType_Honored_Garb"	"Vestes Honradas"
"[english]DOTA_WearableType_Honored_Garb"	"Honored Garb"
"DOTA_WearableType_Honored_Gloves"	"Luvas Honradas"
"[english]DOTA_WearableType_Honored_Gloves"	"Honored Gloves"
"DOTA_WearableType_Honored_Goggles"	"Lentes Honradas"
"[english]DOTA_WearableType_Honored_Goggles"	"Honored Goggles"
"DOTA_WearableType_Honored_Hairdo"	"Penteado Honrado"
"[english]DOTA_WearableType_Honored_Hairdo"	"Honored Hairdo"
"DOTA_WearableType_Honored_Hatchet"	"Lâmina Honrada"
"[english]DOTA_WearableType_Honored_Hatchet"	"Honored Hatchet"
"DOTA_WearableType_Honored_Hatchet__Offhand"	"Lâmina Honrada Secundária"
"[english]DOTA_WearableType_Honored_Hatchet__Offhand"	"Honored Hatchet - Offhand"
"DOTA_WearableType_Honored_Helm"	"Elmo Honrado"
"[english]DOTA_WearableType_Honored_Helm"	"Honored Helm"
"DOTA_WearableType_Honored_Hood"	"Capuz Honrado"
"[english]DOTA_WearableType_Honored_Hood"	"Honored Hood"
"DOTA_WearableType_Honored_Horns"	"Chifres Honrados"
"[english]DOTA_WearableType_Honored_Horns"	"Honored Horns"
"DOTA_WearableType_Honored_Pauldrons"	"Brafoneira Honrada"
"[english]DOTA_WearableType_Honored_Pauldrons"	"Honored Pauldrons"
"DOTA_WearableType_Honored_Sash"	"Faixa Honrada"
"[english]DOTA_WearableType_Honored_Sash"	"Honored Sash"
"DOTA_WearableType_Honored_Scythe"	"Foice Honrada"
"[english]DOTA_WearableType_Honored_Scythe"	"Honored Scythe"
"DOTA_WearableType_Honored_Shawl"	"Xaile Honrado"
"[english]DOTA_WearableType_Honored_Shawl"	"Honored Shawl"
"DOTA_WearableType_Honored_Shoulder"	"Manto Honrado"
"[english]DOTA_WearableType_Honored_Shoulder"	"Honored Shoulder"
"DOTA_WearableType_Honored_Shoulderpads"	"Ombreiras Honradas"
"[english]DOTA_WearableType_Honored_Shoulderpads"	"Honored Shoulderpads"
"DOTA_WearableType_Honored_Shoulders"	"Ombreiras Honradas"
"[english]DOTA_WearableType_Honored_Shoulders"	"Honored Shoulders"
"DOTA_WearableType_Honored_Staff"	"Cetro Honrado"
"[english]DOTA_WearableType_Honored_Staff"	"Honored Staff"
"DOTA_WearableType_Honored_Swords"	"Espadas Honradas"
"[english]DOTA_WearableType_Honored_Swords"	"Honored Swords"
"DOTA_WearableType_Honored_Tabard"	"Tabardo Honrado"
"[english]DOTA_WearableType_Honored_Tabard"	"Honored Tabard"
"DOTA_WearableType_Honored_Tail"	"Cauda Honrada"
"[english]DOTA_WearableType_Honored_Tail"	"Honored Tail"
"DOTA_WearableType_Honored_Wrap"	"Venda Honrada"
"[english]DOTA_WearableType_Honored_Wrap"	"Honored Wrap"
"DOTA_WearableType_Honored_Wraps"	"Braçadeiras Honradas"
"[english]DOTA_WearableType_Honored_Wraps"	"Honored Wraps"
"DOTA_WearableType_Inscribed_Gem"	"Joia Gravada"
"[english]DOTA_WearableType_Inscribed_Gem"	"Inscribed Gem"
"DOTA_WearableType_Kinetic_Gem"	"Joia Cinética"
"[english]DOTA_WearableType_Kinetic_Gem"	"Kinetic Gem"
"DOTA_WearableType_Lizard"	"Réptil"
"[english]DOTA_WearableType_Lizard"	"Lizard"
"DOTA_WearableType_Loading_Screen"	"Ecrã de 'Loading'"
"[english]DOTA_WearableType_Loading_Screen"	"Loading Screen"
"DOTA_WearableType_Magic_Hating_Pro_Gear_Bundle"	"Conjunto dos Pros Anti-Magia"
"[english]DOTA_WearableType_Magic_Hating_Pro_Gear_Bundle"	"Magic Hating Pro Gear Bundle"
"DOTA_WearableType_Prismatic_Gem"	"Joia Prismática"
"[english]DOTA_WearableType_Prismatic_Gem"	"Prismatic Gem"
"DOTA_WearableType_Pumpkineant"	"Treant-Abóbora"
"[english]DOTA_WearableType_Pumpkineant"	"Pumpkineant"
"DOTA_WearableType_Quest_Scroll"	"Pergaminho de Demanda"
"[english]DOTA_WearableType_Quest_Scroll"	"Quest Scroll"
"DOTA_WearableType_Recipe"	"Pergaminho de Receita"
"[english]DOTA_WearableType_Recipe"	"Recipe Scroll"
"DOTA_WearableType_Recipe_Polymorph_Common_Items"	"Pergaminho de Receita"
"[english]DOTA_WearableType_Recipe_Polymorph_Common_Items"	"Recipe Scroll"
"DOTA_WearableType_Shoulders_and_Mask"	"Ombreiras e Máscara"
"[english]DOTA_WearableType_Shoulders_and_Mask"	"Shoulders and Mask"
"DOTA_WearableType_Skull_Bashing_Pro_Gear_Bundle"	"Conjunto dos Pros Parte-Cabeças"
"[english]DOTA_WearableType_Skull_Bashing_Pro_Gear_Bundle"	"Skull Bashing Pro Gear Bundle"
"DOTA_WearableType_SocketGem"	"Joia"
"[english]DOTA_WearableType_SocketGem"	"Gem"
"DOTA_WearableType_Spectator_Gem"	"Joia de Espectador"
"[english]DOTA_WearableType_Spectator_Gem"	"Spectator Gem"
"DOTA_WearableType_Spines"	"Espinhos"
"[english]DOTA_WearableType_Spines"	"Spines"
"DOTA_WearableType_Spirit"	"Espírito"
"[english]DOTA_WearableType_Spirit"	"Spirit"
"DOTA_WearableType_Warhammer"	"Martelo de Guerra"
"[english]DOTA_WearableType_Warhammer"	"Warhammer"
"DOTA_Item_Desc_Belt_of_the_Death_Charge"	"Existem rumores antigos de que o cinto misterioso do Spirit Breaker existe mesmo e que só na vitória é que a sua glória é verdadeiramente revelada.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Belt_of_the_Death_Charge"	"The mysterious belt of the Spirit Breaker has long been rumored to exist, though only in victory is its glory revealed.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Bracers_of_the_Death_Charge"	"Com estas braçadeiras, Spirit Breaker está pronto para qualquer alvoroço.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Bracers_of_the_Death_Charge"	"With these bracers, the Spirit Breaker is prepared for any brouhaha.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Death_Charge_Set"	"Estes itens vão partir tudo.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Death_Charge_Set"	"It's a break through.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Flail_of_the_Death_Charge"	"O teu mangual de ferro vai parti-los todos.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Flail_of_the_Death_Charge"	"Your iron flail shall break them.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Formed_Alloy_Apron"	"Se vais pedir a um dragão para te ajudar a misturar metais, é melhor que sejas à prova de fogo!<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Formed_Alloy_Apron"	"If you're going bring in a dragon to help you mix alloys you'd best become fireproof!<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Formed_Alloy_Blades"	"De valor incalculável e quase indestrutível, pode demorar até catorze meses de mistura de metais para criar apenas meio quilo de vidro penumbroso.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Formed_Alloy_Blades"	"Invaluable and nigh indestructible, it can take up to fourteen months to mix materials to concoct just one pound of shadeglass.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Formed_Alloy_Flask"	"Ter uma amostra de baba de dragão à mão nunca é uma má ideia, desde que tenhas a mistura perfeita de metais onde guardá-la!<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Formed_Alloy_Flask"	"Keeping a splash of dragon drool on hand is never a bad idea, assuming you can find the right mix of alloys to store it!<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Formed_Alloy_Goggles"	"Umas lunetas de vidro penumbroso são um acessório perfeito em qualquer laboratório.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Formed_Alloy_Goggles"	"A shadeglass eyepiece is a perfect addition to any laboratory.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Formed_Alloy_Pauldrons"	"Estas chapas metálicas são todas elas de níquel-tânio. Os dentes de dragão nos ombros são só para dar estilo.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Formed_Alloy_Pauldrons"	"Plates of steel with a trim is made of nickel-titanium. Ultimately, the dragon's teeth on the shoulders are just for looks.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Formed_Alloy_Set"	"Quem não gosta do velho dois em um?<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Formed_Alloy_Set"	"Give âem the old one-two!<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Formed_Alloy_Wristplates"	"Nunca subestimes o quanto podem ser úteis as glândulas de fogo de um dragão zangado quando tentas inventar novos metais!<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Formed_Alloy_Wristplates"	"Never underestimate the usefulness of an angry dragon's flamegland when designing new metals!<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Glacier_Duster_Set"	"Provoca um calafrio nos teus inimigos!<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Glacier_Duster_Set"	"Strike a chill in your enemies!<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Horns_of_the_Death_Charge"	"Com estes quatro chifres mortíferos, Spirit Breaker assume uma forma que lhe serve bem. São um símbolo exterior da sua força interior.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Horns_of_the_Death_Charge"	"With these four deadly horns, the Spirit Breaker has assembled a form that suits him well. They are an outward emblem of his inner strength.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Shoulders_of_the_Death_Charge"	"Foi preciso o aço de dois escudos, derretido e novamente fundido, para fazer umas ombreiras que cobrissem os amplos ombros do Spirit Breaker.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Shoulders_of_the_Death_Charge"	"It took the steel of two shields, melted down and recast, to cover the broad shoulders of Spirit Breaker.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Desc_Tail_of_the_Death_Charge"	"Todas as caudas são parecidas, mas esta não. Uma cauda bifurcada sem igual.<br><br>Estes itens foram criados em colaboração com jogadores profissionais populares, que recebem uma parte dos lucros com cada venda."
"[english]DOTA_Item_Desc_Tail_of_the_Death_Charge"	"One tail is much like another, unless it's this tail.  A bifurcated appendage like no other.<br><br>These Player Items are created in partnership with your favorite player, who receives a portion of every purchase."
"DOTA_Item_Glacier_Duster_Set"	"Conjunto - Estilo Glacial"
"[english]DOTA_Item_Glacier_Duster_Set"	"Glacier Duster Set"
"DOTA_Set_Garb_of_the_Cruel_Magician"	"Trajes do Mágico Cruel"
"[english]DOTA_Set_Garb_of_the_Cruel_Magician"	"Garb of the Cruel Magician"
"DOTA_WearableType_Stronger_than_Steel_Bundle"	"Conjunto dos Pros Metálico"
"[english]DOTA_WearableType_Stronger_than_Steel_Bundle"	"Stronger than Steel Bundle"
"DOTA_Item_Desc_Recipe_Master_Artificers_Hammer"	"Esta receita irá combinar um número de itens e produzir um Martelo do Mestre-Artífice. Este martelo melhorado pode ser usado para extrair joias de um item, sem ter de destruí-lo."
"[english]DOTA_Item_Desc_Recipe_Master_Artificers_Hammer"	"This recipe will combine a number of items and produce an upgraded Master Artificer's Hammer. The upgraded hammer can be used to extract gems from items without destroying the gemmed item."
"DOTA_Item_Desc_Recipe_Craft_Exceptional_Item"	"Esta receita requer que tu obtenhas vários itens específicos para que possas fabricar um item novo excecional."
"[english]DOTA_Item_Desc_Recipe_Craft_Exceptional_Item"	"This recipe requires you to collect several specific items to craft an exceptional new item."
"DOTA_Item_Recipe_Craft_Exceptional_Item"	"Receita: Fabricar Item Excecional"
"[english]DOTA_Item_Recipe_Craft_Exceptional_Item"	"Recipe: Craft Exceptional Item"
"DOTA_WearableType_Recipe_Scroll"	"Pergaminho de Receita"
"[english]DOTA_WearableType_Recipe_Scroll"	"Recipe Scroll"
"DOTA_Item_Aerocool_Dota_2_Gaming_Challenge_Brazil"	"Aerocool Dota 2 Gaming Challenge Brazil"
"[english]DOTA_Item_Aerocool_Dota_2_Gaming_Challenge_Brazil"	"Aerocool Dota 2 Gaming Challenge Brazil"
"DOTA_Item_Aerocool_Dota_2_Gaming_Challenge_Brazil__ADMIN"	"Aerocool Dota 2 Gaming Challenge Brazil - ADMIN"
"[english]DOTA_Item_Aerocool_Dota_2_Gaming_Challenge_Brazil__ADMIN"	"Aerocool Dota 2 Gaming Challenge Brazil - ADMIN"
"DOTA_Item_Arms_of_the_Gwimyeon_Warrior_Set"	"Conjunto - O Guerreiro Gwimyeon"
"[english]DOTA_Item_Arms_of_the_Gwimyeon_Warrior_Set"	"Arms of the Gwimyeon Warrior Set"
"DOTA_Item_Dazzles_Shoulders"	"Ombros do Dazzle"
"[english]DOTA_Item_Dazzles_Shoulders"	"Dazzle's Shoulders"
"DOTA_Item_Desc_Aerocool_Dota_2_Gaming_Challenge_Brazil"	"As 8 melhores equipas brasileiras competem por 1000 reais (cerca de 326 euros) e artigos da Aerocool!"
"[english]DOTA_Item_Desc_Aerocool_Dota_2_Gaming_Challenge_Brazil"	"The top 8 Brazilian teams compete for a R$1,000 prize pool and gaming equipment from Aerocool!"
"DOTA_Item_Desc_Aerocool_Dota_2_Gaming_Challenge_Brazil__ADMIN"	"As 8 melhores equipas brasileiras competem por 1000 reais (cerca de 326 euros) e artigos da Aerocool!"
"[english]DOTA_Item_Desc_Aerocool_Dota_2_Gaming_Challenge_Brazil__ADMIN"	"The top 8 Brazilian teams compete for a R$1,000 prize pool and gaming equipment from Aerocool!"
"DOTA_Item_Desc_Artificers_Hammer"	"Um martelo poderoso, usado para extrair joias que foram embutidas em itens. Este martelo não pode ser usado em estafetas inusuais."
"[english]DOTA_Item_Desc_Artificers_Hammer"	"A powerful enchanted hammer used to extract gems that have been socketed into items. This hammer cannot be used on unusual couriers."
"DOTA_Item_Desc_Copy_of_Bonus_Gift"	"Um presente por seres espetacular! Abre-o para receberes um prémio."
"[english]DOTA_Item_Desc_Copy_of_Bonus_Gift"	"A gift for being awesome! Open it up to receive a prize."
"DOTA_Item_Desc_Copy_of_SDL_1"	"A SDL conta com 48 equipas amadoras a competirem por um prémio total de 500 reais (cerca de 160 euros) e itens Imortais!"
"[english]DOTA_Item_Desc_Copy_of_SDL_1"	"The SDL features 48 amateur teams competing for a total prize pool of R$500 and Immortal items!"
"DOTA_Item_Desc_Copy_of_The_Orena"	"32 das melhores equipas da África do Sul competem por um prémio total de R8500 e hardware da SteelSeries!"
"[english]DOTA_Item_Desc_Copy_of_The_Orena"	"32 of South Africa's top Dota 2 teams compete for a total prize pool of R8500 and gaming hardware from SteeelSeries!"
"DOTA_Item_Desc_Copy_of_Yard_Orange_Festival"	"16 equipas irão competir pelo grande prémio de $1000 (€740)! 12 equipas serão convidadas e 4 entrarão através de eliminatórias."
"[english]DOTA_Item_Desc_Copy_of_Yard_Orange_Festival"	"16 teams will compete for a grand prize of $1,000! 12 teams will be invited and 4 will earn their spot through qualifying."
"DOTA_Item_Desc_Hollow_Jack"	"Se estás com uma grande dor no lombo,
passa o saco ao Hollow Jack antes que dês um tombo!"
"[english]DOTA_Item_Desc_Hollow_Jack"	"Tired of hauling a Diretide sack?
	Just hand it off to Hollow Jack!"
"DOTA_Item_Desc_Platinum_Baby_Roshan"	"Um troféu único e reluzente oferecido aos heróis mais mortíferos que enfrentaram o Roshan na última fase."
"[english]DOTA_Item_Desc_Platinum_Baby_Roshan"	"A unique and glistening trophy awarded to the deadliest heroes to face Sugar Rush Roshan."
"DOTA_Item_Desc_Recipe_Unusual_Artificers_Hammer"	"Esta receita irá combinar um número de itens e produzir um Martelo do Artífice Inusual."
"[english]DOTA_Item_Desc_Recipe_Unusual_Artificers_Hammer"	"This recipe will combine a number of items and produce an Unusual Artificer's Hammer."
"DOTA_Item_Desc_SDL_1"	"A SDL conta com 48 equipas amadoras a competirem por um prémio total de 500 reais (cerca de 160 euros) e itens Imortais!"
"[english]DOTA_Item_Desc_SDL_1"	"The SDL features 48 amateur teams competing for a total prize pool of R$500 and Immortal items!"
"DOTA_Item_Desc_Sina_Cup_Supernova_Dota_2_Open_Season_2"	"Sina Cup Supernova Dota 2 Open está de volta para outra temporada! Para além das 8 equipas convidadas, 4 equipas jogarão em eliminatórias e competirão pelo prémio total de 65.000RMB."
"[english]DOTA_Item_Desc_Sina_Cup_Supernova_Dota_2_Open_Season_2"	"Sina Cup Supernova Dota 2 Open is back for another season! In addition to the 8 invited teams, 4 teams will advance through qualifiers to compete for a total prize pool of 65,000RMB."
"DOTA_Item_Desc_South_American_Elite_League"	"Os jogadores mais talentosos da América do Sul irão competir por $1000 (€740) no formato de liga clássico durante 6 semanas."
"[english]DOTA_Item_Desc_South_American_Elite_League"	"The most talented players in South America compete for $1,000 in the classic in-house league format for six weeks."
"DOTA_Item_Desc_The_Northern_Wind_Set"	"Inclui todos os itens do conjunto 'Os Ventos do Norte' para a Windranger:"
"[english]DOTA_Item_Desc_The_Northern_Wind_Set"	"This bundle contains all of the items in the 'Northern Wind' set for Windranger: "
"DOTA_Item_Desc_The_Orena"	"32 das melhores equipas da África do Sul competem por um prémio total de R8500 e hardware da SteelSeries!"
"[english]DOTA_Item_Desc_The_Orena"	"32 of South Africa's top Dota 2 teams compete for a total prize pool of R8500 and gaming hardware from SteeelSeries!"
"DOTA_Item_Desc_Unusual_Artificers_Hammer"	"Um martelo poderoso, usado para extrair joias que foram embutidas em estafetas inusuais. Este martelo irá destruir o estafeta em que for usado."
"[english]DOTA_Item_Desc_Unusual_Artificers_Hammer"	"A powerful enchanted hammer used to extract gems that have been socketed into unusual couriers. This item will destroy the courier it is used on."
"DOTA_Item_Desc_Windrangers_Sylvan_Bundle"	"Este pack contém todos os itens para a Windranger lançados em outubro de 2012."
"[english]DOTA_Item_Desc_Windrangers_Sylvan_Bundle"	"This bundle contains all of the items for Windranger released in October 2012."
"DOTA_Item_Desc_Yard_Orange_Festival"	"16 equipas irão competir pelo grande prémio de $1000 (€740)! 12 equipas serão convidadas e 4 entrarão através de eliminatórias."
