"lang"
{
"Language"	"czech"
"[english]StoreBanner_Header_Spectre_PossessedBlade"	"The Possessed Blade"
"StoreBanner_Text_Spectre_PossessedBlade"	"Zbraň pro Spectre můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_Spectre_PossessedBlade"	"Spectre Weapon exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_WD_TribalMegadonMask"	"Tribal Megadon Mask"
"[english]StoreBanner_Header_WD_TribalMegadonMask"	"Tribal Megadon Mask"
"StoreBanner_Text_WD_TribalMegadonMask"	"Masku pro Witchdoctora můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_WD_TribalMegadonMask"	"Witchdoctor Mask exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_Sven_RadiantClaive"	"Radiant Claive"
"[english]StoreBanner_Header_Sven_RadiantClaive"	"Radiant Claive"
"StoreBanner_Text_Sven_RadiantClaive"	"Meč pro Svena můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_Sven_RadiantClaive"	"Sven Sword exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_Clinkz_Heat"	"Heat"
"[english]StoreBanner_Header_Clinkz_Heat"	"Heat"
"StoreBanner_Text_Clinkz_Heat"	"Luk pro Clinkze můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_Clinkz_Heat"	"Clinkz Bow exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_Tide_BitofBoat"	"A Bit of Boat"
"[english]StoreBanner_Header_Tide_BitofBoat"	"A Bit of Boat"
"StoreBanner_Text_Tide_BitofBoat"	"Palici pro Tidehuntera můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_Tide_BitofBoat"	"Tidehunter Club exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_Rubick_CrystallineInitio"	"Crystalline Initio"
"[english]StoreBanner_Header_Rubick_CrystallineInitio"	"Crystalline Initio"
"StoreBanner_Text_Rubick_CrystallineInitio"	"Hůl pro Rubicka můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_Rubick_CrystallineInitio"	"Rubick Staff exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_Axe_Corruptor"	"Corruptor"
"[english]StoreBanner_Header_Axe_Corruptor"	"Corruptor"
"StoreBanner_Text_Axe_Corruptor"	"Sekyru pro Axeho můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_Axe_Corruptor"	"Axe Axe exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_Spectre_SpectralLight"	"Spectral Light"
"[english]StoreBanner_Header_Spectre_SpectralLight"	"Spectral Light"
"StoreBanner_Text_Spectre_SpectralLight"	"Hlavu pro Spectre můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_Spectre_SpectralLight"	"Spectre Head exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_KotL_OneHorn"	"One Horn"
"[english]StoreBanner_Header_KotL_OneHorn"	"The One Horn"
"StoreBanner_Text_KotL_OneHorn"	"Brnění pro Keepera of the Light můžete najít pouze v truhle Treasure of Champions 2013"
"[english]StoreBanner_Text_KotL_OneHorn"	"Keeper of the Light Armor exclusively in the Treasure of Champions 2013 Chest"
"StoreBanner_Header_CM_HeartoftheNorthSet"	"Set Heart of the North"
"[english]StoreBanner_Header_CM_HeartoftheNorthSet"	"Heart of the North Set"
"StoreBanner_Text_CM_HeartoftheNorthSet"	"Zima se blíží."
"[english]StoreBanner_Text_CM_HeartoftheNorthSet"	"The ice age cometh."
"StoreBanner_Header_CK_EmbersofEndlessHavocSet"	"Set Embers of Endless Havoc"
"[english]StoreBanner_Header_CK_EmbersofEndlessHavocSet"	"Embers of Endless Havoc Set"
"StoreBanner_Text_CK_EmbersofEndlessHavocSet"	"Rozprašte jejich naděje a spalte jejich domovy!"
"[english]StoreBanner_Text_CK_EmbersofEndlessHavocSet"	"See them scatter and burn!"
"StoreBanner_Header_QoP_BondsofVincereSet"	"Set Na'Vi's Bonds of Vincere"
"[english]StoreBanner_Header_QoP_BondsofVincereSet"	"Na'Vi's Bonds of Vincere Set"
"StoreBanner_Text_QoP_BondsofVincereSet"	"Bolest je nejlepším učitelem."
"[english]StoreBanner_Text_QoP_BondsofVincereSet"	"Pain is the best teacher."
"StoreBanner_Header_LD_AtniwsFurySet"	"Set Atniw's Fury"
"[english]StoreBanner_Header_LD_AtniwsFurySet"	"The Atniw's Fury Set"
"StoreBanner_Text_LD_AtniwsFurySet"	"Klan medvědů útočí!"
"[english]StoreBanner_Text_LD_AtniwsFurySet"	"The bear clan rises!"
"StoreBanner_Header_Nyx_AlphaPredatorSet"	"Set Alpha Predator"
"[english]StoreBanner_Header_Nyx_AlphaPredatorSet"	"Alpha Predator Set"
"StoreBanner_Text_Nyx_AlphaPredatorSet"	"Nyx, nyx, nyx, nyx."
"[english]StoreBanner_Text_Nyx_AlphaPredatorSet"	"Nyx, nyx, nyx, nyx."
"StoreBanner_Header_TA_WhisperingDeadSet"	"Set Whispering Dead"
"[english]StoreBanner_Header_TA_WhisperingDeadSet"	"Whispering Dead Set"
"StoreBanner_Text_TA_WhisperingDeadSet"	"Odhalte tajemství smrti!"
"[english]StoreBanner_Text_TA_WhisperingDeadSet"	"Uncover death’s mysteries!"
"StoreBanner_Header_TA_DreadedBravoSet"	"Set Dreaded Bravo"
"[english]StoreBanner_Header_TA_DreadedBravoSet"	"Dreaded Bravo Set"
"StoreBanner_Text_TA_DreadedBravoSet"	"Pouštní vítr odkrývá mnohá tajemství."
"[english]StoreBanner_Text_TA_DreadedBravoSet"	"The desert winds reveal a hidden mystery."
"StoreBanner_Header_Kunkka_CladdishVoyagerSet"	"Set Instruments of the Claddish Voyager"
"[english]StoreBanner_Header_Kunkka_CladdishVoyagerSet"	"Instruments of the Claddish Voyager Set"
"StoreBanner_Text_Kunkka_CladdishVoyagerSet"	"Napněte plachty!"
"[english]StoreBanner_Text_Kunkka_CladdishVoyagerSet"	"Set sail for conquest!"
"StoreBanner_Header_Kunkka_SteadfastVoyagerSet"	"Set Steadfast Voyager"
"[english]StoreBanner_Header_Kunkka_SteadfastVoyagerSet"	"The Steadfast Voyager Set"
"StoreBanner_Text_Kunkka_SteadfastVoyagerSet"	"Obohaťte svůj čas strávený čtením poezie, pitím slané vody a halucinacemi. Tento set obsahuje několik stylů meče!"
"[english]StoreBanner_Text_Kunkka_SteadfastVoyagerSet"	"Reading poetry, drinking salt water and sometimes hallucinating. This set includes multiple sword styles!"
"StoreBanner_Header_Drow_BorealWatchSet"	"Set Boreal Watch"
"[english]StoreBanner_Header_Drow_BorealWatchSet"	"The Boreal Watch Set"
"StoreBanner_Text_Drow_BorealWatchSet"	"Šíp hledá svůj cíl."
"[english]StoreBanner_Text_Drow_BorealWatchSet"	"An arrow seeks its target."
"StoreBanner_Header_OD_DragonForgedSet"	"Set Dragon Forged"
"[english]StoreBanner_Header_OD_DragonForgedSet"	"Dragon Forged Set"
"StoreBanner_Text_OD_DragonForgedSet"	"Vybavení ukované ve výhni nejtemnější propasti."
"[english]StoreBanner_Text_OD_DragonForgedSet"	"Out of blackest abyss, a new order is forged."
"StoreBanner_Header_Riki_TahlinOccultSet"	"Set Tahlin Occult"
"[english]StoreBanner_Header_Riki_TahlinOccultSet"	"The Tahlin Occult Set"
"StoreBanner_Text_Riki_TahlinOccultSet"	"To, co nevidíš, tě zabije."
"[english]StoreBanner_Text_Riki_TahlinOccultSet"	"What you don’t see will kill you."
"StoreBanner_Header_Spectre_EternalLightSet"	"Set Eternal Light"
"[english]StoreBanner_Header_Spectre_EternalLightSet"	"Eternal Light Set"
"StoreBanner_Text_Spectre_EternalLightSet"	"Krásu tohoto setu nelze popsat slovy."
"[english]StoreBanner_Text_Spectre_EternalLightSet"	"There are no words to describe it."
"StoreBanner_Header_WR_NorthernWindSet"	"Set Northern Wind"
"[english]StoreBanner_Header_WR_NorthernWindSet"	"The Northern Wind Set"
"StoreBanner_Text_WR_NorthernWindSet"	"Namiřte své šípy směrem k pravému severu."
"[english]StoreBanner_Text_WR_NorthernWindSet"	"Aim your arrows toward true North."
"StoreBanner_Header_Lina_ScorchingPrincessSet"	"Set Scorching Princess"
"[english]StoreBanner_Header_Lina_ScorchingPrincessSet"	"The Scorching Princess Set"
"StoreBanner_Text_Lina_ScorchingPrincessSet"	"Přichází královna ohně!"
"[english]StoreBanner_Text_Lina_ScorchingPrincessSet"	"Royalty of the flame!"
"StoreBanner_Header_Mirana_StarlightSet"	"Set Starlight"
"[english]StoreBanner_Header_Mirana_StarlightSet"	"Starlight Set"
"StoreBanner_Text_Mirana_StarlightSet"	"Večerní hvězda se snesla na zemi."
"[english]StoreBanner_Text_Mirana_StarlightSet"	"The evening star has come to earth."
"StoreBanner_Header_KotL_FirstLightSet"	"Set First Light"
"[english]StoreBanner_Header_KotL_FirstLightSet"	"The First Light Set"
"StoreBanner_Text_KotL_FirstLightSet"	"Prvotní světlo ozářilo nejen jeho strážce, ale i jeho věrnou mulu. Tento set obsahuje několik stylů klobouku!"
"[english]StoreBanner_Text_KotL_FirstLightSet"	"First Light casts the shadow of a mule. This set includes multiple hat styles!"
"StoreBanner_Header_Siren_SlithereenKnightSet"	"Slithereen Knight"
"[english]StoreBanner_Header_Siren_SlithereenKnightSet"	"The Slithereen Knight"
"StoreBanner_Text_Siren_SlithereenKnightSet"	"Slithereen neprohrává."
"[english]StoreBanner_Text_Siren_SlithereenKnightSet"	"No Slithereen may fail."
"StoreBanner_Header_Courier_Deathripper"	"Deathripper"
"[english]StoreBanner_Header_Courier_Deathripper"	"Deathripper"
"StoreBanner_Text_Courier_Deathripper"	"Děsivá kombinace černé magie a nepovedených pokusů. Deathripper je první pokus firmy Privateer Press uspět na trhu s kurýry."
"[english]StoreBanner_Text_Courier_Deathripper"	"A terrifying combination of dark magic and science-gone-wrong. The Deathripper is Privateer Press' first foray into the delivery business."
"StoreBanner_Header_Courier_Blotto"	"Blotto and Stick"
"[english]StoreBanner_Header_Courier_Blotto"	"Blotto and Stick"
"StoreBanner_Text_Courier_Blotto"	"Bývalý karbaník a podvodník, který se na své cestě za nápravou rozhodl vydělat si pár drobných roznášením předmětů. Ještě štěstí, že si s sebou vzal svůj klacek!"
"[english]StoreBanner_Text_Courier_Blotto"	"A former gambler and shyster now on the slow path to reform, he's taken up courier duties to con a bit of extra coin and brought his trusty Stick along for the ride!"
"StoreBanner_Header_Courier_Alphid"	"Alphid of Lecaciida"
"[english]StoreBanner_Header_Courier_Alphid"	"Alphid of Lecaciida"
"StoreBanner_Text_Courier_Alphid"	"Při hledání svého osudu mimo kolonii si Alphid usmyslel, že jeho výjimečná rychlost a odvaha najdou využití na bojišti."
"[english]StoreBanner_Text_Courier_Alphid"	"In search of his own destiny away from the colony, Alphid is convinced that his exceptional speed and dedication can be put to good use on the battlefield."
"StoreBanner_Header_Courier_Tinkbot"	"Tinkbot"
"[english]StoreBanner_Header_Courier_Tinkbot"	"Tinkbot"
"StoreBanner_Text_Courier_Tinkbot"	"Tinker, neuspokojený konvenčními metodami doručování předmětů, se pustil do práce na něčem, co mu přišlo mnohem spolehlivější."
"[english]StoreBanner_Text_Courier_Tinkbot"	"Fed up with conventional delivery methods, Tinker set to work on something he felt was a bit more reliable."
"StoreBanner_Header_Premier_League_5"	"Sleduj finále tento týden!"
"[english]StoreBanner_Header_Premier_League_5"	"Watch the Finals this week!"
"StoreBanner_Text_Premier_League_5"	"Obsahuje proměnlivý set Wicked Succubus a vzhled ukazatelů na obrazovce – Stone Ruin"
"[english]StoreBanner_Text_Premier_League_5"	"Includes the Wicked Succubus evolving set and Stone Ruin HUD"
"Attrib_InternationalEvent"	"Odměna za %s1 "
"[english]Attrib_InternationalEvent"	"Granted for %s1 "
"InternationalEvent_Station0"	"sleduje hru šampionátu The International"
"[english]InternationalEvent_Station0"	"watching a game at The International"
"InternationalEvent_Station1"	"prohlíží si zboží v Tajném obchodě na šampionátu The International"
"[english]InternationalEvent_Station1"	"visiting the Secret Shop at The International"
"InternationalEvent_Station2"	"prohlíží si výtvory ve Workshopu na šampionátu The International"
"[english]InternationalEvent_Station2"	"visiting the Workshop Station at The International"
"InternationalEvent_Station3"	"povídá si s dabéry na šampionátu The International"
"[english]InternationalEvent_Station3"	"visiting the Voice Actors Station at The International"
"TE_EARLY_ROSHAN"	"Brzké zabité Roshana"
"[english]TE_EARLY_ROSHAN"	"Early Roshan"
"TE_DESC_EarlyRoshan"	"%s1 z týmu %s2 zabil Roshana krátce po začátku zápasu proti týmu %s3 dne %s4."
"[english]TE_DESC_EarlyRoshan"	"%s1 of %s2 got an early Roshan against %s3 on %s4."
"dota_stat_dropdown_fantasy_tooltip"	"Člen týmu"
"[english]dota_stat_dropdown_fantasy_tooltip"	"Member Of"
"Attrib_Autograph"	"%s1"
"[english]Attrib_Autograph"	"%s1"
"Attrib_AutographTool"	"Tento podpis od hráče %s1 můžeš připojit k předmětům ze svého inventáře"
"[english]Attrib_AutographTool"	"This autograph by %s1 can be applied to items in your inventory"
"DOTA_Announcer_Preview_Kleiner_01"	"Božíčku! Nepřátelé útočí na váš Ancient"
"[english]DOTA_Announcer_Preview_Kleiner_01"	"Good grief! Your Ancient is under attack"
"DOTA_Announcer_Preview_Kleiner_02"	"Budovy týmu Dire byly rafinovaně opevněny"
"[english]DOTA_Announcer_Preview_Kleiner_02"	"Dire's structures are cunningly fortified"
"DOTA_Announcer_Preview_Kleiner_03"	"A safra! Tvoje vrchní kasárny byly zničeny"
"[english]DOTA_Announcer_Preview_Kleiner_03"	"Well drat! Your top barracks has fallen"
"DOTA_Announcer_Preview_Kleiner_04"	"Nyní můžu s jistotou potvrdit, že Roshan je poslední obětí..."
"[english]DOTA_Announcer_Preview_Kleiner_04"	"We now have confirmation that Roshan is the latest victim..."
"DOTA_Announcer_Preview_Kleiner_05"	"Vrchní věž týmu Dire zachrání snad už jenom zázrak"
"[english]DOTA_Announcer_Preview_Kleiner_05"	"Dire's top tower is being attacked like nobody's business"
"DOTA_Announcer_Preview_Kleiner_06"	"Ctěný tým Radiant zvítězil"
"[english]DOTA_Announcer_Preview_Kleiner_06"	"Victory of the most Radiant sort"
"DOTA_Announcer_Preview_Juggernaut_01"	"Tvůj bezbranný Ancient dostává pořádnou nakládačku"
"[english]DOTA_Announcer_Preview_Juggernaut_01"	"Your defenseless Ancient is being victimized"
"DOTA_Announcer_Preview_Juggernaut_02"	"Nevinný kurýr týmu Dire byl brutálně zavražděn. Čin nehodný hrdinů..."
"[english]DOTA_Announcer_Preview_Juggernaut_02"	"Dire's innocent courier has been butchered. Some animals..."
"DOTA_Announcer_Preview_Juggernaut_03"	"Budovy týmu Dire jsou opevněny, tak jako já"
"[english]DOTA_Announcer_Preview_Juggernaut_03"	"Dire's structures are fortified, just like me"
"DOTA_Announcer_Preview_Juggernaut_04"	"Odpočívejte v pokoji, vrchní kasárny, budeme na vás vzpomínat"
"[english]DOTA_Announcer_Preview_Juggernaut_04"	"Rest in pieces top barracks, you will be remembered"
"DOTA_Announcer_Preview_Juggernaut_05"	"Spodní věž týmu Dire zažívá krušné chvíle. Utíkej, věžičko, utíkej"
"[english]DOTA_Announcer_Preview_Juggernaut_05"	"Dire's bottom tower is under attack. Run little bottom tower, run"
"DOTA_Announcer_Preview_Juggernaut_06"	"Tým Dire zaslouženě zvítězil"
"[english]DOTA_Announcer_Preview_Juggernaut_06"	"Dire victory, and well deserved"
"DOTA_Announcer_Preview_Juggernaut_Killing_Spree_01"	"První krev! Už bylo načase"
"[english]DOTA_Announcer_Preview_Juggernaut_Killing_Spree_01"	"First Blood! About time"
"DOTA_Announcer_Preview_Juggernaut_Killing_Spree_02"	"Double Kill"
"[english]DOTA_Announcer_Preview_Juggernaut_Killing_Spree_02"	"Double Kill"
"DOTA_Announcer_Preview_Juggernaut_Killing_Spree_03"	"Jugg-like!"
"[english]DOTA_Announcer_Preview_Juggernaut_Killing_Spree_03"	"Jugg-like!"
"DOTA_Announcer_Preview_Juggernaut_Killing_Spree_04"	"Rampage"
"[english]DOTA_Announcer_Preview_Juggernaut_Killing_Spree_04"	"Rampage"
"DOTA_Announcer_Preview_Juggernaut_Killing_Spree_05"	"Triple Kill"
"[english]DOTA_Announcer_Preview_Juggernaut_Killing_Spree_05"	"Triple Kill"
"DOTA_Announcer_Preview_Juggernaut_Killing_Spree_06"	"Unstoppable"
"[english]DOTA_Announcer_Preview_Juggernaut_Killing_Spree_06"	"Unstoppable"
"DOTA_Announcer_Preview_NaturesProphet_01"	"Tým Dire opevnil svůj háj"
"[english]DOTA_Announcer_Preview_NaturesProphet_01"	"The Dire have fortified their grove"
"DOTA_Announcer_Preview_NaturesProphet_02"	"Spodní kasárny týmu Dire již nejsou na tomto světě"
"[english]DOTA_Announcer_Preview_NaturesProphet_02"	"Dire's bottom barracks no longer stand"
"DOTA_Announcer_Preview_NaturesProphet_03"	"Tým Radiant ukončil Roshanův život"
"[english]DOTA_Announcer_Preview_NaturesProphet_03"	"The Radiant have ended Roshan"
"DOTA_Announcer_Preview_NaturesProphet_04"	"Prostřední věž týmu Radiant je pod útokem. Jsem si jist, že padne jako zralé jablko"
"[english]DOTA_Announcer_Preview_NaturesProphet_04"	"Radiant's middle tower is under attack. It will fall like a ripe apple"
"DOTA_Announcer_Preview_NaturesProphet_05"	"Prach jsi a v prach se obrátíš. To platí i pro tvoji prosřední věž"
"[english]DOTA_Announcer_Preview_NaturesProphet_05"	"Your middle tower has returned to earth"
"DOTA_Announcer_Preview_NaturesProphet_06"	"Tým Dire zvítězil! Nechť stromy v lese o tomto vítězství ještě dlouhá léta šeptají"
"[english]DOTA_Announcer_Preview_NaturesProphet_06"	"Dire victory! Let the trees whisper tales of this hour"
"DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_01"	"Dominating"
"[english]DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_01"	"Dominating"
"DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_02"	"Mega Kill"
"[english]DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_02"	"Mega Kill"
"DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_03"	"Rampage"
"[english]DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_03"	"Rampage"
"DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_04"	"Killing Spree"
"[english]DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_04"	"Killing Spree"
"DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_05"	"Ultra Kill"
"[english]DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_05"	"Ultra Kill"
"DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_06"	"Unstoppable"
"[english]DOTA_Announcer_Preview_NaturesProphet_Killing_Spree_06"	"Unstoppable"
"DOTA_Announcer_Preview_StormSpirit_01"	"Tvůj Ancient má problém"
"[english]DOTA_Announcer_Preview_StormSpirit_01"	"Your Ancient is under attack"
"DOTA_Announcer_Preview_StormSpirit_02"	"No to se podívejme, konečně si všimli toho tlačítka. Budovy týmu Radiant jsou..."
"[english]DOTA_Announcer_Preview_StormSpirit_02"	"Oh look, they found the button. Radiant structures have..."
"DOTA_Announcer_Preview_StormSpirit_03"	"Tým Dire útočí, nyní s Mega Creepy"
"[english]DOTA_Announcer_Preview_StormSpirit_03"	"The Dire, now with Mega Creeps"
"DOTA_Announcer_Preview_StormSpirit_04"	"Zajisté tě potěší zpráva, že nepřátelské vrchní kasárny padly"
"[english]DOTA_Announcer_Preview_StormSpirit_04"	"You'll be pleased to hear that the enemy's top barracks have fallen"
"DOTA_Announcer_Preview_StormSpirit_05"	"Sesbírej všechny své síly a ubraň vrchí věž"
"[english]DOTA_Announcer_Preview_StormSpirit_05"	"Summon the will to defend your top tower"
"DOTA_Announcer_Preview_StormSpirit_06"	"Ač nedokáži říci, zda je to dobře nebo špatně, tvá vrchní věž dostala deny"
"[english]DOTA_Announcer_Preview_StormSpirit_06"	"For better or worse, your top tower has been denied"
"DOTA_Announcer_Preview_StormSpirit_Killing_Spree_01"	"První krev"
"[english]DOTA_Announcer_Preview_StormSpirit_Killing_Spree_01"	"First Blood"
"DOTA_Announcer_Preview_StormSpirit_Killing_Spree_02"	"Storm-like"
"[english]DOTA_Announcer_Preview_StormSpirit_Killing_Spree_02"	"Storm-like"
"DOTA_Announcer_Preview_StormSpirit_Killing_Spree_03"	"Monster Kill"
"[english]DOTA_Announcer_Preview_StormSpirit_Killing_Spree_03"	"Monster Kill"
"DOTA_Announcer_Preview_StormSpirit_Killing_Spree_04"	"Rampage"
"[english]DOTA_Announcer_Preview_StormSpirit_Killing_Spree_04"	"Rampage"
"DOTA_Announcer_Preview_StormSpirit_Killing_Spree_05"	"Ultra Kill"
"[english]DOTA_Announcer_Preview_StormSpirit_Killing_Spree_05"	"Ultra Kill"
"DOTA_Announcer_Preview_StormSpirit_Killing_Spree_06"	"No to mě potěš"
"[english]DOTA_Announcer_Preview_StormSpirit_Killing_Spree_06"	"Oh Stormy"
"DOTA_Announcer_Preview_Workshop_Pirate_01"	"Árr! Ancient týmu Dire dostává sodu"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_01"	"Yarr! Dire's Ancient be under attack"
"DOTA_Announcer_Preview_Workshop_Pirate_02"	"No to mě předhoď žralokům! Nepřátelské spodní kasárny..."
"[english]DOTA_Announcer_Preview_Workshop_Pirate_02"	"Well shiver me timbers! The enemy's bottom barracks..."
"DOTA_Announcer_Preview_Workshop_Pirate_03"	"Kurýr týmu Radiant byl brutálně zmasakrován"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_03"	"Radiant's courier's been rather brutally murdered"
"DOTA_Announcer_Preview_Workshop_Pirate_04"	"Jako nové! A teď zpátky do práce"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_04"	"Good as New! Now get to work"
"DOTA_Announcer_Preview_Workshop_Pirate_05"	"Tým Radiant pokořil Krakena"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_05"	"The Kraken has fallen to the Radiant"
"DOTA_Announcer_Preview_Workshop_Pirate_06"	"Vaše spodní věž je pod palbou nepřátel"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_06"	"Your bottom tower be under attack"
"DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_01"	"Dominatin'"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_01"	"Dominatin'"
"DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_02"	"Nádhera"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_02"	"Outstandin'"
"DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_03"	"To je řežba"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_03"	"Plundered"
"DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_04"	"Všichni šli ke dnu"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_04"	"Shipwreck"
"DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_05"	"Ultra Kill"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_05"	"Ultra Kill"
"DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_06"	"Unstoppable"
"[english]DOTA_Announcer_Preview_Workshop_Pirate_Killing_Spree_06"	"Unstoppable"
"DOTA_Announcer_Preview_Axe_01"	"Tohle se Axemu líbí!"
"[english]DOTA_Announcer_Preview_Axe_01"	"That was Axe-tacular!"
"DOTA_Announcer_Preview_Axe_02"	"Axe si nemohl nevšimnout, že nepřátelé útočí na Ancient týmu Radiant"
"[english]DOTA_Announcer_Preview_Axe_02"	"Axe cannot help but notice that Radiant's Ancient is under attack"
"DOTA_Announcer_Preview_Axe_03"	"Dokonce ani kurýři nejsou v bezpečí! To je aspoň bitva"
"[english]DOTA_Announcer_Preview_Axe_03"	"Even couriers are not safe! Hah now this is a bottle"
"DOTA_Announcer_Preview_Axe_04"	"Nicotný tým Radiant se chce schovat za svými opevněnými budovami"
"[english]DOTA_Announcer_Preview_Axe_04"	"Puny Radiant hides behind their fortifications"
"DOTA_Announcer_Preview_Axe_05"	"Sekyra si nevybírá stranu, za jakou bojuje, avšak Axe je s tebou"
"[english]DOTA_Announcer_Preview_Axe_05"	"Axe does not pick sides; but Axe is on your side"
"DOTA_Announcer_Preview_Axe_06"	"Prostřední věž týmu Dire je zklamala naposledy"
"[english]DOTA_Announcer_Preview_Axe_06"	"Dire's middle tower has failed them for the last time"
"DOTA_Announcer_Preview_Axe_Killing_Spree_01"	"První krev"
"[english]DOTA_Announcer_Preview_Axe_Killing_Spree_01"	"First Blood"
"DOTA_Announcer_Preview_Axe_Killing_Spree_02"	"Dominating"
"[english]DOTA_Announcer_Preview_Axe_Killing_Spree_02"	"Dominating"
"DOTA_Announcer_Preview_Axe_Killing_Spree_03"	"Godlike"
"[english]DOTA_Announcer_Preview_Axe_Killing_Spree_03"	"Godlike"
"DOTA_Announcer_Preview_Axe_Killing_Spree_04"	"Monster Kill"
"[english]DOTA_Announcer_Preview_Axe_Killing_Spree_04"	"Monster Kill"
"DOTA_Announcer_Preview_Axe_Killing_Spree_05"	"Ultra Kill"
"[english]DOTA_Announcer_Preview_Axe_Killing_Spree_05"	"Ultra Kill"
"DOTA_Announcer_Preview_Axe_Killing_Spree_06"	"Wicked Sick"
"[english]DOTA_Announcer_Preview_Axe_Killing_Spree_06"	"Wicked Sick"
"DOTA_Announcer_Preview_Bastion_01"	"Ancient týmu Radiant je v nezáviděníhodné situaci"
"[english]DOTA_Announcer_Preview_Bastion_01"	"Radiant's Ancient is under pressure"
"DOTA_Announcer_Preview_Bastion_02"	"Kurýr týmu Dire to bohužel nezvládl"
"[english]DOTA_Announcer_Preview_Bastion_02"	"Dire's courier didn't make it"
"DOTA_Announcer_Preview_Bastion_03"	"Víš, proč mu říkají Tiny, že jo?"
"[english]DOTA_Announcer_Preview_Bastion_03"	"You do know why they call him Tiny don't ya?"
"DOTA_Announcer_Preview_Bastion_04"	"Nikdo nehraje rád podpůrné hrdiny, nicméně každý chce vyhrávat"
"[english]DOTA_Announcer_Preview_Bastion_04"	"Nobody likes to play support, yet everybody likes to win"
"DOTA_Announcer_Preview_Bastion_05"	"Doufám, že tým Dire na svojí prostřední věži příliš nelpěl"
"[english]DOTA_Announcer_Preview_Bastion_05"	"Hope the Dire weren't partial to that mid tower"
"DOTA_Announcer_Preview_Bastion_06"	"Protáhni si ruce a pohodlně se usaď"
"[english]DOTA_Announcer_Preview_Bastion_06"	"Crack your knuckles and get comfortable"
"DOTA_Announcer_Preview_Bastion_Killing_Spree_01"	"A máme tu First Blood"
"[english]DOTA_Announcer_Preview_Bastion_Killing_Spree_01"	"That's a First Blood"
"DOTA_Announcer_Preview_Bastion_Killing_Spree_02"	"Tohle vypadá na nezastavitelnou katastrofu"
"[english]DOTA_Announcer_Preview_Bastion_Killing_Spree_02"	"Let's just say it's a winnin' streak"
"DOTA_Announcer_Preview_Bastion_Killing_Spree_03"	"Osm v řadě"
"[english]DOTA_Announcer_Preview_Bastion_Killing_Spree_03"	"Eight in a row"
"DOTA_Announcer_Preview_Bastion_Killing_Spree_04"	"Nikdo nezůstal živý"
"[english]DOTA_Announcer_Preview_Bastion_Killing_Spree_04"	"And down they all go"
"DOTA_Announcer_Preview_Bastion_Killing_Spree_05"	"Dnes má někdo šťastný den"
"[english]DOTA_Announcer_Preview_Bastion_Killing_Spree_05"	"Somebody's on a roll"
"DOTA_Announcer_Preview_Bastion_Killing_Spree_06"	"Pěkně dostali napráskáno"
