"lang"
{
"Language"	"turkish"
"DOTA_Tooltip_modifier_abaddon_frostmourne_debuff"	"Curse of Avernus"
"[english]DOTA_Tooltip_modifier_abaddon_frostmourne_debuff"	"Curse of Avernus"
"DOTA_Tooltip_modifier_abaddon_frostmourne_debuff_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşlatıldı. Saldıran tüm birimler fazladan saldırı ve hareket hızı kazanır."
"[english]DOTA_Tooltip_modifier_abaddon_frostmourne_debuff_Description"	"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.  All attacking units gain bonus attack and movement speed."
"DOTA_Tooltip_modifier_abaddon_frostmourne_buff"	"Curse of Avernus"
"[english]DOTA_Tooltip_modifier_abaddon_frostmourne_buff"	"Curse of Avernus"
"DOTA_Tooltip_modifier_abaddon_frostmourne_buff_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% hareket ve %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% saldırı hızı kazanıyor."
"[english]DOTA_Tooltip_modifier_abaddon_frostmourne_buff_Description"	"Gaining %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% movement speed, and %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% attack speed."
"matchmaking_languages_label"	"TERCİHLER"
"[english]matchmaking_languages_label"	"PREFERENCES"
"dota_lobby_type_coop_bot"	"Botlu Eşli Oyun"
"[english]dota_lobby_type_coop_bot"	"Co-op Bot"
"dota_lobby_type_team_matchmaking"	"Takım Eşleştirmesi"
"[english]dota_lobby_type_team_matchmaking"	"Team Matchmaking"
"DOTA_Matchmaking_NoLanguage_Error"	"Lütfen en az bir dil seçin."
"[english]DOTA_Matchmaking_NoLanguage_Error"	"Please select at least one language."
"DOTA_InvitedToPartyForTeam"	"%s1 seni %s2 ile birlikte takım maçı için partiye davet etti."
"[english]DOTA_InvitedToPartyForTeam"	"%s1 has invited you to a party for a team match with %s2."
"DOTA_InvitedToPartyHeader"	"Parti Daveti"
"[english]DOTA_InvitedToPartyHeader"	"Party Invitation"
"DOTA_InvitedToPartyForTeamHeader"	"Takım Eşleştirmesi Daveti"
"[english]DOTA_InvitedToPartyForTeamHeader"	"Team Matchmaking Invitation"
"DOTA_TeamMatchmaking"	"Takım Eşleştirmesi"
"[english]DOTA_TeamMatchmaking"	"Team Matchmaking"
"DOTA_TeamMatchmaking_Description_NoTeam"	"Takım Eşleştirmesinde oynamak için takım kur ya da bir takıma katıl."
"[english]DOTA_TeamMatchmaking_Description_NoTeam"	"Create or join a team to play games in Team Matchmaking."
"DOTA_TeamMatchmaking_Description_IncompleteTeam"	"Takım Eşleştirmesinde oynamak için takımının oyuncu kadrosuna daha fazla üye ekle."
"[english]DOTA_TeamMatchmaking_Description_IncompleteTeam"	"Add more members to your team's Player Roster to play games in Team Matchmaking."
"DOTA_TeamMatchmaking_Description_NotReadyTeam"	"Takım arkadaşlarına parti daveti göndermek için Takımı Partiye Davet Et butonunu kullanabilirsin. Hepsi partiye katıldıktan sonra maç arayabilirsin."
"[english]DOTA_TeamMatchmaking_Description_NotReadyTeam"	"You can use the Invite Team To Party button to send party invites to your Teammates.  Once they're all in the party, you can Find Match."
"DOTA_TeamMatchmaking_Description_ValidTeam"	"Takım oyunu bulmak için Maç Ara butonuna bas."
"[english]DOTA_TeamMatchmaking_Description_ValidTeam"	"Press Find Match to find a Team game."
"DOTA_TeamMatchmaking_GatherTeamButton"	"TAKIMI PARTİYE DAVET ET"
"[english]DOTA_TeamMatchmaking_GatherTeamButton"	"INVITE TEAM TO PARTY"
"DOTA_TeamMatchmaking_FindMatchButton"	"MAÇ ARA"
"[english]DOTA_TeamMatchmaking_FindMatchButton"	"FIND MATCH"
"dota_matchmaking_language_1"	"İngilizce"
"[english]dota_matchmaking_language_1"	"English"
"dota_matchmaking_language_2"	"Rusça"
"[english]dota_matchmaking_language_2"	"Russian"
"dota_matchmaking_language_3"	"Çince"
"[english]dota_matchmaking_language_3"	"Chinese"
"UI_languages_command"	"EŞLEŞTİRME TERCİHLERİ"
"[english]UI_languages_command"	"MATCHMAKING PREFERENCES"
"MD_LAST_HITS_L"	"SON VUR."
"[english]MD_LAST_HITS_L"	"LAST HITS"
"Store_Equipment"	"Ekipman"
"[english]Store_Equipment"	"Equipment"
"Store_Home"	"Öne Çıkanlar"
"[english]Store_Home"	"Featured"
"team_profile_rank_none"	"Takımda Değil"
"[english]team_profile_rank_none"	"Not on a Team"
"team_profile_rank_error"	"Takım Bilgisi alınamadı"
"[english]team_profile_rank_error"	"Failed to retrieve Team Info"
"team_profile_rank_pending"	"Takım Bilgisi Alınıyor..."
"[english]team_profile_rank_pending"	"Retrieving Team Info..."
"dota_dashboard_builds"	"YAPILAR"
"[english]dota_dashboard_builds"	"BUILDS"
"dota_profile_team"	"TAKIM"
"[english]dota_profile_team"	"TEAM"
"DOTA_UserMenu_TeamInviteSelf"	"Kendini Oyuncu Kadrosuna ekle"
"[english]DOTA_UserMenu_TeamInviteSelf"	"Add yourself to Player Roster"
"DOTA_TeamInvite_Error_AdminOfOtherTeam"	"%s1 başka bir takımın yöneticisi."
"[english]DOTA_TeamInvite_Error_AdminOfOtherTeam"	"%s1 is the administrator of another team."
"DOTA_TeamDisbanded_Failure_NotEmpty_Message"	"Takımı dağıtmak için Oyuncu Kadrosu boş olmalı."
"[english]DOTA_TeamDisbanded_Failure_NotEmpty_Message"	"The Player Roster must be empty to disband a team."
"DOTA_TeamTransferAdmin_Success_Header"	"BAŞARILI"
"[english]DOTA_TeamTransferAdmin_Success_Header"	"SUCCESS"
"DOTA_TeamTransferAdmin_Success_Message"	"Takım Yöneticiliğini başarıyla %s1 oyuncusuna devrettin."
"[english]DOTA_TeamTransferAdmin_Success_Message"	"You have successfully transferred Team Adminstrator to %s1."
"DOTA_TeamTransferAdmin_Failure_Message_NotAdmin"	"Şu anda bu takımın Yöneticisi değilsin."
"[english]DOTA_TeamTransferAdmin_Failure_Message_NotAdmin"	"You are not the current Administrator of this team."
"DOTA_TeamTransferAdmin_Failure_Message_OnOtherTeam"	"%s1 zaten başka bir Takımın Kadrosunda Oyuncu."
"[english]DOTA_TeamTransferAdmin_Failure_Message_OnOtherTeam"	"%s1 is already a Player on the Roster of another Team."
"DOTA_TeamTransferAdmin_Failure_Message_AdminOfOtherTeam"	"%s1 başka bir Takımın Yöneticisi"
"[english]DOTA_TeamTransferAdmin_Failure_Message_AdminOfOtherTeam"	"%s1 is the Administrator of another Team"
"DOTA_TeamTransferAdmin_Failure_Message_Unspecified"	"Takım Yöneticisi değiştirilemedi"
"[english]DOTA_TeamTransferAdmin_Failure_Message_Unspecified"	"Failed to change Team Admin"
"DOTA_TeamTransferAdmin_Notification_Header"	"TAKIM YÖNETİMİ"
"[english]DOTA_TeamTransferAdmin_Notification_Header"	"TEAM ADMINISTRATION"
"DOTA_TeamTransferAdmin_Notification_Message"	"%s1 Takımının Yöneticisi yapıldın"
"[english]DOTA_TeamTransferAdmin_Notification_Message"	"You have been made the Administrator of Team %s1"
"DOTA_TeamRank_Unknown"	"Belirlenmedi"
"[english]DOTA_TeamRank_Unknown"	"TBD"
"DOTA_Team_Administrator"	"Yönetici"
"[english]DOTA_Team_Administrator"	"Administrator"
"DOTA_Team_Players"	"Oyuncu Kadrosu"
"[english]DOTA_Team_Players"	"Player Roster"
"DOTA_Team_GoToProfileButton"	"Takım Profiline git"
"[english]DOTA_Team_GoToProfileButton"	"Go to Team Profile"
"dota_hud_error_no_items_to_deliver"	"Teslim Edilecek Eşya Yok"
"[english]dota_hud_error_no_items_to_deliver"	"No Items To Be Delivered"
"dota_hud_error_no_items_to_retrieve"	"Zuladan Alınacak Eşya Yok"
"[english]dota_hud_error_no_items_to_retrieve"	"No Items To Retrieve From Stash"
"Attrib_Particle61"	"Nilüfer Çiçeğinin İzi"
"[english]Attrib_Particle61"	"Trail of the Lotus Blossom"
"Attrib_Polycount"	"Polycount %s1"
"[english]Attrib_Polycount"	"Polycount %s1"
"Attrib_PremierLeague"	"The Premier League Sezon %s1"
"[english]Attrib_PremierLeague"	"The Premier League Season %s1"
"npc_dota_tusk_frozen_sigil1"	"Frozen Sigil"
"[english]npc_dota_tusk_frozen_sigil1"	"Frozen Sigil"
"npc_dota_tusk_frozen_sigil2"	"Frozen Sigil"
"[english]npc_dota_tusk_frozen_sigil2"	"Frozen Sigil"
"npc_dota_tusk_frozen_sigil3"	"Frozen Sigil"
"[english]npc_dota_tusk_frozen_sigil3"	"Frozen Sigil"
"npc_dota_tusk_frozen_sigil4"	"Frozen Sigil"
"[english]npc_dota_tusk_frozen_sigil4"	"Frozen Sigil"
"DOTA_Tooltip_ability_tusk_snowball_stun_duration"	"SERSEMLETME SÜRESİ:"
"[english]DOTA_Tooltip_ability_tusk_snowball_stun_duration"	"STUN DURATION:"
"Team_Create_Desc1"	"Takım özelliği, alıştırma lobilerinde ya da lig, turnuva ve takım eşleştirmesi gibi rekabetçi arenada beş kişilik gruplarıyla başka takımlara karşı mücadele etmek isteyenler için geliştirilmiştir."
"[english]Team_Create_Desc1"	"The Teams feature is designed for groups of five players who want to compete against other groups of five in practice lobbies, and competitive settings like leagues, tournaments and Team Matchmaking."
"Team_Create_Desc2"	"Profesyonel organizasyonlar için yönetim amacıyla yönetici yeri ayrılmıştır ve bu yer takımın sahibine ait olmalıdır. Takımının beş üyesi de aynı partide olduğu zaman oyun otomatik olarak takımını tanıyacaktır. Takımının bilgileri oyun içinde gösterilecek ve maçtan takım istatistikleri toplanacaktır.\n\nTakım Eşleştirmesine katılırken takımın, diğer takımlara karşı performansına göre derecelendirilecektir."
"[english]Team_Create_Desc2"	"For professional gaming organizations, an administrator slot is provided for management purposes, and should be held by the Team's owner. Whenever the five members of your Team are in a lobby together, your Team will be detected. Your Team's information will be displayed in-game, and Team statistics will be collected from the match.\n\nWhen participating in Team Matchmaking your Team will be rated based on performance against other Teams."
"DOTA_CombatLog_Refresh"	"YENİLE"
"[english]DOTA_CombatLog_Refresh"	"REFRESH"
"DOTA_CombatLog_Modifiers"	"Değiştirici"
"[english]DOTA_CombatLog_Modifiers"	"Modifiers"
"DOTA_CombatLog_Deaths"	"Ölüm"
"[english]DOTA_CombatLog_Deaths"	"Deaths"
"DOTA_CombatLog_Damage"	"Hasar"
"[english]DOTA_CombatLog_Damage"	"Damage"
"DOTA_CombatLog_Healing"	"İyileştirme"
"[english]DOTA_CombatLog_Healing"	"Healing"
"DOTA_CombatLog_Attacker"	"Saldıran:"
"[english]DOTA_CombatLog_Attacker"	"Attacker:"
"DOTA_CombatLog_Target"	"Hedef:"
"[english]DOTA_CombatLog_Target"	"Target:"
"DOTA_CombatLog_Interval"	"Aralık: %s1s"
"[english]DOTA_CombatLog_Interval"	"Interval: %s1s"
"UI_CLOSE"	"KAPAT"
"[english]UI_CLOSE"	"CLOSE"
"DOTA_AddSelfTeamButton"	"Kendini Listeye Ekle"
"[english]DOTA_AddSelfTeamButton"	"Add Self to Roster"
"dota_hud_error_cant_drag_channeling_item_tutorial"	"Talimatları Gör"
"[english]dota_hud_error_cant_drag_channeling_item_tutorial"	"See Instructions"
"MD_Replay_Not_Recorded"	"Tekrar Kaydedilmedi"
"[english]MD_Replay_Not_Recorded"	"Replay Not Recorded"
"MD_Replay_Expired"	"Tekrarın Süresi Dolmuş"
"[english]MD_Replay_Expired"	"Replay Expired"
"DOTA_Workshop_Save_Title"	"Kaydedildi!"
"[english]DOTA_Workshop_Save_Title"	"Saved!"
"DOTA_Workshop_SaveError_Title"	"Kaydetme Başarısız!"
"[english]DOTA_Workshop_SaveError_Title"	"Save Failed!"
"DOTA_Workshop_LoadError_Title"	"Yükleme Başarısız!"
"[english]DOTA_Workshop_LoadError_Title"	"Load Failed!"
"DOTA_Workshop_RetrievingInfo"	"BİLGİYE ERİŞİLİYOR"
"[english]DOTA_Workshop_RetrievingInfo"	"RETRIEVING INFORMATION"
"DOTA_Workshop_Portrait_Edit"	"Portre Editörünü Aç"
"[english]DOTA_Workshop_Portrait_Edit"	"Open Portrait Editor"
"DOTA_Workshop_Portrait_Preview"	"Oyun İçi Portre Önizlemesi"
"[english]DOTA_Workshop_Portrait_Preview"	"In-Game Portrait Preview"
"DOTA_Workshop_Portrait_SetCamOrg"	"Kamera Başlangıç Noktasını Ayarla"
"[english]DOTA_Workshop_Portrait_SetCamOrg"	"Set Camera Origin"
"DOTA_Workshop_Portrait_SetCamTgt"	"Kamera Açılarını Ayarla"
"[english]DOTA_Workshop_Portrait_SetCamTgt"	"Set Camera Angles"
"DOTA_Workshop_Portrait_SetLgtOrg"	"Başlangıç Noktasını Ayarla"
"[english]DOTA_Workshop_Portrait_SetLgtOrg"	"Set Origin"
"DOTA_Workshop_Portrait_SetLgtTgt"	"Açıları Ayarla"
"[english]DOTA_Workshop_Portrait_SetLgtTgt"	"Set Angles"
"DOTA_Workshop_Portrait_SetDir"	"Yön Belirle"
"[english]DOTA_Workshop_Portrait_SetDir"	"Set Direction"
"DOTA_Workshop_Portrait_FOV"	"Görüş Alanı:"
"[english]DOTA_Workshop_Portrait_FOV"	"Field Of View:"
"DOTA_Workshop_Portrait_Preset"	"Aydınlatma Önayarı:"
"[english]DOTA_Workshop_Portrait_Preset"	"Lighting Preset:"
"DOTA_Workshop_Portrait_HSV"	"Renk Tonu / Doygunluk / Değer:"
"[english]DOTA_Workshop_Portrait_HSV"	"Hue / Saturation / Value:"
"DOTA_Workshop_Portrait_H"	"H:"
"[english]DOTA_Workshop_Portrait_H"	"H:"
"DOTA_Workshop_Portrait_S"	"S:"
"[english]DOTA_Workshop_Portrait_S"	"S:"
"DOTA_Workshop_Portrait_V"	"V:"
"[english]DOTA_Workshop_Portrait_V"	"V:"
"DOTA_Workshop_Portrait_Size"	"Boyut:"
"[english]DOTA_Workshop_Portrait_Size"	"Size:"
"DOTA_Workshop_Portrait_Distance"	"Uzaklık:"
"[english]DOTA_Workshop_Portrait_Distance"	"Distance:"
"DOTA_Workshop_Portrait_Ambient"	"Çevre Işığı"
"[english]DOTA_Workshop_Portrait_Ambient"	"Ambient Light"
"DOTA_Workshop_Portrait_Scale"	"Ölçek:"
"[english]DOTA_Workshop_Portrait_Scale"	"Scale:"
"DOTA_Workshop_Portrait_Shadow"	"Gölge Rengi"
"[english]DOTA_Workshop_Portrait_Shadow"	"Shadow Color"
"DOTA_Workshop_Portrait_Specular"	"Yansıtıcı Renk"
"[english]DOTA_Workshop_Portrait_Specular"	"Specular Color"
"DOTA_Workshop_Portrait_Power"	"Güç:"
"[english]DOTA_Workshop_Portrait_Power"	"Power:"
"DOTA_Workshop_Portrait_Background"	"Arkaplan"
"[english]DOTA_Workshop_Portrait_Background"	"Background"
"DOTA_Workshop_Portrait_Texture"	"Doku"
"[english]DOTA_Workshop_Portrait_Texture"	"Texture"
"DOTA_Workshop_Portrait_Corner_0"	"Sol Alt"
"[english]DOTA_Workshop_Portrait_Corner_0"	"Bottom Left"
"DOTA_Workshop_Portrait_Corner_1"	"Sol Üst"
"[english]DOTA_Workshop_Portrait_Corner_1"	"Top Left"
"DOTA_Workshop_Portrait_Corner_2"	"Sağ Üst"
"[english]DOTA_Workshop_Portrait_Corner_2"	"Top Right"
"DOTA_Workshop_Portrait_Corner_3"	"Sağ Alt"
"[english]DOTA_Workshop_Portrait_Corner_3"	"Bottom Right"
"DOTA_Workshop_Submission_NotReady"	"Gönderim Hazır Değil!"
"[english]DOTA_Workshop_Submission_NotReady"	"Submission Not Ready!"
"DOTA_Workshop_LPreset_Stage"	"Sahne Işığı"
"[english]DOTA_Workshop_LPreset_Stage"	"Stage Light"
"DOTA_Workshop_LPreset_NightTime"	"Gece Vakti"
"[english]DOTA_Workshop_LPreset_NightTime"	"Night Time"
"DOTA_Workshop_LPreset_CrossLight"	"Çapraz Aydınlatma"
"[english]DOTA_Workshop_LPreset_CrossLight"	"Cross Light"
"Attrib_StarLadder"	"Star Series Season %s1"
"[english]Attrib_StarLadder"	"Star Series Season %s1"
"DOTA_Item_Build_Starting_Items_Secondary"	"Ayı için Başlangıç Eşyaları"
"[english]DOTA_Item_Build_Starting_Items_Secondary"	"Starting Items for Bear"
"DOTA_Tooltip_modifier_batrider_flaming_lasso_self"	"Flaming Lasso Disarm"
"[english]DOTA_Tooltip_modifier_batrider_flaming_lasso_self"	"Flaming Lasso Disarm"
"DOTA_Tooltip_modifier_batrider_flaming_lasso_self_Description"	"Lasso aktifken saldırı yapamaz."
"[english]DOTA_Tooltip_modifier_batrider_flaming_lasso_self_Description"	"Cannot attack while Lasso is active."
"UI_BACK"	"GERİ"
"[english]UI_BACK"	"BACK"
"DOTA_CreateTeamButton"	"Yeni Takım Kur"
"[english]DOTA_CreateTeamButton"	"Create New Team"
"DOTA_TeamMatchmaking_Description_NotOnTeamRoster"	"Bu takımla Takım Eşleştirmesinde oynamak için kendini Oyuncu Kadrosuna ekle."
"[english]DOTA_TeamMatchmaking_Description_NotOnTeamRoster"	"Add yourself to the Player Roster to play Team Matchmaking with this team."
"DOTA_Team_Select"	"Takım Seç"
"[english]DOTA_Team_Select"	"Select Team"
"DOTA_Team_Set_As_Profile"	"Oyuncu Profilinde bu Takımı göster"
"[english]DOTA_Team_Set_As_Profile"	"Show this Team on your Player Profile"
"schedule_view_matches"	"Maçları Göster"
"[english]schedule_view_matches"	"View Matches"
"schedule_buy_pass"	"Turnuva Bileti Satın Al"
"[english]schedule_buy_pass"	"Buy Tournament Pass"
"DOTA_Workshop_InternalSave_Ok"	"BAŞARILI"
"[english]DOTA_Workshop_InternalSave_Ok"	"SUCCESS"
"DOTA_Workshop_Portrait_HideHelpers"	"Yardımcıları Gizle"
"[english]DOTA_Workshop_Portrait_HideHelpers"	"Hide Helpers"
"DOTA_Workshop_Preview_Model"	"Mevcut Modeli Göster"
"[english]DOTA_Workshop_Preview_Model"	"View Existing Model"
"DOTA_BackpackEquipSet"	"Set Eşyalarını Kuşan"
"[english]DOTA_BackpackEquipSet"	"Equip Set Items"
"DOTA_Tutorial_M1_IntroRazor"	"Ölüm kıvılcımı saçıyorum!"
"[english]DOTA_Tutorial_M1_IntroRazor"	"I bring the spark of death!"
"DOTA_Tutorial_M1_IntroRazorWin"	"Hahahaaaa..."
"[english]DOTA_Tutorial_M1_IntroRazorWin"	"Hahahaaaa..."
"DOTA_Tutorial_M1_CreepLevel"	"Bir seviye daha atladın! <font color='#006697' face='Dota Hypatia Bold'><b>SEVİYE</b></font> tuşuna tıkla ve <font color='#006697' face='Dota Hypatia Bold'><b>Dragon Blood</b></font> yeteneğini seç. Bu yetenek, düşman saldırılarının verdiği hasarı düşüren zırhını arttırır ve sağlık yenilenmeni güçlendirir."
"[english]DOTA_Tutorial_M1_CreepLevel"	"You've earned another level!  Click the <font color='#006697' face='Dota Hypatia Bold'><b>LEVEL UP</b></font> button and select <font color='#006697' face='Dota Hypatia Bold'><b>Dragon Blood</b></font>.  This skill increases your armor reducing damage done by enemy attacks and improves your health regeneration."
"DOTA_Tutorial_M1_CreepLevelForce"	"Seviye atlamayı unutma!\n\n<font color='#006697' face='Dota Hypatia Bold'><b>SEVİYE</b></font> tuşuna tıkla ve <font color='#006697' face='Dota Hypatia Bold'><b>Dragon Blood</b></font> yeteneğini seç. Bu yetenek, düşmanın verdiği hasarı düşüren zırhını arttırır ve sağlık yenilenmeni geliştirir."
"[english]DOTA_Tutorial_M1_CreepLevelForce"	"Don't forget to level up!\n\nClick the <font color='#006697' face='Dota Hypatia Bold'><b>LEVEL UP</b></font> button and select <font color='#006697' face='Dota Hypatia Bold'><b>Dragon Blood</b></font>.  This skill improves health regeneration and armor reducing damage done by the enemy."
"DOTA_Tutorial_M1_RazorArrive"	"Düşmanlarımı dümdüz edeceğim."
"[english]DOTA_Tutorial_M1_RazorArrive"	"I will raze my enemies."
"DOTA_Tutorial_Location_Start"	"BAŞLA"
"[english]DOTA_Tutorial_Location_Start"	"START"
"world_map_location_1"	"Davion, Dragon Knight"
"[english]world_map_location_1"	"Davion, the Dragon Knight"
"world_map_location_sub_1"	"Eğitim: Mekanikler 1"
"[english]world_map_location_sub_1"	"Tutorial: Mechanics 1"
"world_map_location_gdesc_1"	"Bu başlangıç eğitiminin sana öğretecekleri: <ul><li>Kahraman Hareketi</li><li>Kahraman Seviyesi</li><li>Yetenek Kullanma</li><li>Eşyalar</li><li>Temel Çarpışma</li><li>Çarpışma: Son Vuruşlar</li></ul>	"
"[english]world_map_location_gdesc_1"	"This starting tutorial will introduce you to: <ul><li>Hero Movement</li><li>Hero Leveling</li><li>Ability Usage</li><li>Items</li><li>Basic Combat</li><li>Combat: Last Hits</li></ul>"
"world_map_close_button"	"HARİTAYI KAPAT"
"[english]world_map_close_button"	"CLOSE MAP"
"world_map_reset_button"	"SIFIRLA"
"[english]world_map_reset_button"	"RESET"
"world_map_reset"	"HARİTAYI SIFIRLA"
"[english]world_map_reset"	"RESET MAP"
"world_map_reset_desc"	"Gerçekten haritanın tamamlanma durumunu sıfırlamak istiyor musun?"
"[english]world_map_reset_desc"	"Really reset map completion state?"
"DOTA_Tutorial_FINISHED_Title"	"Tebrikler!"
"[english]DOTA_Tutorial_FINISHED_Title"	"Congratulations!"
"world_map_questcompletepanel_01_title"	"Dota 2 Açıldı!"
"[english]world_map_questcompletepanel_01_title"	"Unlocked Dota 2!"
"world_map_questcompletepanel_01_botsbutton"	"Botlara Karşı Oyun"
"[english]world_map_questcompletepanel_01_botsbutton"	"Play VS. Bots"
"world_map_questcompletepanel_01_feedbackbutton"	"Geribildirim Ver"
"[english]world_map_questcompletepanel_01_feedbackbutton"	"Give Feedback"
"world_map_questcompletepanel_01_botsbuttondescr"	"Botlara karşı oyna. Hatta arkadaşlarını seninle beraber alıştırma yapmaya davet et!"
"[english]world_map_questcompletepanel_01_botsbuttondescr"	"Play against Bots. Even invite friends to practice with you!"
"world_map_questcompletepanel_01_feedbackbuttondescr"	"Geliştirici forumumuzda Eğitimler hakkında geri bildirim ve öneri verin."
"[english]world_map_questcompletepanel_01_feedbackbuttondescr"	"Give Tutorial feedback and suggestions in our developer forums."
"map_lore_title_2"	"Kanayan Tepeler"
"[english]map_lore_title_2"	"The Bleeding Hills"
"npc_dota_hero_elder_titan"	"Elder Titan"
"[english]npc_dota_hero_elder_titan"	"Elder Titan"
"DOTA_Tooltip_ability_bristleback_bristleback_quill_spray_threshold"	"HASAR EŞİĞİ:"
"[english]DOTA_Tooltip_ability_bristleback_bristleback_quill_spray_threshold"	"DAMAGE THRESHOLD:"
"DOTA_Tooltip_ability_bristleback_warpath_max_stacks"	"MAKS İSTİF:"
"[english]DOTA_Tooltip_ability_bristleback_warpath_max_stacks"	"MAX STACKS:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp"	"Echo Stomp"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp"	"Echo Stomp"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_cast_time"	"KULLANMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_cast_time"	"CAST TIME:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_stomp_damage"	"STOMP HASARI:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_stomp_damage"	"STOMP DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_sleep_duration"	"UYUTMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_sleep_duration"	"SLEEP DURATION:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit"	"Echo Stomp"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit"	"Echo Stomp"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_cast_time"	"KULLANMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_cast_time"	"CAST TIME:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_stomp_damage"	"STOMP HASARI:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_stomp_damage"	"STOMP DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_sleep_duration"	"UYUTMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_sleep_duration"	"SLEEP DURATION:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit"	"Astral Spirit"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit"	"Astral Spirit"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_spirit_duration"	"SÜRE:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_spirit_duration"	"DURATION:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_buff_duration"	"GÜÇLENDİRME SÜRESİ:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_buff_duration"	"BUFF DURATION:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_pass_damage"	"HASAR:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_pass_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_creeps"	"%FAZLADAN HIZ (YARATIKLAR):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_creeps"	"%BONUS SPEED(CREEPS):"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_heroes"	"%FAZLADAN HIZ (KAHRAMANLAR):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_heroes"	"%BONUS SPEED(HEROES):"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_creeps"	"FAZLADAN HASAR (YARATIKLAR):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_creeps"	"BONUS DAMAGE(CREEPS):"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_heroes"	"FAZLADAN HASAR (KAHRAMANLAR):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_heroes"	"BONUS DAMAGE(HEROES):"
"DOTA_Tooltip_ability_elder_titan_return_spirit"	"Return Astral Spirit"
"[english]DOTA_Tooltip_ability_elder_titan_return_spirit"	"Return Astral Spirit"
"DOTA_Tooltip_ability_elder_titan_return_spirit_Description"	"Astral Spirit'i Elder Titan'a geri döndürür."
"[english]DOTA_Tooltip_ability_elder_titan_return_spirit_Description"	"Returns the Astral Spirit to Elder Titan."
"DOTA_Tooltip_ability_elder_titan_natural_order"	"Natural Order"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order"	"Natural Order"
"DOTA_Tooltip_ability_elder_titan_natural_order_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_natural_order_armor_reduction_pct"	"%TEMEL ZIRH AZALTMA:"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_armor_reduction_pct"	"%BASE ARMOR REDUCTION:"
"DOTA_Tooltip_ability_elder_titan_natural_order_magic_resistance_pct"	"%TEMEL DİRENÇ AZALTMA:"
