"lang"
{
"Language"	"korean"
"[english]DOTA_TIP_TC_Desc"	"Earn rewards for your favorite team and player!\nSelect your favorite team and player below, and whenever you win a matchmaking game, you'll earn some points for them. Every week we'll give rewards to the teams and players with the highest scoring fanbase!"
"DOTA_TIP_TC_FavTeam"	"응원 팀"
"[english]DOTA_TIP_TC_FavTeam"	"FAVORITE TEAM"
"DOTA_TIP_TC_FavTeam_Select"	"응원하는 팀을 선택하세요."
"[english]DOTA_TIP_TC_FavTeam_Select"	"SELECT YOUR FAVORITE TEAM"
"DOTA_TIP_TC_FavPlayer"	"응원 플레이어"
"[english]DOTA_TIP_TC_FavPlayer"	"FAVORITE PLAYER"
"DOTA_TIP_TC_FavPlayer_Select"	"응원하는 플레이어를 선택하세요."
"[english]DOTA_TIP_TC_FavPlayer_Select"	"SELECT YOUR FAVORITE PLAYER"
"DOTA_TIP_TC_Lock"	"선택 잠금"
"[english]DOTA_TIP_TC_Lock"	"Lock My Selection"
"DOTA_TIP_2013_Team_Select"	"팀 선택"
"[english]DOTA_TIP_2013_Team_Select"	"Select A Team"
"dota_combat_log_hits"	"%s1|이|가| %s2에게 %s3의 피해를 주었습니다. %s4\n"
"[english]dota_combat_log_hits"	"%s1 hits %s2 for %s3 damage%s4.\n"
"dota_combat_log_hits_with"	"%s1|이|가| %s3 공격으로 %s2에게 %s4의 피해를 주었습니다. %s5\n"
"[english]dota_combat_log_hits_with"	"%s1 hits %s2 with %s3 for %s4 damage%s5.\n"
"dota_combat_log_is_hit"	"%s1|이|가| %s2의 피해를 받았습니다. %s3\n"
"[english]dota_combat_log_is_hit"	"%s1 is hit for %s2 damage%s3.\n"
"dota_combat_log_is_hit_with"	"%s1|이|가| %s2 공격으로 %s3의 피해를 받았습니다. %s4\n"
"[english]dota_combat_log_is_hit_with"	"%s1 is hit with %s2 for %s3 damage%s4.\n"
"dota_combat_log_heals"	"%s1|이|가| %s2의 체력을 %s3만큼 치유했습니다. %s4\n"
"[english]dota_combat_log_heals"	"%s1 heals %s2 for %s3 health%s4.\n"
"dota_combat_log_minion_heals"	"%s1|이|가| %s2|으로|로| %s3의 체력을 %s4만큼 치유했습니다. %s5\n"
"[english]dota_combat_log_minion_heals"	"%s1's %s2 heals %s3 for %s4 health%s5.\n"
"dota_combat_log_healed"	"%s1의 체력이 %s2만큼 치유되었습니다. %s3\n"
"[english]dota_combat_log_healed"	"%s1 is healed for %s2%s3.\n"
"dota_combat_log_killed_by_minion"	"%s1|이|가| %s2의 %s3|으로|로| 사망했습니다.\n"
"[english]dota_combat_log_killed_by_minion"	"%s1 is killed by %s2's %s3!\n"
"dota_combat_log_killed_by"	"%s2|이|가| %s1|을|를| 처치했습니다.\n"
"[english]dota_combat_log_killed_by"	"%s1 is killed by %s2!\n"
"dota_combat_log_killed"	"%s1|이|가| 사망했습니다.\n"
"[english]dota_combat_log_killed"	"%s1 is killed!\n"
"dota_combat_log_receives_buff_from"	"%s1|이|가| %s3|으로|로|부터 %s2 강화 효과를 얻었습니다.\n"
"[english]dota_combat_log_receives_buff_from"	"%s1 receives %s2 buff from %s3.\n"
"dota_combat_log_receives_debuff_from"	"%s1|이|가| %s3|으로|로|부터 %s2 약화 효과를 얻었습니다.\n"
"[english]dota_combat_log_receives_debuff_from"	"%s1 receives %s2 debuff from %s3.\n"
"dota_combat_log_receives_buff"	"%s1|이|가 %s2 강화 효과를 얻었습니다.\n"
"[english]dota_combat_log_receives_buff"	"%s1 receives %s2 buff.\n"
"dota_combat_log_receives_debuff"	"%s1|이|가 %s2 약화 효과를 얻었습니다.\n"
"[english]dota_combat_log_receives_debuff"	"%s1 receives %s2 debuff.\n"
"dota_combat_log_loses_buff"	"%s1에게서 %s2 강화 효과가 사라졌습니다.\n"
"[english]dota_combat_log_loses_buff"	"%s1 loses %s2 buff.\n"
"dota_combat_log_loses_debuff"	"%s1에게서 %s2 약화 효과가 사라졌습니다.\n"
"[english]dota_combat_log_loses_debuff"	"%s1 loses %s2 debuff.\n"
"dota_combat_log_illusion"	"(환영)"
"[english]dota_combat_log_illusion"	" (Illusion)"
"Web_StoreCheckout_PurchaseComplete"	"구매가 완료되었습니다! 무기고에서 구매한 아이템을 찾을 수 있습니다."
"[english]Web_StoreCheckout_PurchaseComplete"	"Your purchase is complete!  Purchased items are now in your inventory."
"Web_StoreCheckout_PurchaseCompleteNoItems"	"구매가 완료되었습니다! 무기고에 추가된 새로운 아이템이 없습니다."
"[english]Web_StoreCheckout_PurchaseCompleteNoItems"	"Your purchase is complete!  Note that no new items were added to your inventory."
"DOTA_New_Player_Key_Config"	"시작 구성 선택 (언제든 설정을 변경할 수 있습니다)"
"[english]DOTA_New_Player_Key_Config"	"Select Initial Configuration (You can modify settings at any time)"
"DOTA_Tutorial_M2_TeleportCancel"	"이런! 움직여서 순간이동 집중이 취소됐어요. 하지만 이미 순간이동 주문서를 사용했기 때문에 새 주문서가 필요해요. 상점에서 새로운 순간이동 주문서를 산 다음 짐꾼을 이용해 가져오세요."
"[english]DOTA_Tutorial_M2_TeleportCancel"	"Woops!  Moving cancelled the channeled teleport.  This also consumes the Town Portal Scroll so we'll need a new one.  Buy a new Town Portal Scroll from the shop and have the courier bring it to you."
"DOTA_Tutorial_M2_TeleportWrongLoc"	"포탑은 <font color='#006697' face='Dota Hypatia Bold'><b>초록색 상자</b></font>로 표시돼요. 다시 순간이동을 시전하고 초록색 상자 주위를 클릭하세요.\n\n보통 순간이동으로 아무 건물로 이동할 수 있지만, 마지막으로 파도사냥꾼을 봤던 장소로 이동하는 게 좋겠죠?"
"[english]DOTA_Tutorial_M2_TeleportWrongLoc"	"The tower is represented by a <font color='#006697' face='Dota Hypatia Bold'><b>green square</b></font>.  Try using the Town Portal Scroll again and left-click near the green square.\n\nYou can usually teleport to any building but right now we should get close to where we last saw Tidehunter."
"DOTA_JoinOpenGuildPartyError_Header"	"오류"
"[english]DOTA_JoinOpenGuildPartyError_Header"	"Error"
"dota_profile_view_history"	"전체 게임 보기"
"[english]dota_profile_view_history"	"View All Games"
"dota_profile_view_heroes_played"	"플레이한 영웅 보기"
"[english]dota_profile_view_heroes_played"	"View Heroes Played"
"DOTA_Broadcaster_Menu_Title"	"중계자 메뉴"
"[english]DOTA_Broadcaster_Menu_Title"	"BROADCASTER MENU"
"DOTA_Broadcaster_SendStatPopup"	"통계 창 보내기"
"[english]DOTA_Broadcaster_SendStatPopup"	"Send Stat Popup"
"DOTA_Broadcaster_SendStatPopup_Title"	"스타일 선택 및 디스플레이 작성"
"[english]DOTA_Broadcaster_SendStatPopup_Title"	"SELECT STYLE AND FILL OUT DISPLAY"
"DOTA_Broadcaster_SelectImage"	"이미지 선택"
"[english]DOTA_Broadcaster_SelectImage"	"Select Image"
"DOTA_Broadcaster_TextHere"	"<텍스트 입력>"
"[english]DOTA_Broadcaster_TextHere"	"< Enter text here >"
"DOTA_Broadcaster_TextHereOptional"	"<텍스트 입력 (또는 빈 칸)>"
"[english]DOTA_Broadcaster_TextHereOptional"	"< Enter text here (or leave blank) >"
"DOTA_Broadcaster_ImagePicker_Title"	"이미지 선택"
"[english]DOTA_Broadcaster_ImagePicker_Title"	"SELECT IMAGE"
"DOTA_Broadcaster_ImagePicker_Heroes"	"영웅"
"[english]DOTA_Broadcaster_ImagePicker_Heroes"	"HEROES"
"DOTA_Broadcaster_ImagePicker_Generic"	"일반"
"[english]DOTA_Broadcaster_ImagePicker_Generic"	"GENERIC"
"DOTA_Broadcaster_ImagePicker_Items"	"아이템"
"[english]DOTA_Broadcaster_ImagePicker_Items"	"ITEMS"
"player_card"	"선수 카드"
"[english]player_card"	"Player Card"
"StampPlayerCard"	"기록서에 사용"
"[english]StampPlayerCard"	"Use on Compendium"
"DOTA_PlayerCard_Activate_Compendium"	"International 기록서를 활성화하지 않았습니다. 기록서를 오른쪽 클릭하여 활성화하세요."
"[english]DOTA_PlayerCard_Activate_Compendium"	"You have not activated your International Compendium. Right click the Compendium item to activate it."
"DOTA_PlayerCard_Failed"	"선수 카드를 사용하지 못했습니다."
"[english]DOTA_PlayerCard_Failed"	"Failed to use this player card."
"DOTA_PlayerCard_Confirm"	"정말로 이 선수 카드를 기록서에 넣으시겠습니까? 선수 카드는 사용 시 사라집니다."
"[english]DOTA_PlayerCard_Confirm"	"Are you sure you want to stamp this Player Card into your Compendium? The Player Card will be destroyed upon use."
"DOTA_PlayerCard_No_Compendium"	"선수 카드를 넣으려면 International 기록서가 필요합니다. 상점에서 기록서를 구매하시겠습니까?"
"[english]DOTA_PlayerCard_No_Compendium"	"Stamping a Player Card requires an International Compendium. Would you like to go to the store to purchase one?"
"DOTA_PlayerCard_Already_Stamped"	"기록서에 이미 이 선수 카드를 넣었습니다."
"[english]DOTA_PlayerCard_Already_Stamped"	"You have already stamped this player into your Compendium."
"DOTA_Announcer_Preview_Pflax_01"	"크립 간의 영원한 전쟁은 계속됩니다."
"[english]DOTA_Announcer_Preview_Pflax_01"	"The eternal struggle betwixt creep and creep lumbers on"
"DOTA_Announcer_Preview_Pflax_02"	"아, 실례하지만..."
"[english]DOTA_Announcer_Preview_Pflax_02"	"Uh, pardon the interruption sir..."
"DOTA_Announcer_Preview_Pflax_03"	"크립을 찾아서 공격하세요!"
"[english]DOTA_Announcer_Preview_Pflax_03"	"Go on creeps! Hit those other creeps!"
"DOTA_Announcer_Preview_Pflax_04"	"상급 크립? 멋진 녀석들이죠!"
"[english]DOTA_Announcer_Preview_Pflax_04"	"Mega Creep? Those guys are awesome!"
"DOTA_Announcer_Preview_Pflax_05"	"아, 박쥐기수는 끝내주죠. 땅을 밟은 적이 없다면서요?"
"[english]DOTA_Announcer_Preview_Pflax_05"	"Man this Batrider is awesome, he hasn't touched the ground once"
"DOTA_Announcer_Preview_Pflax_06"	"그 친구는 용입니다. 기사이기도 하죠. 고기 굽는 것이 취미라는군요."
"[english]DOTA_Announcer_Preview_Pflax_06"	"He's a dragon, a knight, and in his spare time he likes to bake!"
"DOTA_Passport_TOC_TheEvent"	"행사"
"[english]DOTA_Passport_TOC_TheEvent"	"The Event"
"DOTA_Passport_TOC_Venue"	"장소"
"[english]DOTA_Passport_TOC_Venue"	"Venue"
"DOTA_Passport_TOC_Team"	"팀"
"[english]DOTA_Passport_TOC_Team"	"Teams"
"DOTA_Passport_TOC_Qualifiers"	"예선"
"[english]DOTA_Passport_TOC_Qualifiers"	"Qualifiers"
"DOTA_Passport_TOC_WestQualifiers"	"서부 예선 진출자"
"[english]DOTA_Passport_TOC_WestQualifiers"	"West Qualifiers"
"DOTA_Passport_TOC_EastQualifiers"	"동부 예선 진출자"
"[english]DOTA_Passport_TOC_EastQualifiers"	"East Qualifiers"
"DOTA_Passport_TOC_WestQualifiers_Pred"	"서부 예선 예상"
"[english]DOTA_Passport_TOC_WestQualifiers_Pred"	"West Qualifier Predictions"
"DOTA_Passport_TOC_EastQualifiers_Pred"	"동부 예선 예상"
"[english]DOTA_Passport_TOC_EastQualifiers_Pred"	"East Qualifier Predictions"
"DOTA_Passport_TOC_Bonuses"	"보너스"
"[english]DOTA_Passport_TOC_Bonuses"	"Bonuses"
"DOTA_Passport_TOC_TeamCup"	"팀 컵"
"[english]DOTA_Passport_TOC_TeamCup"	"Team Cup"
"DOTA_Passport_TOC_AllStarMatch"	"올스타 매치"
"[english]DOTA_Passport_TOC_AllStarMatch"	"All Star Match"
"DOTA_Passport_TOC_Courier"	"짐꾼"
"[english]DOTA_Passport_TOC_Courier"	"Courier"
"DOTA_Passport_TOC_PrizePool"	"상금 규모"
"[english]DOTA_Passport_TOC_PrizePool"	"Prize Pool"
"DOTA_Passport_TOC_CurrentAmount"	"현재 금액"
"[english]DOTA_Passport_TOC_CurrentAmount"	"Current Amount"
"DOTA_Passport_TOC_StretchGoals"	"도전 목표"
"[english]DOTA_Passport_TOC_StretchGoals"	"Stretch Goals"
"DOTA_Passport_TOC_Appendix"	"부록"
"[english]DOTA_Passport_TOC_Appendix"	"Appendix"
"DOTA_Passport_TOC_PlayerProfiles"	"플레이어 프로필"
"[english]DOTA_Passport_TOC_PlayerProfiles"	"Player Profiles"
"Attrib_Defense"	"The Defense %s1 시즌"
"[english]Attrib_Defense"	"The Defense Season %s1"
"DOTA_TIP_COMPMM_Title"	"기록서 매치메이킹"
"[english]DOTA_TIP_COMPMM_Title"	"COMPENDIUM MATCHMAKING"
"DOTA_TIP_CMM_Blurb"	"패배의 설욕인가, 승리의 재현인가?"
"[english]DOTA_TIP_CMM_Blurb"	"CAN YOU CHANGE HISTORY?"
"DOTA_TIP_CMM_Desc"	"매주 The International 동부/서부 예선전에서 가장 흥미로웠던 경기를 선택하여 여러분께 선보입니다. 기록서를 소유한 플레이어는 별도 매치메이킹을 통해 해당 경기와 똑같은 설정에서 플레이할 수 있습니다. 여러분의 팀은 예선전에 참가한 프로팀이 되어 똑같은 영웅 구성으로 경기를 펼칩니다. 해당 경기에 대해 몇추가 정보를 제공하므로, 여러분은 프로팀의 전략을 재현해볼 수 있습니다. 패배한 팀이 되었다면 패배를 설욕하고, 승리한 팀이 되었다면 승리를 재현해보시기 바랍니다!"
"[english]DOTA_TIP_CMM_Desc"	"Each week, we'll choose an interesting match from the International East & West qualifiers. As a compendium owner, you're able to play in a special matchmaking pool where we'll mimic that game. Your team will replace one of the professional teams in the qualifier match, matching their hero selections. We'll provide some information about the match, so you can take a shot at reproducing the professional team's tactics. Can you reproduce their victories, while avoiding their defeats?"
"DOTA_TIP_CMM_ThisWeek"	"이 주의 경기"
"[english]DOTA_TIP_CMM_ThisWeek"	"THIS WEEK"
"DOTA_TIP_CMM_NextWeek"	"다음 주"
"[english]DOTA_TIP_CMM_NextWeek"	"NEXT WEEK"
"DOTA_TIP_CMM_Vs"	"%s1 대 %s2!"
"[english]DOTA_TIP_CMM_Vs"	"%s1 vs %s2!"
"GC_lostconnection"	"도타 2 네트워크에 다시 연결을 시도하는 중입니다..."
"[english]GC_lostconnection"	"Restoring connection to the Dota 2 network..."
"GC_nosteam"	"Steam과의 연결이 끊어졌습니다."
"[english]GC_nosteam"	"Lost connection to Steam"
"GC_noconnection"	"도타 2 네트워크에서 연결이 중단되었습니다."
"[english]GC_noconnection"	"Not connected to the Dota 2 network."
"GC_connected"	"도타 2 네트워크에 연결되었습니다."
"[english]GC_connected"	"Connected to the Dota 2 network."
"GC_down"	"현재 도타 2 네트워크가 오프라인 상태입니다."
"[english]GC_down"	"Dota 2 network currently offline."
"DOTA_Tutorial_TaskFailed"	"실패했습니다!"
"[english]DOTA_Tutorial_TaskFailed"	"Failed!"
"DOTA_Tutorial_M2_CreepFree"	"자유다!"
"[english]DOTA_Tutorial_M2_CreepFree"	"Freedom!"
"DOTA_Quest_Laning_BuyInitialItems"	"상점에서 <font face='Dota Hypatia Bold'><b>추천 시작 아이템</b></font> 모두 사기"
"[english]DOTA_Quest_Laning_BuyInitialItems"	"Buy All Your <font face='Dota Hypatia Bold'><b>Suggested Starting Items</b></font> From the Shop"
"DOTA_Quest_Laning_SelectInitialAbility"	"첫 <font face='Dota Hypatia Bold'><b>기술</b></font> 선택"
"[english]DOTA_Quest_Laning_SelectInitialAbility"	"Select an Initial <font face='Dota Hypatia Bold'><b>Ability</b></font>"
"DOTA_Quest_Laning_AttackDefend"	"아군 진영 포탑을 방어하면서 상대 중부 포탑 공격"
"[english]DOTA_Quest_Laning_AttackDefend"	"Attack enemies mid-lane tower while defending yours"
"DOTA_Quest_Laning_BuyCourier"	"<font face='Dota Hypatia Bold'><b>짐꾼</b></font> 사기"
"[english]DOTA_Quest_Laning_BuyCourier"	"Buy a <font face='Dota Hypatia Bold'><b>Courier</b></font>"
"DOTA_Quest_M2_DefeatTide"	"<font face='Dota Hypatia Bold'><b>파도사냥꾼</b></font> 처치"
"[english]DOTA_Quest_M2_DefeatTide"	"Defeat <font face='Dota Hypatia Bold'><b>Tidehunter</b></font>"
"DOTA_Quest_M2_ReturnToBase"	"기지로 이동"
"[english]DOTA_Quest_M2_ReturnToBase"	"Move to the Base"
"DOTA_Quest_M2_LevelSix"	"<font face='Dota Hypatia Bold'><b>6레벨</b></font> 달성"
"[english]DOTA_Quest_M2_LevelSix"	"Reach <font face='Dota Hypatia Bold'><b>Level Six</b></font>"
"DOTA_Quest_M2_Teleport"	"포탑으로 순간이동"
"[english]DOTA_Quest_M2_Teleport"	"Teleport to Tower"
"DOTA_Tutorial_FINISHED_Positive"	"축하합니다!"
"[english]DOTA_Tutorial_FINISHED_Positive"	"Congratulations!"
"DOTA_Tutorial_FINISHED_Negative"	"죄송합니다."
"[english]DOTA_Tutorial_FINISHED_Negative"	"Sorry"
"DOTA_Tutorial_Finished_Tutorial02"	"저격수님은 진정한 총잡이시군요. 오랫동안 사람들이 기억할 거예요!"
"[english]DOTA_Tutorial_Finished_Tutorial02"	"Sniper, you are a true marksman.  Long will your name be remembered!"
"DOTA_Quest_Laning_Attack_Success"	"적의 중부 포탑을 파괴했습니다."
"[english]DOTA_Quest_Laning_Attack_Success"	"You have destroyed your enemy's middle lane tower!"
"DOTA_Quest_Laning_Defend_Failure"	"적이 아군 중부 포탑을 파괴했습니다!"
"[english]DOTA_Quest_Laning_Defend_Failure"	"Your middle lane tower was destroyed by the enemy!"
"DOTA_Inventory_Courier_Delivery"	"짐꾼 배달 아이템"
"[english]DOTA_Inventory_Courier_Delivery"	"Courier Deliver Items"
"DOTA_Tooltip_ability_mirana_arrow_bonus_damage"	"추가 피해:"
"[english]DOTA_Tooltip_ability_mirana_arrow_bonus_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_mirana_starfall_Note2"	"첫 번째 대상이 유성우에 맞기 전에 사망하면 다른 영웅이 두 번째 별의 타격 대상으로 선택됩니다."
"[english]DOTA_Tooltip_ability_mirana_starfall_Note2"	"Starstorm will choose a new target for the second star if the first died before impact."
"DOTA_Tooltip_ability_life_stealer_open_wounds_tooltip_range"	"사거리:"
"[english]DOTA_Tooltip_ability_life_stealer_open_wounds_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_skeleton_king_mortal_strike"	"필사의 일격"
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike"	"Mortal Strike"
"DOTA_Tooltip_ability_skeleton_king_mortal_strike_Description"	"망령 제왕은 공격 시 일정 확률로 추가 피해를 줍니다."
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike_Description"	"Wraith King passively gains a chance to deal bonus damage on an attack."
"DOTA_Tooltip_ability_skeleton_king_mortal_strike_Lore"	"한 방이면 적을 무너뜨릴 수 있습니다."
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike_Lore"	"One blow to crush a foe."
"DOTA_Tooltip_ability_skeleton_king_mortal_strike_crit_chance"	"%치명타 확률:"
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike_crit_chance"	"%CRITICAL CHANCE:"
"DOTA_Tooltip_ability_skeleton_king_mortal_strike_crit_mult"	"%치명타 피해:"
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike_crit_mult"	"%CRITICAL DAMAGE:"
"DOTA_Tooltip_ability_skeleton_king_mortal_strike_hp_drain"	"%최대 체력 흡수:"
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike_hp_drain"	"%MAX HP DRAIN:"
"DOTA_Tooltip_ability_skeleton_king_mortal_strike_drain_duration"	"흡수 지속시간:"
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike_drain_duration"	"DRAIN DURATION:"
"DOTA_Tooltip_ability_skeleton_king_mortal_strike_Note0"	"처음으로 체력을 훔칠 때나 다시 빼앗길 때는 목숨을 잃지 않습니다."
"[english]DOTA_Tooltip_ability_skeleton_king_mortal_strike_Note0"	"Both the initial steal and the loss afterwards are non-lethal."
"DOTA_Tooltip_ability_bloodseeker_thirst_armor_bonus"	"추가 방어력:"
"[english]DOTA_Tooltip_ability_bloodseeker_thirst_armor_bonus"	"BONUS ARMOR:"
"DOTA_Tooltip_ability_kunkka_ghostship_ghostship_distance"	"이동 거리:"
"[english]DOTA_Tooltip_ability_kunkka_ghostship_ghostship_distance"	"TRAVEL DISTANCE:"
"DOTA_Tooltip_ability_kunkka_ghostship_ghostship_width"	"반경:"
"[english]DOTA_Tooltip_ability_kunkka_ghostship_ghostship_width"	"RADIUS:"
"DOTA_Tooltip_ability_kunkka_ghostship_tooltip_delay"	"충돌 간격:"
"[english]DOTA_Tooltip_ability_kunkka_ghostship_tooltip_delay"	"IMPACT DELAY:"
"DOTA_Tooltip_ability_omniknight_guardian_angel_aghanim_description"	"맵 전역에 적용되며 건물에 영향을 줍니다."
"[english]DOTA_Tooltip_ability_omniknight_guardian_angel_aghanim_description"	"Radius becomes global and affects buildings."
"DOTA_Tooltip_ability_huskar_berserkers_blood_resistance_per_stack"	"%추가 저항력:"
"[english]DOTA_Tooltip_ability_huskar_berserkers_blood_resistance_per_stack"	"%BONUS RESISTANCE:"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_frostbite_duration_scepter"	"홀 지속시간:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_frostbite_duration_scepter"	"SCEPTER DURATION:"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_aghanim_description"	"지속시간 증가"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_aghanim_description"	"Increases duration."
"DOTA_Tooltip_ability_ursa_fury_swipes_bonus_reset_time_roshan"	"초기화 시간 (로샨):"
"[english]DOTA_Tooltip_ability_ursa_fury_swipes_bonus_reset_time_roshan"	"RESET TIME (ROSHAN):"
"DOTA_Tooltip_ability_silencer_global_silence_aghanim_description"	"지속시간 증가. 침묵의 저주가 현재 익힌 레벨로 모든 적 영웅에게 적용."
"[english]DOTA_Tooltip_ability_silencer_global_silence_aghanim_description"	"Increases duration, and applies the current level of Curse of the Silent to all enemy Heroes."
"DOTA_Tooltip_ability_silencer_global_silence_duration_scepter"	"홀 지속시간:"
"[english]DOTA_Tooltip_ability_silencer_global_silence_duration_scepter"	"SCEPTER DURATION:"
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment"	"이계 감옥"
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment"	"Astral Imprisonment"
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Description"	"지정한 아군이나 적군 영웅을 이계의 감옥에 집어넣습니다. 갇힌 영웅은 무적 상태가 되며 어떤 행동도 할 수 없습니다. 적군 영웅에게 시전하면, 대상 영웅의 지능 수치를 일시적으로 빼앗습니다."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Description"	"Places a target allied or enemy hero into an astral prison.  The hidden hero is invulnerable and disabled.  When cast on an enemy Hero, Harbinger temporarily steals intelligence from that hero."
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Lore"	"현재 세계와 외계 사이의 틈새에 갇힌 희생자는 자신의 생명과 지식이 유한함을 깨닫습니다."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Lore"	"Locked away in the pocket between this world and the Outworld, victims realize their infantile knowledge and mortality."
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Note0"	"아군에게 사용하면, 지능을 빼앗지 않습니다."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Note0"	"If used on an ally, no intelligence is stolen."
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Note1"	"갇힌 유닛은 보이지 않으며 무적 상태가 됩니다."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Note1"	"Imprisoned units are hidden and invulnerable."
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Note2"	"이계의 감옥에 갇힌 유닛이라도 이성 붕괴로 공격받을 수 있습니다."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_Note2"	"Imprisoned units can still be hit by Sanity's Eclipse."
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_int_steal"	"지능 훔치기:"
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_int_steal"	"INTELLIGENCE STEAL:"
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_steal_duration"	"훔치기 지속시간:"
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_steal_duration"	"STEAL DURATION:"
"DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_prison_duration"	"감옥 지속시간:"
"[english]DOTA_Tooltip_ability_obsidian_destroyer_ancestral_imprisonment_prison_duration"	"PRISON DURATION:"
"DOTA_Tooltip_ability_nyx_assassin_mana_burn_float_multiplier"	"지능 수치 배수:"
"[english]DOTA_Tooltip_ability_nyx_assassin_mana_burn_float_multiplier"	"INTELLIGENCE MULTIPLIER:"
"DOTA_Tooltip_ability_medusa_stone_gaze_bonus_physical_damage"	"%추가 물리 피해:"
"[english]DOTA_Tooltip_ability_medusa_stone_gaze_bonus_physical_damage"	"%BONUS PHYSICAL DAMAGE:"
"DOTA_Tooltip_ability_medusa_stone_gaze_stone_duration"	"석화 지속시간:"
"[english]DOTA_Tooltip_ability_medusa_stone_gaze_stone_duration"	"STONE DURATION:"
"guild_notafriend"	"친구 아님"
"[english]guild_notafriend"	"Not a Friend"
"guild_lfm_startparty"	"길드에서 파티 모집"
"[english]guild_lfm_startparty"	"Open Party to Guild"
"DOTA_GuildLeave_Failure_Header"	"길드를 떠나지 못했습니다."
"[english]DOTA_GuildLeave_Failure_Header"	"Failed to Leave Guild"
"DOTA_GuildLeave_Failure_Message_NoOtherLeader"	"다른 길드장을 임명하지 않고 %s1|을|를| 떠날 수 없습니다."
"[english]DOTA_GuildLeave_Failure_Message_NoOtherLeader"	"You cannot leave %s1 without appointing another Guild Leader."
"DOTA_GuildRoleChange_Success_Header"	"성공"
"[english]DOTA_GuildRoleChange_Success_Header"	"Success"
"DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_buff"	"필사의 일격"
"[english]DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_buff"	"Mortal Strike"
"DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_buff_Description"	"적 영웅에게서 체력 훔침"
"[english]DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_buff_Description"	"Stealing HP from an enemy hero."
"DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_debuff"	"필사의 일격"
"[english]DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_debuff"	"Mortal Strike"
"DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_debuff_Description"	"망령 제왕에게 체력 흡수됨"
"[english]DOTA_Tooltip_modifier_skeleton_king_mortal_strike_drain_debuff_Description"	"HP stolen from Wraith King."
"DOTA_Tooltip_modifier_obsidian_destroyer_ancestral_imprisonment_buff"	"지능 훔치기"
"[english]DOTA_Tooltip_modifier_obsidian_destroyer_ancestral_imprisonment_buff"	"Intelligence Steal"
"DOTA_Tooltip_modifier_obsidian_destroyer_ancestral_imprisonment_buff_Description"	"적에게서 0MODIFIER_PROPERTY_STATS_INTELLECT_BONUS의 지능 흡수"
"[english]DOTA_Tooltip_modifier_obsidian_destroyer_ancestral_imprisonment_buff_Description"	"Stealing %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% intelligence from enemies."
"DOTA_Tooltip_modifier_obsidian_destroyer_ancestral_imprisonment_debuff"	"지능 훔치기"
"[english]DOTA_Tooltip_modifier_obsidian_destroyer_ancestral_imprisonment_debuff"	"Intelligence Steal"
