"lang"
{
"Language"	"russian"
"DOTA_TIP_ME_PRED34_A"	"2 и менее"
"[english]DOTA_TIP_ME_PRED34_A"	"2 or less"
"DOTA_TIP_ME_PRED34_B"	"3 и более"
"[english]DOTA_TIP_ME_PRED34_B"	"3 or more"
"DOTA_TIP_ME_PRED34_I"	"Игр, которые длились менее 20 минут: %s1"
"[english]DOTA_TIP_ME_PRED34_I"	"%s1 game(s) ended before the 20 minute mark."
"DOTA_TIP_ME_PRED35"	"Куплено рапир на турнире"
"[english]DOTA_TIP_ME_PRED35"	"RAPIERS PURCHASED THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED35_A"	"9 и менее"
"[english]DOTA_TIP_ME_PRED35_A"	"9 or less"
"DOTA_TIP_ME_PRED35_B"	"10 и более"
"[english]DOTA_TIP_ME_PRED35_B"	"10 or more"
"DOTA_TIP_ME_PRED35_I"	"Divine Rapier было куплено: %s1.\nМаксимальное число Divine Rapier было куплено за одну игру: %s2."
"[english]DOTA_TIP_ME_PRED35_I"	"Rapier(s) purchased: %s1\nMost Rapier(s) purchased in a single game: %s2."
"DOTA_TIP_ME_PRED36"	"Герои, которых ни разу не выбирали и не запрещали на турнире"
"[english]DOTA_TIP_ME_PRED36"	"UNPICKED & UNBANNED HEROES THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED36_I"	"Ровно %s1 героев не были ни разу выбраны или запрещены."
"[english]DOTA_TIP_ME_PRED36_I"	"Exactly %s1 heroes were never picked or banned."
"DOTA_TIP_ME_PRED37"	"Игр в финале"
"[english]DOTA_TIP_ME_PRED37"	"GAMES IN GRAND FINAL MATCH"
"DOTA_TIP_ME_PRED37_A"	"4 и менее"
"[english]DOTA_TIP_ME_PRED37_A"	"4 or less"
"DOTA_TIP_ME_PRED37_I"	"Сыгранных игр в финале: %s1"
"[english]DOTA_TIP_ME_PRED37_I"	"There were %s1 games in the Grand Final."
"DOTA_TIP_ME_PRED38"	"Первой крови пролито до начала отсчета времени игры на турнире"
"[english]DOTA_TIP_ME_PRED38"	"FIRST BLOODS BEFORE STARTING HORN THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED38_A"	"11 и менее"
"[english]DOTA_TIP_ME_PRED38_A"	"11 or less"
"DOTA_TIP_ME_PRED38_B"	"12 и более"
"[english]DOTA_TIP_ME_PRED38_B"	"12 or more"
"DOTA_TIP_ME_PRED38_I"	"Первая кровь была пролита %s1 раз(а) до начала отсчета времени игры."
"[english]DOTA_TIP_ME_PRED38_I"	"First blood occurred before the starting horn %s1 time(s)."
"DOTA_TIP_ME_PRED39"	"Съедено сыра за игру"
"[english]DOTA_TIP_ME_PRED39"	"CHEESE USAGES IN A SINGLE MATCH"
"DOTA_TIP_ME_PRED39_A"	"2 и менее"
"[english]DOTA_TIP_ME_PRED39_A"	"2 or less"
"DOTA_TIP_ME_PRED39_B"	"3 и более"
"[english]DOTA_TIP_ME_PRED39_B"	"3 or more"
"DOTA_TIP_ME_PRED39_I"	"Сыр съели %s1 раз(-а) за одну игру."
"[english]DOTA_TIP_ME_PRED39_I"	"Cheese was used %s1 time(s) in a single match."
"DOTA_TIP_ME_PRED40"	"Краж Aegis на турнире"
"[english]DOTA_TIP_ME_PRED40"	"AEGIS SNATCHES THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED40_A"	"4 и менее"
"[english]DOTA_TIP_ME_PRED40_A"	"4 or less"
"DOTA_TIP_ME_PRED40_B"	"5 и более"
"[english]DOTA_TIP_ME_PRED40_B"	"5 or more"
"DOTA_TIP_ME_PRED40_I"	"Aegis был украден %s1 раз(-а)."
"[english]DOTA_TIP_ME_PRED40_I"	"The Aegis was snatched %s1 time(s)."
"DOTA_TIP_ME_PRED41"	"Курьеров убито на протяжении турнира"
"[english]DOTA_TIP_ME_PRED41"	"COURIER KILLS THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED41_A"	"24 и менее"
"[english]DOTA_TIP_ME_PRED41_A"	"24 or less"
"DOTA_TIP_ME_PRED41_B"	"25 и более"
"[english]DOTA_TIP_ME_PRED41_B"	"25 or more"
"DOTA_TIP_ME_PRED41_I"	"Курьер был убит %s1 раз(-а)."
"[english]DOTA_TIP_ME_PRED41_I"	"The Courier was killed %s1 time(s)."
"DOTA_TIP_ME_PRED42"	"Не отданных врагам союзников на турнире"
"[english]DOTA_TIP_ME_PRED42"	"ALLIED HERO DENIES THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED42_A"	"4 и менее"
"[english]DOTA_TIP_ME_PRED42_A"	"4 or less"
"DOTA_TIP_ME_PRED42_B"	"5 и более"
"[english]DOTA_TIP_ME_PRED42_B"	"5 or more"
"DOTA_TIP_ME_PRED42_I"	"Союзные герои были добиты своими %s1 раз."
"[english]DOTA_TIP_ME_PRED42_I"	"Allied Heroes were denied %s1 time(s)."
"DOTA_TIP_ME_PRED43"	"Героев убито нейтральными крипами на турнире"
"[english]DOTA_TIP_ME_PRED43"	"HEROES KILLED BY NEUTRALS THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED43_A"	"1 и менее"
"[english]DOTA_TIP_ME_PRED43_A"	"1 or less"
"DOTA_TIP_ME_PRED43_B"	"2 и более"
"[english]DOTA_TIP_ME_PRED43_B"	"2 or more"
"DOTA_TIP_ME_PRED43_I"	"Нейтральные крипы убили героев %s1 раз(-а)."
"[english]DOTA_TIP_ME_PRED43_I"	"Neutrals killed Heroes %s1 time(s)."
"DOTA_TIP_ME_PRED44"	"Куплено Refresher Orb на турнире"
"[english]DOTA_TIP_ME_PRED44"	"REFRESHERS PURCHASED THROUGHOUT EVENT"
"DOTA_TIP_ME_PRED44_A"	"4 и менее"
"[english]DOTA_TIP_ME_PRED44_A"	"4 or less"
"DOTA_TIP_ME_PRED44_B"	"5 и более"
"[english]DOTA_TIP_ME_PRED44_B"	"5 or more"
"DOTA_TIP_ME_PRED44_I"	"Куплено Refresher Orb: %s1"
"[english]DOTA_TIP_ME_PRED44_I"	"Refresher(s) purchased: %s1"
"DOTA_AYS_Lock_Title"	"ВЫ УВЕРЕНЫ?"
"[english]DOTA_AYS_Lock_Title"	"ARE YOU SURE?"
"DOTA_AYS_Lock_Desc"	"Закрепив в избранном, вы больше не сможете изменить выбор."
"[english]DOTA_AYS_Lock_Desc"	"Once you've locked in a favorite, you won't be able to change it again."
"DOTA_AYS_Lock_Ok"	"Да, заблокировать!"
"[english]DOTA_AYS_Lock_Ok"	"Yes, Lock it!"
"DOTA_TIP_TCR_Title"	"РЕЗУЛЬТАТЫ"
"[english]DOTA_TIP_TCR_Title"	"RESULTS"
"DOTA_TIP_TCR_Week"	"НЕДЕЛЯ %s1"
"[english]DOTA_TIP_TCR_Week"	"WEEK %s1"
"DOTA_TIP_TCR_WinningTeam"	"Победившая команда: %s1"
"[english]DOTA_TIP_TCR_WinningTeam"	"Winning Team: %s1"
"DOTA_TIP_TCR_WinningPlayer"	"Победивший игрок: %s1 (%s2)"
"[english]DOTA_TIP_TCR_WinningPlayer"	"Winning Player: %s1 (%s2)"
"DOTA_TIP_Player_Card_Title"	"Карточки игроков"
"[english]DOTA_TIP_Player_Card_Title"	"Player Cards"
"DOTA_TIP_Player_Card_How_it_works_title"	"КАК ЭТО РАБОТАЕТ"
"[english]DOTA_TIP_Player_Card_How_it_works_title"	"HOW IT WORKS"
"DOTA_TIP_Player_Card_How_it_works"	"Карточки игроков с участниками The International будут выпадать в обычных и в компендиум-играх. Соберите своих любимых игроков, добавьте их в свой компендиум и получите награду!"
"[english]DOTA_TIP_Player_Card_How_it_works"	"Player cards representing the participants of The International will drop as loot in regular and Compendium matchmaking games. Collect your favorite players and stamp them into your compendium to earn rewards!"
"DOTA_TIP_Player_Card_Coming_Soon"	"Скоро"
"[english]DOTA_TIP_Player_Card_Coming_Soon"	"Coming Soon"
"DOTA_TIP_Player_Card_Challenges"	"ЗАДАЧИ ДЛЯ КАРТОЧЕК ИГРОКОВ"
"[english]DOTA_TIP_Player_Card_Challenges"	"PLAYER CARD CHALLENGES"
"DOTA_TIP_Player_Card_Challenge_0"	"Проштампуйте одну полную команду\nНаграда: ???"
"[english]DOTA_TIP_Player_Card_Challenge_0"	"Stamp one complete team\nReward: Smeevil Treat"
"DOTA_TIP_Player_Card_Challenge_1"	"Проштампуйте пять полных команд\nНаграда: ???"
"[english]DOTA_TIP_Player_Card_Challenge_1"	"Stamp five complete teams\nReward: Smeevil Treat"
"DOTA_TIP_Player_Card_Challenge_2"	"Проштампуйте восемь полных команд, включая команды %s1 и %s2\nНаграда: Приманка для краба"
"[english]DOTA_TIP_Player_Card_Challenge_2"	"Stamp eight complete teams, must include teams %s1 and %s2\nReward: Edge Crab Lure"
"DOTA_TIP_Player_Card_Challenge_3"	"Проштампуйте все карточки игроков: %s1\nНаграда: Окраска краба"
"[english]DOTA_TIP_Player_Card_Challenge_3"	"Stamp all Player Cards\nReward: Edge Crab Dye"
"DOTA_TIP_Player_Card_Challenge_4"	"Проштампуйте случайно выбранную команду: %s1\nНаграда: ???"
"[english]DOTA_TIP_Player_Card_Challenge_4"	"Stamp a Mythical quality Player Card\nReward: Edge Crab Banding"
"DOTA_TIP_Player_Card_Challenge_5"	"Проштампуйте любую мифическую карточку игрока\nНаграда: ???"
"[english]DOTA_TIP_Player_Card_Challenge_5"	"Stamp any Mythical Player Card\nReward: ???"
"DOTA_TIP_2013_TeamCountry_16"	"Китай"
"[english]DOTA_TIP_2013_TeamCountry_16"	"China"
"DOTA_TIP_2013_TeamAccomplishments_0"	"Победители The International 2012\nС 5-го по 6-е место на The International 2011\n1-е место на G-League 2012 Season 2\n1-е место на World Cyber Games 2012"
"[english]DOTA_TIP_2013_TeamAccomplishments_0"	"The International Champions 2012\n5th-6th The International 2011\n1st G-League 2012 Season 2\n1st World Cyber Games 2012"
"DOTA_TIP_2013_TeamAccomplishments_1"	"С 7-го по 8-е место на The International 2012\n1-е место на AMD Premier League Season 1\n3-е место на G-League Season 2\n1-е место на World Cyber Games 2012 Dota"
"[english]DOTA_TIP_2013_TeamAccomplishments_1"	"7th-8th The International 2012\n1st AMD Premier League Season 1\n3rd G-League Season 2\n1st World Cyber Games 2012 Dota"
"DOTA_TIP_2013_TeamAccomplishments_2"	"С 7-го по 8-е место на The International 2012\n3-е место на G-1 Champions League Season 4\n3-е место на G-1 Champions League Season 5\n1-е место на WCG 2012 Asian Championship"
"[english]DOTA_TIP_2013_TeamAccomplishments_2"	"7th-8th The International 2012\n3rd G-1 Chamions League Season 4\n3rd G-1 Chamions League Season 5\n1st WCG 2012 Asian Championship"
"DOTA_TIP_2013_TeamAccomplishments_3"	"1-е место на DreamHack Summer 2013\n1-е место на G-1 Champions League Season 5\n1-е место на WePlay Dota 2 League Season 1\n1-е место на The Premier League Season 4"
"[english]DOTA_TIP_2013_TeamAccomplishments_3"	"1st DreamHack Summer 2013\n1st G-1 Champions League Season 5\n1st WePlay Dota 2 League Season 1\n1st The Premier League Season 4"
"DOTA_TIP_2013_TeamAccomplishments_4"	"1-е место на Thor Open 2012\n2-е место на The Defense Season 3\n2-е место на Star Ladder Series Season 5\nС 3-го по 4-е место на DreamHack Winter 2012"
"[english]DOTA_TIP_2013_TeamAccomplishments_4"	"1st Thor Open 2012\n2nd The Defense Season 3\n2nd Star Ladder Series Season 5\n3rd-4th DreamHack Winter 2012"
"DOTA_TIP_2013_TeamAccomplishments_5"	"1-е место на Raidcall Dota 2 League Season 2\n1-е место на Curse Invitational\n2-е место на The Premier League Season 4\nС 3-го по 4-е место на DreamHack Dota 2 Invitational"
"[english]DOTA_TIP_2013_TeamAccomplishments_5"	"1st Raidcall Dota 2 League Season 2\n1st Curse Invitational\n2nd The Premier League Season 4\n3rd-4th DreamHack Dota 2 Invitational"
"DOTA_TIP_2013_TeamAccomplishments_6"	"Победители The International 2011\n2-е место на The International 2012\n1-е место на EMS One Spring Finals\n1-е место на Star Ladder Star Series Season 4"
"[english]DOTA_TIP_2013_TeamAccomplishments_6"	"The International Champions 2011\nRunner-up The International 2012\n1st EMS One String Finals\n1st Star Ladder Star Series Season 4"
"DOTA_TIP_2013_TeamAccomplishments_7"	"С 5-го по 6-е место на The International 2012\n2-е место на AMD Premier League Season 1\n2-е место на Gigabyte Dota Masters\n1-е место на It's Gosu Monthly Madness Asia"
"[english]DOTA_TIP_2013_TeamAccomplishments_7"	"5th-6th The International 2012\n2nd AMD Premier League Season 1\n2nd Gigabyte Dota Masters\n1st It's Gosu Monthly Madness Asia"
"DOTA_TIP_2013_TeamAccomplishments_8"	"1-е место на Ritmix Russian Dota 2 League\n2-е место на DreamHack Dota 2 Invitational\n2-е место на RaidCall Dota 2 League Season 2\n2-е место на Curse Dota 2 Invitational"
"[english]DOTA_TIP_2013_TeamAccomplishments_8"	"1st Ritmix Russian Dota 2 League\n2nd DreamHack Dota 2 Invitational\n2nd RaidCall Dota 2 League Season 2\n2nd Curse Dota 2 Invitational"
"DOTA_TIP_2013_TeamAccomplishments_9"	"1-е место на The Defense Season 3\n2-е место на The Premier League Season 3\n2-е место на Ritmix Russian Dota 2 League\n3-е место на Star Ladder Star Series Season 5"
"[english]DOTA_TIP_2013_TeamAccomplishments_9"	"1st The Defense Season 3\n2nd The Premier League Season 3\n2nd Ritmix Russian Dota 2 League\n3rd Star Ladder Star Series Season 5"
"DOTA_TIP_2013_TeamAccomplishments_10"	"4-е место на The International 2012\n2-е место на G-1 Champions League Season 4\n4-е место на G-1 Champions League Season 5\n2-е место на World Cyber Games 2012"
"[english]DOTA_TIP_2013_TeamAccomplishments_10"	"4th The International 2012\n2nd G-1 Champions League Season 4\n4th G-1 Champions League Season 5\n2nd World Cyber Games 2012"
"DOTA_TIP_2013_TeamAccomplishments_11"	"2-е место на G-League 2012 Season 2\n1-е место на Gigabyte E-Sports Challenge\n2-е место на 2013 GEST Challenge 1"
"[english]DOTA_TIP_2013_TeamAccomplishments_11"	"2nd G-League 2012 Season 2\n1st Gigabyte E-Sports Challenge\n2nd 2013 GEST Challenge 1"
"DOTA_TIP_2013_TeamAccomplishments_12"	"1-е место на The Asia 2012\n1-е место на GEST Season 1 April\n3-е место на AMD Premier League Season 1\n1-е место на WCG 2011 Asian Championship"
"[english]DOTA_TIP_2013_TeamAccomplishments_12"	"1st The Asia 2012\n1st GEST Season 1 April\n3rd AMD Premier League Season 1\n1st WCG 2011 Asian Championship"
"DOTA_TIP_2013_TeamAccomplishments_13"	"С 9-го по 16-е место на The International 2012\n2-е место на The Defense 2\n1-е место на GosuLeague Season 3\nС 3-го по 4-е место на EMS One Spring Final"
"[english]DOTA_TIP_2013_TeamAccomplishments_13"	"9th-16th The International 2012\n2nd The Defense 2\n1st GosuLeague Season 3\n3rd-4th EMS One Spring Final"
"DOTA_TIP_2013_TeamAccomplishments_14"	"3-е место на The International 2012\n1-е место на G-1 Champions League Season 4\n1-е место на The Asia 2012\n1-е место на Gigabyte Dota 2 Masters"
"[english]DOTA_TIP_2013_TeamAccomplishments_14"	"3rd The International 2012\n1st G-1 Champions League Season 4\n1st The Asia 2012\n1st Gigabyte Dota 2 Masters"
"DOTA_TIP_2013_TeamAccomplishments_15"	"2-е место на DreamHack Summer 2013\nС 5-го по 8-е место на EMS One Spring Finals"
"[english]DOTA_TIP_2013_TeamAccomplishments_15"	"2nd DreamHack Summer 2013\n5th-8th EMS One Spring Finals"
"DOTA_TIP_2013_TeamAccomplishments_16"	"2-е место на отборочных играх The International 2013"
"[english]DOTA_TIP_2013_TeamAccomplishments_16"	"2nd The International 2013 Qualifiers"
"DOTA_TIP_2013_TeamProfile_Champ_2012"	"Победители The International 2012"
"[english]DOTA_TIP_2013_TeamProfile_Champ_2012"	"The International Champions 2012"
"DOTA_TIP_2013_TeamProfile_Champ_2011"	"Победители The International 2011"
"[english]DOTA_TIP_2013_TeamProfile_Champ_2011"	"The International Champions 2011"
"DOTA_TIP_2013_Team_Pennant_Link"	"Купить вымпел команды %s1 в магазине Dota"
"[english]DOTA_TIP_2013_Team_Pennant_Link"	"Buy a pennant for %s1 in the Dota Store"
"TeamCup_Description"	"Заработано фанатами во время Еженедельного командного кубка The International"
"[english]TeamCup_Description"	"Earned by fans during The International Weekly Team Cup"
"NEXON_Error"	"Ошибка"
"[english]NEXON_Error"	"Error"
"NEXON_State_ShutdownLaw"	"Запуск игры невозможен из-за закона об ограничении запуска игр в ночное время."
"[english]NEXON_State_ShutdownLaw"	"Game usage is blocked under Shutdown law."
"NEXON_State_RestrictedID"	"Игра использует ограниченный идентификатор."
"[english]NEXON_State_RestrictedID"	"Game usage restricted ID."
"NEXON_State_RestrictedAge"	"Запуск игры разрешен для лиц старше 12 лет."
"[english]NEXON_State_RestrictedAge"	"Game usage is allowed for ages over 12."
"NEXON_State_InvalidID"	"Профиль не существует."
"[english]NEXON_State_InvalidID"	"ID does not exist."
"NEXON_PlaytimeWarning"	"Вы провели в игре более %s1 часа(-ов). Чрезмерное увлечение игрой может негативно сказаться на вашей повседневной жизни."
"[english]NEXON_PlaytimeWarning"	"You have played more than %s1 hour(s). Excessive usage of game might cause inconvenience in your everyday life."
"training_progress"	"ПРОГРЕСС ОБУЧЕНИЯ"
"[english]training_progress"	"TRAINING PROGRESS"
"mission_progress"	"Прогресс прохождения"
"[english]mission_progress"	"Mission Progress"
"training_percent_complete"	"ЗАВЕРШЕНО НА %s1%"
"[english]training_percent_complete"	"%s1% COMPLETE"
"tutorial_checklist_1"	"Механика 1"
"[english]tutorial_checklist_1"	"Mechanics 1"
"world_map_location_desc_2"	"<i>Небольшая фигура тихо направляется по следу, держа в руке оружие. Среди племени Кинов он - легенда, лучший стрелок всех времен. Но одних зорких глаз недостаточно, чтобы выжить в предстоящей битве. И поэтому Sniper с высокогорий должен многому научиться, если хочет исполнить свое предназначение.</i>"
"[english]world_map_location_desc_2"	"<i>A small form moves quietly along the trail, weapon in hand.  Among the Keen Folk, he is a legend, the greatest shootist there's ever been.  But it will take more than a sharp eye to survive the coming battle, and this Sniper from the highlands has much to learn if he’s to fulfill his destiny.</i>"
"world_map_location_gdesc_2"	"Это обучение представит вам:<ul><li>Битва: Дальний бой</li><li>Зоны действия способностей</li><li>Мини-карта</li><li>Башни</li><li>Курьер и тайник</li><li>Предметы: Свиток телепортации</li></ul>"
"[english]world_map_location_gdesc_2"	"This tutorial will introduce you to: <ul><li>Combat: Ranged</li><li>Abilities: Area of Effect</li><li>The Minimap</li><li>Towers</li><li>Couriers and the Stash</li><li>Items: Teleportation Scroll</li></ul>"
"tutorial_checklist_2"	"Механика 2"
"[english]tutorial_checklist_2"	"Mechanics 2"
"world_map_location_3"	"Sniper против Axe"
"[english]world_map_location_3"	"Sniper Vs Axe"
"world_map_location_sub_3"	"Обучение: Основы игры на линии"
"[english]world_map_location_sub_3"	"Tutorial: Lane Introduction"
"world_map_location_desc_3"	"<i>Путь к победе долог и суров. Sniper должен понять, как действуют башни и те, кто их защищает, если он хочет пережить приближающуюся великую битву.</i>"
"[english]world_map_location_desc_3"	"<i>Long is the road to victory, and harsh its travels.  Sniper will need to develop a keen understanding of the towers, and those who defend them, if he is to survive the great battle that is to come.</i>"
"world_map_location_gdesc_3"	"Это обучение представит вам: <ul><li>Битва: сражение на линии</li><li>Башни: защита и атака</li><li>Предметы: начальные предметы</li></ul>"
"[english]world_map_location_gdesc_3"	"This tutorial will introduce you to: <ul><li>Combat: Fighting in a Lane</li><li>Towers: Defend and Attack</li><li>Items: Starting Items</li></ul>"
"tutorial_checklist_3"	"Введение в игру на центральной линии"
"[english]tutorial_checklist_3"	"Middle Lane Introduction"
"world_map_location_4"	"Знай своего врага"
"[english]world_map_location_4"	"Know Thine Enemy"
"world_map_location_sub_4"	"Практика на центральной линии"
"[english]world_map_location_sub_4"	"Middle Lane Practice"
"world_map_location_desc_4"	"<i>Раз в поколение на ветру приходят в движение великие кованые книги-коловраты. Вращаясь, они поют о событиях давно забытых эпох. Но новый сезон ветров принес с собой песнь, доселе неслыханную. Она пророчествует о надвигающемся конфликте — великой войне, которая придет из скрытых простому глазу миров и обрушится на землю всепожирающим огнем.</i>\n\nДля выполнения задания необходимо пройти миссию за разных героев."
"[english]world_map_location_desc_4"	"<i>Once per generation, the great forged wheel-books turn slowly in the wind and moan out tales of an age long forgotten. But now a strange wind blows, and the forged books sing like nothing heard before—a song of conflict and a looming conflagration, the prophesy of a war that will sweep down from hidden planes and engulf the world in its fire.</i>\n\nNote: Mission progress based on completion with different heroes."
"world_map_location_gdesc_4"	"Здесь вы узнаете о:<ul><li>Ограниченном выборе героев: уменьшает выбор героев до 20</li><li>Башнях: защищайте свои башни на центральной линии и атакуйте вражеские</li><li>Предметах: разрешены все предметы</li></ul>"
"[english]world_map_location_gdesc_4"	"This will introduce you to: <ul><li>Limited Hero Pool: Restricts hero selection to 20 heroes</li><li>Towers: Defend and attack all mid-lane towers</li><li>Items: All items unlocked</li></ul>"
"tutorial_checklist_4"	"Тренировка на центральной линии 10 разными героями"
"[english]tutorial_checklist_4"	"Middle Lane Practice Using 10 Different Heroes"
"world_map_location_5"	"Обучающие схватки"
"[english]world_map_location_5"	"Training Skirmishes"
"world_map_location_sub_5"	"Игра против ботов"
"[english]world_map_location_sub_5"	"Play vs. Bots"
"world_map_location_desc_5"	"<i>Пока светят лунные камни и скрипят колеса-коловраты, грань между мирами становится всё зыбче. И из бреши в рваной ткани сущего являются неведомые силы, сказания и легенды во плоти, которые жаждут опробовать силы свои перед грядущей битвой.</i>"
"[english]world_map_location_desc_5"	"<i>As the moon stones glow and wheel-books wail, the barrier between the planes wears thin.  Out of this tattered fabric of reality, strange forces are revealed. Myths and legends, flesh and blood; all yearn for the chance to train for the coming battle.</i>"
"world_map_location_gdesc_5"	"Здесь вы узнаете о:<ul><li>Полном матче в Dota 2 против ботов</li><li>Ограниченном выборе героев: уменьшает выбор героев до 20</li></ul>"
"[english]world_map_location_gdesc_5"	"This will introduce you to: <ul><li>Playing a full match of Dota 2 versus bots</li><li>Limited Hero Pool: Restricts hero selection to 20 heroes</li></ul>"
"tutorial_checklist_5"	"5 тренировочных матчей против ботов"
"[english]tutorial_checklist_5"	"5 Practice Matches Versus Bots"
"world_map_location_6"	"Война начинается"
"[english]world_map_location_6"	"The War Begins"
"world_map_location_sub_6"	"Игра против людей"
"[english]world_map_location_sub_6"	"Play vs. Humans"
"world_map_location_desc_6"	"<i>Это соревнование воли и ума, силы и храбрости, рефлексов и стратегии. Осколки Безумной луны ярко сияют в расколотом небе, и в это время внизу готовятся к бою. Где-то далеко звучит великий рог. Звенит сталь. Да начнется же битва.</i>"
"[english]world_map_location_desc_6"	"<i>It is a contest of wills and wits, strength and courage, reflexes and strategy.  Shards of the Mad Moon glow bright in a shattered sky, while below battle lines are drawn.  Somewhere in the distance, the great horn sounds.  The steel clangs.  And so it begins.</i>"
"world_map_location_gdesc_6"	"Здесь вы узнаете о: <ul><li>Полном матче Dota 2 с другими игроками</li><li>Ограниченном выборе героев: уменьшает выбор героев до 20</li></ul>"
"[english]world_map_location_gdesc_6"	"This will introduce you to: <ul><li>A full match of Dota 2 with other players</li><li>Limited Hero Pool: Restricts hero selection to 20 heroes</li></ul>"
"tutorial_checklist_6"	"10 матчей с ограниченным выбором героев"
"[english]tutorial_checklist_6"	"10 Limited Hero Pool Matches"
"world_map_location_7"	"Обзор Dota"
"[english]world_map_location_7"	"Dota Overview"
"world_map_location_sub_7"	"Быстрое обучение игре в действии."
"[english]world_map_location_sub_7"	"A quick study of the game in action."
"world_map_location_desc_7"	"Также вы узнаете об основных целях игры и получите представление о том, как выглядит бой."
"[english]world_map_location_desc_7"	"You'll also be exposed to key goals of the game, and get an idea of what battle will look like."
"world_map_location_gdesc_7"	"В этом введении в Dota 2 вы узнаете, где расположены некоторые важные объекты карты, а именно: <ul><li>Базы</li><li>Башни</li><li>Казармы</li><li>Линии</li><li>Рошан и Aegis</li><li>Лавки</li><li>Руны</li></ul>"
"[english]world_map_location_gdesc_7"	"This Introduction to Dota 2 will familiarize you with the location of map landmarks such as: <ul><li>Bases</li><li>Towers</li><li>Barracks</li><li>Lanes</li><li>Roshan and the Aegis</li><li>The Shopkeepers</li><li>Runes</li></ul>"
"DOTA_Archronicus_MadMoon_Page1"	"КОГДА ПЛАНЕТА еще не остыла, у нее появился мрачный спутник — светящаяся кристальная сфера, которую испокон веков называли Безумной луной. Этот маленький шар источал болезненное сияние — напоминание о небесном конфликте, способном сравниться по яркости с солнечным светом."
"[english]DOTA_Archronicus_MadMoon_Page1"	"WHEN A WORLD was still a cooling blob, it captured an eerie companion—a glowing crystalline sphere that came to be known in lore as the Mad Moon. This small orb was full of violent radiance—a visual reminder of conflict in the heavens, bright enough to compete with the sun in daylight."
"DOTA_Archronicus_MadMoon_Page2"	"Однако Безумная луна была не просто камнем. Она служила темницей двум враждующим древним сущностям, которые были заключены и отправлены в изгнание несчетное количество лет назад, когда великие Предтечи, давшие начало всему сущему, устали от их непрекращающейся войны. В качестве наказания Древних заперли вместе в одном небесном теле и навеки оставили их в бесконечном космосе… Но всё переменилось, когда на пути у этого небесного странника, к своему несчастью, появился наш мир и принял его на свою орбиту. Многие века под светом Луны возникали и исчезали примитивные цивилизации, различные существа поднимали взор к небу, дивясь небесному светилу и пытаясь по мере своих умственных возможностей понять его природу. Длительное движение по орбите вместе с приливными силами постепенно истачивали стены небесной темницы. В надежде обрести свободу узники Безумной луны начали понемногу пробивать путь наружу. Сначала на поверхности появились лишь едва заметные трещины, но они медленно расширялись и распространялись по всему спутнику. Спустя много веков Безумную луну уже покрывали миллионы расщелин, источающих странное свечение и энергетические потоки."
"[english]DOTA_Archronicus_MadMoon_Page2"	"But the Mad Moon was no inert rock. It was more truly a prison, in which two warring ancient intelligences had been captured and flung into exile aeons before, once the vast Primordials that underlay creation had tired of their endless strife. The punishment for these Ancients was to be locked together in one form, forever falling through infinity...and thus it went until our unfortunate world captured that wanderer. \n \nFor ages, primitive societies rose and fell beneath its weird glare; creatures of varying intelligence and sophistication gazed up in wonder and curiosity, to whatever extent their sentience allowed. Meanwhile, orbital stress and tidal forces allowed the Mad Moon's inhabitants to begin exploit what were at first the slightest of weaknesses, as they set to work prying open their prison. The cracks spread slowly, from the tiniest fractures, until at last there were millions of fissures, vast and aglow with weird energies."
"DOTA_Archronicus_MadMoon_Page3"	"И одной роковой ночью луна раскололась изнутри и распалась на части. Большинство осколков улетели в открытый космос или сгорели в плотных слоях атмосферы. Несколько фрагментов упали на землю в виде расплавленных каменных глыб или зазубренных кристаллов, где и остались лежать. Земля в местах падения постепенно восстановилась, скрыв свидетельства катастрофы. Наземные обитатели, которым удалось пережить этот доисторический катаклизм, продолжили эволюционировать и развиваться, создавая развитые цивилизации. По прошествии веков уже никто не мог сказать, была ли Безумная луна правдой или выдумкой, но упоминания о той роковой ночи встречались в мифах всех народов."
"[english]DOTA_Archronicus_MadMoon_Page3"	"On one apocalyptic night, the moon finally shattered, torn apart from within. Most of the moonstuff was flung into space or consumed as it hit the atmosphere. A few rare fragments fell to earth, either as fused molten lumps or as jagged crystals. The shards lay where they had fallen, and gradually the land around them recovered. As the survivors of the prehistoric cataclysm recuperated, flourished and developed civilizations, the Mad Moon became less a memory than a dream, with the night of its destruction woven into their myths."
